Date,precipitation,avg_hourly_pressure_station,avg_hourly_wind_speed,max_wind_speed,avg_hourly_temperature,max_temperature,min_temperature
1995-11-20,0.0,99.15,12.0,24,3.1,5.6,1.4
1995-11-21,0.0,98.44,21.33,32,1.72,3.0,0.3
1995-11-22,0.4,99.11,22.08,30,-0.67,0.5,-1.6
1995-11-23,0.4,99.24,22.62,48,-0.63,1.3,-3.6
1995-11-24,0.0,100.56,7.42,15,-4.0,-1.7,-7.5
1995-11-25,0.0,99.77,11.25,24,0.38,2.8,-4.4
1995-11-26,5.8,99.15,4.88,13,0.8,1.9,-0.2
1995-11-27,17.2,98.18,14.0,26,0.9,2.0,-0.4
1995-11-28,1.8,99.32,20.48,46,-4.32,-0.1,-7.1
1995-11-29,0.0,100.12,6.25,15,-5.97,-3.2,-10.0
1995-11-30,5.2,99.35,16.04,32,-1.04,1.7,-5.5
1995-12-01,0.2,97.91,29.21,44,2.8,5.0,-6.0
1995-12-02,0.0,99.92,16.33,28,-3.26,-0.4,-5.6
1995-12-03,1.8,98.92,15.58,32,2.0,5.2,-0.5
1995-12-04,0.0,99.78,17.71,46,0.87,2.8,-2.1
1995-12-05,0.0,99.29,25.04,48,0.98,4.4,-2.1
1995-12-06,0.0,99.27,31.25,46,-3.31,-1.6,-5.6
1995-12-07,0.0,99.61,23.25,33,-5.67,-2.9,-6.9
1995-12-08,0.2,100.46,11.96,41,-5.66,-2.1,-9.3
1995-12-09,8.0,99.27,30.88,48,-7.14,0.3,-16.5
1995-12-10,0.0,99.19,28.88,41,-12.26,-9.9,-16.6
1995-12-11,0.0,99.62,32.58,44,-10.76,-8.2,-13.5
1995-12-12,0.2,100.56,17.25,33,-10.0,-5.3,-15.1
1995-12-13,0.4,100.99,13.74,33,-9.94,-3.7,-16.4
1995-12-14,20.4,99.19,19.21,37,-0.3,2.9,-5.0
1995-12-15,0.2,99.86,9.88,19,1.55,2.2,0.9
1995-12-16,0.0,100.03,17.79,28,-0.37,1.2,-2.9
1995-12-17,0.0,101.0,11.79,22,-3.45,-1.6,-7.5
1995-12-18,0.0,100.63,12.83,22,-5.55,-3.5,-8.0
1995-12-19,0.0,99.56,22.82,32,-10.04,-7.9,-13.9
1995-12-20,0.0,98.93,16.04,30,-11.15,-7.3,-15.4
1995-12-21,0.4,98.88,24.92,43,-7.17,-4.0,-11.0
1995-12-22,0.8,99.31,10.88,26,-4.46,-2.2,-7.0
1995-12-23,0.0,99.43,10.67,15,-3.89,-1.8,-7.8
1995-12-24,0.4,99.25,7.67,19,-5.03,-1.4,-10.0
1995-12-25,2.2,98.86,15.83,26,-3.55,-1.3,-6.7
1995-12-26,0.0,99.09,14.83,22,-9.16,-5.9,-13.2
1995-12-27,0.4,99.41,21.12,33,-7.53,-5.2,-11.4
1995-12-28,0.0,100.25,13.42,30,-6.67,-2.6,-11.4
1995-12-29,0.0,100.46,16.58,28,-3.91,-1.5,-6.2
1995-12-30,0.0,100.08,11.29,22,-3.18,-1.1,-6.2
1995-12-31,0.2,99.37,3.5,11,-0.7,1.2,-3.1
1996-01-01,0.8,99.42,15.67,19,-3.42,0.3,-7.1
1996-01-02,0.0,99.45,21.0,28,-12.07,-7.0,-14.8
1996-01-03,0.4,98.76,23.83,39,-14.23,-12.1,-19.1
1996-01-04,0.0,99.73,13.25,22,-16.32,-11.4,-20.9
1996-01-05,0.0,100.7,12.92,28,-17.02,-11.9,-19.9
1996-01-06,0.0,101.15,4.33,7,-15.32,-8.6,-22.2
1996-01-07,0.6,100.39,16.79,24,-13.61,-11.1,-16.0
1996-01-08,0.0,99.09,13.88,24,-10.17,-4.8,-16.9
1996-01-09,1.0,98.36,16.83,28,-6.47,-4.5,-7.8
1996-01-10,0.0,99.55,22.04,33,-11.3,-7.6,-15.0
1996-01-11,0.0,99.97,7.21,19,-11.29,-5.5,-18.3
1996-01-12,0.0,98.92,10.67,26,-7.59,-4.4,-11.4
1996-01-13,1.2,98.63,11.96,26,-3.03,0.6,-9.9
1996-01-14,0.0,98.67,26.46,41,-0.54,2.2,-11.3
1996-01-15,0.0,100.93,11.5,22,-14.13,-10.8,-18.3
1996-01-16,7.8,99.9,18.13,28,-3.52,5.6,-11.6
1996-01-17,2.8,99.34,12.29,41,5.47,7.2,4.1
1996-01-18,2.6,98.92,13.33,26,7.22,12.0,0.1
1996-01-19,14.4,98.11,30.29,46,-1.07,10.3,-9.0
1996-01-20,0.0,100.64,10.74,28,-7.69,-5.2,-9.9
1996-01-21,0.0,100.51,14.92,22,-3.56,-0.6,-6.0
1996-01-22,0.0,99.94,15.62,28,0.61,5.1,-5.3
1996-01-23,7.8,99.23,10.08,22,1.14,2.8,0.1
1996-01-24,5.6,97.84,25.75,48,-0.88,4.2,-9.0
1996-01-25,0.0,100.32,11.62,26,-7.69,-3.8,-13.2
1996-01-26,3.6,100.05,20.04,46,-0.43,2.8,-4.2
1996-01-27,19.0,98.18,43.25,65,-1.25,7.3,-8.2
1996-01-28,0.0,100.48,15.12,48,-6.52,-3.5,-9.4
1996-01-29,4.8,99.3,29.88,52,-3.69,2.7,-8.1
1996-01-30,0.2,99.57,26.0,37,-9.9,-7.6,-12.5
1996-01-31,0.0,99.69,12.46,24,-13.51,-9.0,-16.4
1996-02-01,0.0,99.91,15.46,26,-13.29,-9.5,-16.8
1996-02-02,0.0,100.38,20.71,33,-15.55,-13.0,-18.5
1996-02-03,0.0,100.7,8.5,22,-17.08,-11.8,-20.0
1996-02-04,0.0,100.95,11.62,22,-16.6,-11.5,-20.9
1996-02-05,0.0,100.37,22.46,41,-14.18,-10.4,-17.6
1996-02-06,0.0,100.77,13.61,22,-10.3,-6.6,-13.6
1996-02-07,0.6,99.19,24.67,37,-1.21,2.8,-9.1
1996-02-08,6.6,98.0,19.19,26,3.07,4.2,1.8
1996-02-09,0.0,98.55,19.33,32,1.53,3.6,-0.8
1996-02-10,6.8,98.22,12.96,26,0.32,2.8,-1.2
1996-02-11,0.4,97.55,30.92,59,-1.9,3.6,-12.0
1996-02-12,0.0,99.31,28.04,41,-14.75,-11.9,-16.9
1996-02-13,0.8,99.05,13.33,30,-10.21,-5.4,-17.1
1996-02-14,3.4,98.0,16.83,28,-6.91,-4.3,-12.9
1996-02-15,0.0,98.87,13.58,20,-10.25,-6.2,-16.1
1996-02-16,0.0,99.37,10.71,19,-11.93,-6.2,-18.0
1996-02-17,0.2,98.39,12.38,28,-8.71,-4.1,-14.0
1996-02-18,0.0,99.09,20.46,41,-12.77,-9.6,-17.2
1996-02-19,0.0,99.48,14.25,24,-4.35,1.8,-10.7
1996-02-20,3.0,99.36,10.88,17,3.39,5.1,1.5
1996-02-21,1.0,99.67,12.08,24,2.6,4.6,0.7
1996-02-22,0.0,99.76,12.58,19,0.62,1.5,0.0
1996-02-23,8.2,98.88,17.17,37,1.68,3.7,0.0
1996-02-24,0.8,97.98,41.48,56,3.97,5.6,2.4
1996-02-25,0.0,99.19,21.42,33,3.88,8.2,-0.9
1996-02-26,0.0,99.58,7.04,15,0.75,5.3,-2.4
1996-02-27,6.0,98.88,11.0,28,-0.38,0.7,-2.5
1996-02-28,0.4,98.36,26.92,48,-1.81,3.1,-9.2
1996-03-01,0.0,99.04,19.29,37,-5.31,-1.9,-9.0
1996-03-02,2.6,98.15,20.65,43,-1.52,2.7,-6.1
1996-03-03,0.0,99.22,38.42,56,-8.2,-5.1,-11.7
1996-03-04,1.8,100.47,17.67,33,-6.38,-2.7,-11.1
1996-03-05,8.8,99.22,13.04,20,-3.4,-1.0,-7.2
1996-03-06,1.8,99.55,24.13,37,-7.8,-6.0,-11.7
1996-03-07,0.8,99.75,23.79,28,-13.34,-11.0,-15.6
1996-03-08,0.0,99.59,25.88,33,-14.16,-10.8,-17.0
1996-03-09,0.0,100.75,18.29,28,-11.9,-5.9,-17.2
1996-03-10,0.0,101.95,10.92,24,-7.38,-1.6,-14.8
1996-03-11,0.0,101.5,7.75,17,-3.08,2.8,-10.3
1996-03-12,0.0,100.4,4.33,11,-0.05,5.7,-8.9
1996-03-13,0.0,99.7,6.62,15,2.89,7.8,-2.0
1996-03-14,0.0,98.84,11.71,41,4.98,13.8,-1.2
1996-03-15,0.0,98.58,17.43,33,-0.22,1.8,-4.6
1996-03-16,0.0,99.52,13.17,22,-3.17,1.5,-7.2
1996-03-17,0.0,99.19,14.04,32,-0.68,4.4,-6.8
1996-03-18,0.0,99.0,7.38,20,2.61,8.4,-3.2
1996-03-19,1.0,98.48,27.71,52,6.36,12.6,0.3
1996-03-20,14.2,97.58,29.88,44,0.37,2.3,-1.6
1996-03-21,1.2,98.19,30.21,48,-5.11,-1.5,-8.2
1996-03-22,1.6,98.44,19.12,33,-5.06,-1.8,-8.8
1996-03-23,0.0,99.41,25.62,39,-2.45,1.5,-6.1
1996-03-24,0.0,99.94,11.96,24,-1.16,2.5,-7.6
1996-03-25,1.4,98.45,28.83,48,5.92,14.8,-2.2
1996-03-26,1.0,100.27,31.46,50,-4.61,-1.6,-9.5
1996-03-27,0.0,101.51,10.04,22,-6.46,-1.9,-10.5
1996-03-28,0.0,100.63,14.62,26,-1.12,4.0,-6.9
1996-03-29,0.0,99.95,13.12,26,2.65,9.0,-2.6
1996-03-30,0.0,100.15,12.88,20,2.31,7.2,-2.2
1996-03-31,0.0,99.42,15.21,30,4.61,9.2,-2.2
1996-04-01,2.6,99.62,26.54,37,1.95,6.1,-2.0
1996-04-02,0.0,99.76,19.0,30,0.73,6.2,-4.0
1996-04-03,7.8,99.46,8.42,19,-0.34,1.6,-1.2
1996-04-04,8.2,99.41,21.17,33,-2.3,-0.8,-4.3
1996-04-05,0.0,100.03,19.96,28,-2.19,1.5,-6.2
1996-04-06,0.0,99.74,9.96,20,-1.84,1.3,-6.0
1996-04-07,1.8,99.26,10.5,19,-0.95,1.6,-3.2
1996-04-08,0.0,99.44,12.0,22,-0.82,3.5,-4.9
1996-04-09,0.0,99.34,6.79,15,0.29,5.0,-4.5
1996-04-10,0.0,99.0,17.83,44,2.88,8.0,-2.2
1996-04-11,0.0,98.64,11.5,17,7.54,13.8,0.9
1996-04-12,13.6,98.66,13.67,24,5.73,7.7,3.3
1996-04-13,18.6,98.72,19.0,39,1.91,3.9,1.1
1996-04-14,0.2,99.62,15.12,30,3.25,7.2,0.1
1996-04-15,7.0,98.86,22.12,56,4.6,8.0,-0.3
1996-04-16,0.4,98.2,24.92,37,4.31,8.1,1.9
1996-04-17,0.0,99.17,28.25,41,4.34,9.3,1.2
1996-04-18,0.0,99.44,13.3,26,7.59,14.6,0.7
1996-04-19,3.2,98.72,16.62,46,13.88,22.5,3.8
1996-04-20,9.8,98.28,17.62,33,14.33,20.1,9.0
1996-04-21,0.0,99.57,16.54,44,11.11,13.6,5.5
1996-04-22,7.8,99.42,10.0,30,7.85,13.0,2.8
1996-04-23,6.6,99.13,27.75,48,4.43,7.3,0.8
1996-04-24,0.6,99.3,15.5,28,3.75,10.1,-1.0
1996-04-25,1.6,98.1,14.08,48,5.61,16.6,-0.5
1996-04-26,1.2,97.5,33.88,56,10.0,17.4,-1.0
1996-04-27,0.0,99.31,19.09,37,2.38,7.5,-1.6
1996-04-28,0.0,100.19,13.12,32,5.99,13.0,-2.0
1996-04-29,0.2,99.5,23.04,44,6.81,10.0,3.8
1996-04-30,10.4,97.94,28.29,50,7.07,9.9,4.8
1996-05-01,8.4,98.56,28.83,59,7.85,14.3,1.5
1996-05-02,0.0,99.38,15.23,30,9.24,15.6,1.3
1996-05-03,0.6,99.5,7.46,17,8.51,13.0,2.5
1996-05-04,0.0,99.62,6.12,17,8.08,11.2,3.9
1996-05-05,0.0,100.16,14.83,22,7.55,11.0,2.8
1996-05-06,0.0,100.48,11.29,22,9.49,12.4,4.4
1996-05-07,0.0,100.64,11.74,22,8.53,14.4,1.0
1996-05-08,3.0,100.19,12.38,26,10.63,16.0,3.0
1996-05-09,7.8,99.89,8.17,17,11.94,14.9,9.0
1996-05-10,8.4,99.23,9.5,35,13.83,19.2,8.0
1996-05-11,14.6,99.11,22.67,30,5.53,8.3,4.0
1996-05-12,0.0,99.22,26.12,33,5.04,8.0,2.0
1996-05-13,0.0,99.95,15.54,35,5.95,10.9,-0.5
1996-05-14,0.0,100.33,17.75,46,9.64,16.8,2.6
1996-05-15,0.0,100.14,10.21,22,11.18,16.9,2.7
1996-05-16,0.0,99.73,7.88,15,10.94,13.6,9.0
1996-05-17,0.0,99.49,5.88,15,13.44,17.5,9.6
1996-05-18,0.2,98.8,15.42,48,19.12,28.6,10.8
1996-05-19,0.0,98.43,19.25,52,23.81,28.9,16.4
1996-05-20,32.4,98.17,16.96,30,21.63,26.3,14.0
1996-05-21,12.2,98.37,13.17,28,17.39,22.6,13.3
1996-05-22,0.0,98.9,14.39,26,16.09,22.2,10.9
1996-05-23,3.0,99.29,7.68,20,13.15,18.4,8.4
1996-05-24,0.0,100.19,15.61,24,11.06,16.2,6.5
1996-05-25,0.0,100.32,14.21,24,11.16,17.4,4.0
1996-05-26,0.0,99.92,12.46,24,12.57,16.9,7.7
1996-05-27,0.0,99.71,13.46,24,13.36,19.0,5.8
1996-05-28,0.0,99.43,10.54,24,14.87,20.8,8.2
1996-05-29,0.0,99.68,22.88,33,11.64,16.5,7.0
1996-05-30,0.0,100.03,13.57,22,13.1,19.8,5.4
1996-05-31,0.0,100.22,6.17,15,14.47,22.0,5.4
1996-06-01,0.0,100.37,7.83,20,16.29,23.6,8.0
1996-06-02,1.6,99.92,14.42,41,16.51,21.8,10.0
1996-06-03,0.0,99.46,13.12,28,17.44,20.7,14.0
1996-06-04,1.2,99.06,9.3,22,16.21,20.6,12.2
1996-06-05,1.6,99.57,17.17,28,14.96,19.3,12.0
1996-06-06,1.0,99.74,8.35,19,14.66,19.3,11.2
1996-06-07,17.4,99.13,6.79,20,16.46,19.4,14.0
1996-06-08,3.8,99.57,8.04,22,15.98,17.4,14.0
1996-06-09,0.0,99.7,12.54,19,16.48,19.6,13.7
1996-06-10,6.6,99.45,6.58,15,20.91,25.9,16.1
1996-06-11,6.4,99.23,7.29,22,21.27,26.5,17.0
1996-06-12,13.6,99.09,8.46,19,18.51,23.1,15.1
1996-06-13,3.6,99.07,6.67,20,19.33,24.2,16.4
1996-06-14,0.0,99.2,8.39,20,21.94,26.8,16.7
1996-06-15,0.0,99.53,12.96,26,20.64,26.8,15.2
1996-06-16,0.0,99.83,5.54,13,18.3,21.7,13.5
1996-06-17,1.0,99.73,5.83,13,19.54,23.7,15.2
1996-06-18,7.2,99.41,11.92,24,17.55,18.7,15.6
1996-06-19,13.6,99.06,9.17,20,18.82,23.0,16.4
1996-06-20,10.6,98.84,9.08,22,19.11,23.5,16.1
1996-06-21,0.2,99.08,10.38,19,20.43,26.3,14.8
1996-06-22,5.4,98.59,19.5,46,19.29,25.3,11.3
1996-06-23,1.0,99.37,11.29,22,16.86,22.5,10.6
1996-06-24,8.0,99.02,6.0,20,16.48,19.1,14.0
1996-06-25,0.0,99.52,22.25,30,17.94,23.3,12.7
1996-06-26,0.0,100.16,9.05,19,18.46,24.1,10.8
1996-06-27,0.0,99.98,7.96,20,20.61,27.3,13.2
1996-06-28,0.0,100.03,10.92,17,19.7,23.8,16.4
1996-06-29,14.2,99.33,6.54,19,20.32,24.8,15.8
1996-06-30,0.0,98.83,15.88,33,25.67,29.7,19.6
1996-07-01,0.0,99.19,14.42,28,22.07,26.8,15.3
1996-07-02,9.6,98.81,7.57,19,18.73,25.3,14.4
1996-07-03,0.2,98.55,27.62,44,15.65,18.0,13.2
1996-07-04,0.0,98.86,23.21,33,18.52,23.1,12.8
1996-07-05,0.0,99.31,14.29,26,20.4,27.2,12.2
1996-07-06,0.0,99.31,11.83,22,20.95,24.7,18.0
1996-07-07,0.0,98.78,7.12,13,20.18,24.9,16.7
1996-07-08,11.4,98.44,10.88,28,18.45,24.8,12.7
1996-07-09,0.0,98.58,15.33,24,16.51,19.7,11.6
1996-07-10,0.0,99.61,16.35,24,15.54,21.6,9.8
1996-07-11,0.0,100.22,8.78,19,19.63,25.9,12.0
1996-07-12,0.0,99.88,8.67,24,19.82,24.9,12.2
1996-07-13,0.4,99.04,8.43,17,20.67,24.9,18.1
1996-07-14,2.6,98.98,11.27,22,23.59,27.9,17.9
1996-07-15,27.8,98.92,10.48,28,20.36,24.3,18.0
1996-07-16,0.0,99.33,16.0,37,22.19,27.0,17.1
1996-07-17,0.0,99.78,11.08,26,23.46,28.9,16.9
1996-07-18,0.4,99.43,10.42,19,22.18,26.1,17.3
1996-07-19,9.4,98.5,29.83,56,20.44,23.4,12.8
1996-07-20,0.0,99.46,28.43,43,17.9,22.4,12.4
1996-07-21,0.0,99.52,13.25,22,18.88,24.7,12.4
1996-07-22,0.0,99.25,5.88,22,19.98,26.0,11.4
1996-07-23,0.0,98.98,11.04,19,21.55,27.2,17.3
1996-07-24,0.0,99.09,14.08,32,21.43,28.1,16.0
1996-07-25,0.0,99.06,11.33,28,21.8,27.1,17.0
1996-07-26,0.0,99.47,18.71,33,18.45,22.8,13.2
1996-07-27,0.0,100.14,18.79,24,18.23,23.2,10.9
1996-07-28,0.0,100.49,9.29,17,17.27,22.8,9.6
1996-07-29,21.0,99.96,14.42,28,19.07,24.3,12.3
1996-07-30,14.6,99.34,12.54,24,20.31,25.4,17.0
1996-07-31,0.0,99.24,8.17,22,19.96,25.0,16.2
1996-08-01,6.4,99.26,6.21,19,19.19,23.4,15.4
1996-08-02,1.2,99.52,7.88,17,18.59,23.9,13.6
1996-08-03,0.0,99.84,5.96,17,20.86,25.7,14.7
1996-08-04,0.0,100.13,5.96,13,21.85,26.5,15.3
1996-08-05,0.0,100.2,7.0,15,22.49,28.2,16.1
1996-08-06,0.0,100.08,7.21,19,24.3,29.7,18.1
1996-08-07,0.0,99.81,9.79,22,26.06,30.6,21.8
1996-08-08,7.8,99.51,8.96,22,24.2,28.1,17.3
1996-08-09,0.0,99.68,16.21,22,19.35,24.8,15.0
1996-08-10,0.0,99.98,12.38,20,17.44,22.4,12.4
1996-08-11,0.0,100.1,8.08,15,17.59,22.2,10.0
1996-08-12,0.0,99.69,6.25,17,19.79,23.8,14.3
1996-08-13,5.8,99.52,7.79,22,20.81,27.8,14.5
1996-08-14,0.0,99.73,10.96,19,19.58,25.0,13.7
1996-08-15,5.8,99.33,14.21,28,22.33,28.2,16.6
1996-08-16,0.0,99.67,11.33,19,19.22,22.9,16.0
1996-08-17,0.0,99.99,5.46,13,20.05,25.6,13.9
1996-08-18,0.0,100.22,4.12,9,21.57,28.0,14.1
1996-08-19,0.0,100.5,9.58,17,21.73,27.1,15.2
1996-08-20,1.4,100.03,12.42,30,23.73,29.1,19.5
1996-08-21,0.0,100.04,9.62,19,22.9,28.8,17.0
1996-08-22,9.4,99.9,10.0,22,22.15,29.6,15.0
1996-08-23,0.8,99.72,12.21,22,22.4,26.3,16.1
1996-08-24,0.0,99.91,10.96,17,20.39,27.2,14.4
1996-08-25,0.0,99.51,17.0,32,22.78,29.1,16.5
1996-08-26,3.4,99.45,10.96,24,20.98,28.2,15.8
1996-08-27,6.2,99.79,10.88,19,18.91,22.4,15.4
1996-08-28,0.0,100.01,5.96,15,19.63,24.1,15.1
1996-08-29,0.0,99.88,12.54,20,19.46,25.3,12.9
1996-08-30,0.0,100.06,7.12,15,18.38,24.1,12.6
1996-08-31,0.0,99.9,5.25,13,19.78,26.0,11.8
1996-09-01,0.0,99.77,5.65,17,20.73,27.2,14.1
1996-09-02,0.0,99.7,5.74,15,21.27,28.0,14.9
1996-09-03,0.0,99.65,6.46,13,21.9,28.1,15.3
1996-09-04,0.0,99.61,7.08,17,21.3,26.8,15.7
1996-09-05,0.0,99.88,8.88,17,21.88,27.4,15.4
1996-09-06,0.0,99.73,16.54,32,23.03,27.9,17.2
1996-09-07,66.4,98.7,26.79,37,19.97,23.1,18.5
1996-09-08,0.4,98.38,19.96,30,19.44,20.8,17.0
1996-09-09,3.6,99.08,9.29,20,18.43,21.4,14.3
1996-09-10,0.0,99.5,10.61,19,19.47,24.5,14.9
1996-09-11,6.0,99.31,8.75,20,19.34,24.8,12.1
1996-09-12,8.4,98.74,10.29,20,17.81,23.3,12.7
1996-09-13,31.0,98.42,5.12,13,13.06,14.7,11.4
1996-09-14,1.2,98.24,11.17,19,13.35,15.5,11.3
1996-09-15,0.6,98.63,13.62,24,15.17,20.1,12.9
1996-09-16,0.4,99.25,10.79,22,15.48,18.6,12.6
1996-09-17,0.0,99.38,18.42,28,15.43,19.4,12.8
1996-09-18,0.0,99.59,22.29,32,16.48,22.1,12.3
1996-09-19,0.0,99.66,18.71,28,15.12,22.1,9.3
1996-09-20,0.0,99.53,6.42,15,16.19,24.5,8.0
1996-09-21,0.0,99.19,5.0,13,16.05,22.6,8.3
1996-09-22,10.2,98.33,17.33,33,15.63,17.1,12.2
1996-09-23,0.0,99.41,11.25,20,11.74,16.8,6.5
1996-09-24,11.8,99.13,5.75,11,9.63,11.7,6.4
1996-09-25,0.0,99.73,9.04,26,12.07,15.9,8.0
1996-09-26,3.2,100.27,15.79,30,12.67,17.4,6.4
1996-09-27,7.8,99.43,21.62,37,17.1,20.0,14.0
1996-09-28,14.2,98.91,17.04,32,13.84,18.1,10.2
1996-09-29,1.0,99.51,18.17,30,12.52,18.8,7.8
1996-09-30,0.0,100.58,7.87,15,10.73,14.9,3.5
1996-10-01,0.0,100.32,8.12,20,16.92,23.4,11.1
1996-10-02,0.4,99.54,24.21,46,17.16,23.0,5.8
1996-10-03,0.0,100.8,18.0,37,5.37,8.7,2.2
1996-10-04,0.0,101.39,6.79,19,5.41,10.3,0.1
1996-10-05,0.0,101.27,9.96,19,7.37,13.9,1.0
1996-10-06,0.0,100.39,10.92,20,12.38,19.0,4.5
1996-10-07,0.0,99.55,12.62,26,14.16,20.8,9.1
1996-10-08,0.2,99.07,13.88,20,9.62,11.0,8.3
1996-10-09,6.2,98.67,14.71,22,8.42,9.5,6.9
1996-10-10,5.0,99.44,21.29,30,6.0,8.0,1.7
1996-10-11,0.0,100.42,7.88,17,4.81,9.3,0.8
1996-10-12,0.0,100.13,11.67,28,10.07,14.5,4.2
1996-10-13,0.2,99.52,15.12,30,15.77,22.5,9.4
1996-10-14,0.0,99.92,22.83,35,9.14,14.8,1.1
1996-10-15,0.0,100.14,9.58,20,4.17,8.1,-2.0
1996-10-16,7.0,99.19,4.5,15,12.71,20.4,6.4
1996-10-17,0.0,99.36,13.71,35,11.57,14.4,9.0
1996-10-18,26.8,98.55,18.04,37,10.43,15.0,6.6
1996-10-19,8.2,98.91,18.71,35,7.58,9.7,6.2
1996-10-20,1.6,99.14,17.5,24,9.68,12.0,7.0
1996-10-21,4.6,99.33,11.12,17,8.25,9.8,7.0
1996-10-22,0.0,99.44,6.96,13,8.87,11.4,6.6
1996-10-23,4.8,98.47,16.25,30,9.37,12.1,5.9
1996-10-24,0.6,98.6,18.46,32,7.56,10.3,3.9
1996-10-25,0.0,99.79,7.96,13,8.34,14.5,4.1
1996-10-26,0.0,100.55,3.88,11,9.17,15.7,3.8
1996-10-27,0.0,100.03,9.08,26,12.4,17.3,6.8
1996-10-28,0.0,99.47,19.5,41,8.57,12.8,2.1
1996-10-29,2.6,99.37,10.75,30,6.85,11.1,1.0
1996-10-30,7.6,97.65,30.21,52,9.95,15.0,4.6
1996-10-31,0.0,98.78,29.08,48,2.25,4.6,0.0
1996-11-01,0.0,98.68,21.62,33,1.02,2.6,-1.0
1996-11-02,0.2,98.97,20.33,33,0.29,3.3,-1.6
1996-11-03,0.0,99.85,20.71,37,2.1,5.8,-2.2
1996-11-04,1.2,100.18,16.75,33,6.22,11.9,0.9
1996-11-05,0.2,100.41,10.12,17,6.35,8.1,5.2
1996-11-06,0.2,100.21,8.71,17,6.11,9.9,4.1
1996-11-07,17.2,98.67,17.21,37,13.34,19.1,6.3
1996-11-08,1.0,98.54,12.38,20,6.22,6.9,5.1
1996-11-09,0.0,98.53,11.67,24,3.5,7.2,-0.1
1996-11-10,0.0,99.17,6.83,22,1.49,5.0,-1.2
1996-11-11,0.0,99.79,16.88,33,-0.1,3.0,-2.3
1996-11-12,0.0,100.87,11.46,19,-2.28,0.8,-3.7
1996-11-13,0.0,101.26,10.12,22,-2.82,0.3,-5.5
1996-11-14,0.0,101.45,11.58,22,-3.66,1.1,-6.6
1996-11-15,0.0,102.15,13.67,24,-3.72,-0.6,-8.5
1996-11-16,0.0,101.52,9.88,19,1.51,6.1,-2.0
1996-11-17,1.8,100.64,6.54,17,3.12,7.6,-3.0
1996-11-18,0.0,99.72,7.96,17,4.22,7.6,1.4
1996-11-19,0.0,99.2,13.21,30,1.7,4.5,-1.1
1996-11-20,0.0,99.27,17.33,26,-0.8,2.6,-3.6
1996-11-21,0.0,99.33,20.33,28,0.3,2.5,-1.7
1996-11-22,0.0,99.97,13.54,28,0.55,3.6,-2.1
1996-11-23,1.2,99.73,17.13,28,0.33,2.2,-5.7
1996-11-24,1.4,100.31,12.64,17,-5.83,-3.8,-8.3
1996-11-25,2.0,99.98,10.67,19,-2.56,0.6,-5.3
1996-11-26,0.6,99.77,22.29,41,-2.95,0.5,-8.3
1996-11-27,0.0,101.21,10.88,19,-6.22,-2.5,-9.7
1996-11-28,1.2,100.68,8.88,20,-3.22,-1.0,-6.8
1996-11-29,0.0,100.39,10.33,22,0.72,3.8,-2.1
1996-11-30,1.6,99.37,13.5,20,3.34,5.4,0.9
1996-12-01,5.4,97.93,23.88,37,6.8,11.8,2.1
1996-12-02,0.2,99.01,21.04,33,0.5,2.2,-1.3
1996-12-03,7.2,99.53,11.58,22,0.51,3.4,-2.2
1996-12-04,1.4,100.18,12.25,20,0.11,1.8,-3.3
1996-12-05,1.8,99.55,15.78,30,0.39,3.2,-4.1
1996-12-06,0.8,98.59,10.65,19,2.33,2.9,1.5
1996-12-07,1.0,98.33,10.17,20,1.9,2.8,1.1
1996-12-08,0.8,98.11,7.71,17,-0.03,1.6,-2.5
1996-12-09,0.0,99.21,11.0,24,-0.63,2.8,-4.3
1996-12-10,1.4,99.07,11.25,26,0.9,3.3,-2.0
1996-12-11,0.0,99.34,15.88,22,1.64,3.7,-0.1
1996-12-12,7.4,99.56,23.5,33,1.99,7.3,-0.1
1996-12-13,0.0,99.97,14.5,28,3.33,7.0,1.0
1996-12-14,0.0,100.71,3.75,9,2.19,4.7,0.1
1996-12-15,0.0,100.57,16.71,30,2.54,3.4,1.5
1996-12-16,5.8,99.61,9.54,19,3.24,4.5,1.7
1996-12-17,23.0,98.42,25.25,48,4.42,6.8,2.0
1996-12-18,0.0,99.16,18.25,33,-0.59,2.1,-5.1
1996-12-19,0.0,99.22,17.54,28,-6.97,-4.8,-9.4
1996-12-20,0.0,99.7,27.42,41,-7.19,-2.9,-10.9
1996-12-21,0.0,100.41,18.75,35,-4.55,-0.1,-10.2
1996-12-22,0.4,100.12,9.21,20,0.92,2.1,-0.3
1996-12-23,17.0,99.5,12.42,20,3.11,7.2,0.9
1996-12-24,1.4,98.32,34.83,54,2.49,10.1,-8.7
1996-12-25,0.8,100.02,18.54,35,-7.92,-4.7,-9.9
1996-12-26,5.8,100.39,7.62,20,-7.63,-5.6,-9.7
1996-12-27,0.0,100.22,4.04,13,-3.2,0.0,-6.1
1996-12-28,0.0,99.25,5.21,15,2.48,5.7,-0.3
1996-12-29,1.4,99.37,9.29,26,1.64,3.3,-2.3
1996-12-30,1.4,100.56,15.65,22,-5.63,-2.0,-7.7
1996-12-31,10.8,100.72,15.62,28,-11.12,-7.3,-14.7
1997-01-01,4.0,99.73,9.12,22,-7.96,-3.0,-14.6
1997-01-02,1.4,98.39,5.71,11,0.95,4.1,-3.2
1997-01-03,0.0,98.49,8.5,17,2.95,5.6,1.2
