230,0,1066,0,268,0,-32768,2,553,0,2491,1,2299,0,2628,1,1677,0,1670,0,1031,0,378,0, 
228,0,341,0,418,0,-32768,2,519,0,2891,0,2584,0,1533,0,1997,0,1492,0,61,0,122,0, 
278,0,1022,0,1573,0,-32768,2,1977,0,2815,0,796,0,1734,0,714,0,1235,0,946,0,344,0, 
374,0,263,0,1627,0,-32768,2,2193,0,2417,0,2392,0,1286,0,2275,0,1724,1,152,0,268,0, 
697,0,1104,0,994,0,-32768,2,1405,0,687,0,2552,0,2420,1,2129,0,1666,1,202,0,591,0, 
198,0,1039,0,534,0,-32768,2,2736,1,1581,0,1711,0,2643,1,1238,0,1622,1,453,0,533,0, 
199,0,476,0,535,0,-32768,2,2739,1,830,0,2245,0,2568,0,1048,0,1598,0,1008,0,282,0, 
451,0,858,0,-32768,2,-32768,2,2059,0,2740,0,511,0,461,0,902,0,1450,0,616,0,305,0, 
94,0,1202,0,-32768,2,-32768,2,1439,0,2911,1,1983,0,564,0,1791,0,1263,0,145,0,290,0, 
409,0,674,0,-32768,2,-32768,2,2741,1,2928,1,1064,0,1954,0,1318,0,1176,0,300,0,75,0, 
143,0,582,0,-32768,2,-32768,2,2791,1,2686,1,1908,0,2094,1,2188,0,936,0,409,0,111,0, 
557,0,1225,0,-32768,2,-32768,2,2678,1,2986,0,1260,0,1806,0,2040,0,757,0,87,0,262,0, 
125,0,560,0,-32768,2,-32768,2,1925,0,2183,0,2109,0,893,0,2078,0,1432,0,863,0,766,0, 
57,0,278,0,-32768,2,-32768,2,2017,0,2765,0,395,0,2299,0,1831,0,207,0,861,0,325,0, 
608,0,87,0,-32768,2,1506,0,2867,1,3065,1,2220,0,1619,0,1437,0,140,0,551,0,499,0, 
692,0,469,0,-32768,2,222,0,2813,1,2755,1,2242,0,483,0,1275,0,272,0,559,0,549,0, 
444,0,392,0,-32768,2,358,0,2287,0,2641,0,401,0,1860,0,967,0,1273,0,242,0,172,0, 
729,0,270,0,-32768,2,1019,0,2664,0,2255,0,1692,0,2114,0,635,0,556,0,249,0,698,0, 
844,0,243,0,-32768,2,1324,0,2993,1,1025,0,2569,0,1981,0,1458,0,1102,0,564,0,163,0, 
913,0,844,0,-32768,2,1089,0,2781,0,691,0,1573,0,2321,1,1921,0,215,0,579,0,504,0, 
165,0,1227,0,-32768,2,480,0,2982,1,1004,0,2144,1,2469,1,189,0,553,0,88,0,562,0, 
436,0,577,0,-32768,2,1522,0,2817,0,3105,1,2352,0,2476,0,806,0,706,0,190,0,145,0, 
55,0,617,0,-32768,2,2302,0,1707,0,2510,0,1295,0,2265,0,1980,0,855,0,133,0,274,0, 
562,0,391,0,-32768,2,793,0,2746,1,811,0,2841,1,1456,0,1879,0,305,0,122,0,721,0, 
683,0,106,0,-32768,2,1216,0,2922,0,2586,0,2444,0,1853,0,1938,0,1307,0,234,0,290,0, 
998,0,388,0,-32768,2,1105,0,1001,0,2273,0,588,0,1654,0,609,0,286,0,438,0,674,0, 
479,0,571,0,-32768,2,1774,0,1996,0,1924,0,2764,1,306,0,1030,0,979,0,149,0,472,0, 
531,0,166,0,-32768,2,2679,0,2623,0,2976,0,2467,0,327,0,1459,0,874,0,228,0,450,0, 
595,0,1546,0,-32768,2,2117,0,2967,1,2744,0,1920,0,1717,0,1180,0,239,0,194,0,72,0, 
141,0,-32768,2,-32768,2,813,0,432,0,1887,0,2038,0,1224,0,1227,0,316,0,208,0,63,0, 
297,0,-32768,2,-32768,2,-32768,2,653,0,-32768,2,330,0,1787,0,-32768,2,632,0,-32768,2,157,0, 
13212,0,18584,0,-32768,2,-32768,2,67023,1,67163,1,55689,5,52795,1,43216,0,28838,0,11862,0,11117,0, 
426,0,641,0,-32768,2,-32768,2,2162,1,2239,1,1796,5,1703,1,1441,0,930,0,395,0,359,0,
