167,0,940,0,473,0,1132,0,1495,0,2762,0,2967,0,2795,0,1969,0,1660,0,1007,0,829,0, 
452,0,324,0,876,0,722,0,1336,0,1554,0,2747,0,2638,0,1480,0,1004,0,613,0,734,0, 
118,0,647,0,436,0,865,0,1515,0,1817,0,2566,0,2489,0,1256,0,625,0,1169,0,194,0, 
143,0,718,0,394,0,1122,0,988,0,2060,0,604,0,2204,0,1908,0,1733,0,825,0,752,0, 
158,0,873,0,867,0,2317,1,2244,0,2048,0,2964,0,809,0,2104,0,1564,0,356,0,157,0, 
266,0,1123,0,766,0,2309,0,2610,0,1708,0,1457,0,349,0,1993,0,1438,0,548,0,173,0, 
59,0,1159,0,872,0,2242,0,2610,0,1229,0,238,0,775,0,1668,0,142,0,483,0,479,0, 
73,0,1182,0,291,0,385,0,1572,0,2311,0,709,0,2274,0,1499,0,571,0,591,0,333,0, 
100,0,1122,0,318,0,847,0,2329,0,2833,0,2369,0,2057,0,1565,0,1486,0,420,0,708,0, 
398,0,1068,0,1525,0,2396,0,472,0,1160,0,2903,0,888,0,2104,0,1543,0,99,0,513,0, 
346,0,450,0,1756,0,2346,0,671,0,1446,0,2994,0,2118,0,1931,0,1522,0,359,0,691,0, 
571,0,347,0,1576,0,2295,0,2150,0,2220,0,2422,0,2599,0,1183,0,933,0,680,0,637,0, 
608,0,828,0,1386,0,2115,0,2579,0,1608,0,2775,0,2606,0,1690,0,878,0,786,0,745,0, 
685,0,1287,0,709,0,1210,0,2521,0,2249,0,2709,0,2371,0,1323,0,498,0,504,0,736,0, 
146,0,745,0,1695,0,1379,0,2615,0,2838,0,2377,0,1428,0,630,0,713,0,428,0,707,0, 
249,0,-32768,2,1894,0,448,0,1785,0,1309,0,2058,0,2549,0,2003,0,1353,0,98,0,383,0, 
174,0,118,0,1772,0,819,0,2907,0,1759,0,1638,0,2306,0,1982,0,486,0,324,0,565,0, 
350,0,148,0,183,0,2275,0,2536,0,2003,0,2353,0,1762,0,1974,0,532,0,785,0,664,0, 
617,0,151,0,156,0,596,0,1580,0,2818,0,1574,0,2538,1,1147,0,787,0,310,0,105,0, 
613,0,373,0,493,0,2252,0,2847,0,2453,0,2119,0,2339,0,1489,0,1088,0,81,0,218,0, 
561,0,547,0,389,0,2518,1,2610,0,2812,0,1828,0,2179,0,1668,0,734,0,287,0,51,0, 
196,0,431,0,911,0,2502,1,2368,0,2237,0,2116,0,2064,0,832,0,1209,0,614,0,630,0, 
74,0,1165,0,1583,0,2496,0,3001,0,1289,0,1971,0,837,0,1741,0,1276,0,526,0,526,0, 
270,0,512,0,1950,0,2159,0,2864,0,2712,0,1706,0,1792,0,894,0,1295,0,531,0,721,0, 
630,0,1480,0,1874,0,2592,0,901,0,2117,0,2329,0,1153,0,1194,0,1168,0,393,0,706,0, 
466,0,1293,0,1330,0,1680,0,2355,0,2336,0,2658,0,2099,0,785,0,653,0,172,0,493,0, 
230,0,680,0,1197,0,2468,0,2756,0,2156,0,1579,0,2316,0,869,0,1072,0,491,0,304,0, 
387,0,953,0,1415,0,2607,0,2109,0,2270,0,2523,0,1568,0,1745,0,601,0,643,0,742,0, 
211,0,-32768,2,1944,0,2161,0,1875,0,2858,0,2663,0,1522,0,1576,0,1236,0,141,0,100,0, 
470,0,-32768,2,1628,0,2538,0,2899,0,1808,0,1090,0,1823,0,1483,0,1202,0,457,0,776,0, 
645,0,-32768,2,1308,0,-32768,2,1594,0,-32768,2,2517,0,1953,0,-32768,2,1216,0,-32768,2,375,0, 
10433,0,21429,0,33967,0,53793,0,64694,0,62780,0,65523,0,59200,0,45685,0,32218,0,14721,0,15747,0, 
337,0,765,0,1096,0,1793,0,2087,0,2093,0,2114,0,1910,0,1523,0,1039,0,491,0,508,0,
