-32768,2,971,0,1038,0,590,0,1253,0,2898,1,2702,1,2649,1,2394,0,1058,0,196,0,395,0, 
372,0,1156,1,577,0,745,0,678,0,2730,0,2486,1,1658,0,2365,1,1403,0,158,0,425,0, 
670,0,1188,1,211,0,2284,1,2347,1,1701,0,2197,0,539,0,2126,0,825,0,1119,0,198,0, 
772,0,1021,0,523,0,1998,1,2756,1,1870,1,1656,0,2057,1,2070,0,139,0,1066,0,560,0, 
151,0,910,0,1716,1,867,0,2592,0,2132,1,1065,0,2486,1,2197,0,677,0,506,0,444,0, 
260,0,684,0,309,0,629,0,1787,0,3055,1,2812,1,2687,1,2013,0,937,0,188,0,660,0, 
825,0,502,0,942,0,2326,1,1050,0,3045,1,2350,1,2638,1,1569,0,1220,0,410,0,113,0, 
365,0,987,0,1732,1,620,0,2380,0,2589,1,2613,1,1509,0,1933,0,1404,0,787,0,137,0, 
123,0,1213,1,1050,0,896,0,1197,0,-32768,2,2811,1,1267,0,1123,0,1090,0,1087,0,255,0, 
760,0,1084,1,1765,1,844,0,2826,1,-32768,2,2186,1,1878,0,1144,0,1126,0,954,0,427,0, 
118,0,967,1,1850,1,2448,1,2641,1,862,0,2179,1,2653,1,1882,0,399,0,334,0,684,0, 
173,0,704,0,1870,1,2394,1,2222,1,2467,1,2490,0,2485,1,2143,0,648,0,174,0,229,0, 
800,0,601,0,1891,1,285,0,2366,0,3092,1,884,0,2626,1,1422,0,1047,0,205,0,306,0, 
73,0,285,0,1839,1,1094,0,2403,1,3034,1,2870,1,1902,0,1666,0,940,0,345,0,95,0, 
221,0,692,0,871,0,369,0,2759,1,2344,0,2861,1,1843,0,1499,0,536,0,156,0,382,0, 
114,0,1168,1,1952,1,2035,1,1935,1,2200,0,2837,1,1618,0,1707,0,1436,0,605,0,529,0, 
496,0,1204,1,1602,0,837,0,536,0,2905,1,2146,0,1381,0,1476,0,1427,0,970,0,141,0, 
392,0,533,0,356,0,1386,0,2679,1,2559,1,2270,1,2210,1,913,0,1278,0,320,0,765,0, 
393,0,118,0,1212,1,1508,0,2917,1,2875,1,2324,0,2287,0,1529,0,554,0,294,0,709,0, 
914,1,457,1,1977,1,233,0,2941,1,3016,1,2434,0,1297,0,1212,0,1275,0,121,0,391,0, 
539,0,1063,1,1126,1,639,0,2883,1,2865,1,1526,0,1059,0,2105,0,679,0,566,0,258,0, 
671,0,951,1,586,0,814,0,2937,1,1420,0,1485,0,1952,0,1630,0,1209,0,381,0,708,0, 
900,1,1555,1,723,0,2194,1,2774,1,3059,1,2760,0,2081,0,1587,0,1162,0,182,0,203,0, 
132,0,1171,0,613,0,1410,0,1454,0,2984,1,2724,0,1853,0,1236,0,543,0,240,0,373,0, 
657,0,746,0,623,0,2644,1,1694,0,3034,1,2103,1,2357,1,1580,0,374,0,665,0,746,0, 
913,1,1071,0,1300,0,1836,0,435,0,2716,0,2475,1,2089,0,1031,0,674,0,308,0,341,0, 
711,1,1261,0,298,0,2602,1,1684,0,2597,1,2638,1,2075,0,1207,0,592,0,333,0,651,0, 
707,0,674,0,1266,0,1168,0,2980,1,2797,0,2469,0,1965,0,873,0,865,0,363,0,505,0, 
1093,1,-32768,2,1121,0,1736,0,2052,1,1748,0,746,0,1893,0,1544,0,948,0,77,0,102,0, 
308,0,-32768,2,2220,1,2439,1,1864,0,2523,0,1997,0,1970,0,1238,0,1203,0,473,0,768,0, 
641,0,-32768,2,2186,1,-32768,2,2169,1,-32768,2,2583,0,2388,1,-32768,2,764,0,-32768,2,629,0, 
15773,1,24937,1,37345,1,41870,1,65191,1,-32768,2,69679,1,61352,1,48414,0,28432,0,13583,0,13129,0, 
509,1,891,1,1205,1,1396,1,2103,1,-32768,2,2248,1,1979,1,1614,0,917,0,453,0,424,0,
