780,0,-32768,2,418,0,801,0,2739,0,747,0,1269,0,2655,1,2221,0,1498,0,1117,0,795,0, 
252,0,-32768,2,1599,0,404,0,2723,0,999,0,2609,0,2131,0,2206,0,276,0,95,0,179,0, 
318,0,-32768,2,155,0,1138,0,2780,0,1608,0,1668,0,2060,0,2172,0,1266,0,281,0,243,0, 
734,0,-32768,2,1317,0,643,0,2627,0,2944,0,2371,0,1006,0,1831,0,634,0,975,0,223,0, 
795,0,-32768,2,1089,0,2320,0,2653,0,2245,0,2553,0,2271,0,881,0,1407,0,824,0,128,0, 
227,0,-32768,2,397,0,863,0,1890,0,2188,0,2104,0,1679,0,1259,0,1552,0,727,0,137,0, 
747,0,-32768,2,1784,0,2237,0,2020,0,2273,0,2611,0,2280,0,646,0,1489,0,927,0,194,0, 
261,0,-32768,2,1755,1,2245,0,599,0,2474,0,2514,0,2027,0,1754,0,945,0,875,0,508,0, 
348,0,-32768,2,719,0,894,0,2554,0,2675,0,814,0,2327,0,1044,0,1317,0,790,0,684,0, 
381,0,-32768,2,1772,0,2394,1,2751,0,2660,0,2142,0,352,0,1644,0,633,0,193,0,253,0, 
599,0,-32768,2,1818,1,648,0,2711,0,2648,0,2999,0,1267,0,1526,0,1557,0,1044,0,527,0, 
463,0,-32768,2,1839,1,2393,0,2214,0,2761,0,2940,0,2138,0,2028,0,681,0,374,0,443,0, 
818,0,-32768,2,-32768,2,2467,0,2876,0,2940,0,2899,0,1042,0,177,0,574,0,387,0,458,0, 
237,0,-32768,2,1758,0,2506,0,2803,0,1034,0,2203,0,1281,0,1873,0,1500,0,508,0,64,0, 
552,0,-32768,2,1794,0,1848,0,1700,0,2842,0,2532,0,2559,0,1439,0,1323,0,294,0,340,0, 
170,0,-32768,2,1888,0,518,0,2635,0,2191,0,2547,0,-32768,2,948,0,1342,0,826,0,468,0, 
795,0,323,0,1475,0,1038,0,2300,0,1148,0,2086,0,-32768,2,2058,0,293,0,728,0,747,0, 
152,0,571,0,586,0,1523,0,2226,0,2221,0,2265,0,-32768,2,1956,0,673,0,467,0,569,0, 
149,0,1364,0,1151,0,1557,0,-32768,2,2499,0,1029,0,1419,0,1901,0,799,0,624,0,699,0, 
724,0,1230,0,1739,0,1750,0,2844,0,2817,0,2772,0,374,0,484,0,881,0,214,0,30,0, 
688,0,1449,0,1518,0,2070,0,2509,0,2963,0,2210,0,2075,0,1852,0,1133,0,264,0,639,0, 
53,0,1454,0,500,0,497,0,1342,0,3037,0,2641,0,2329,0,1843,0,473,0,462,0,466,0, 
134,0,1014,0,1632,0,1104,0,1014,0,2607,0,2475,0,2388,0,1266,0,495,0,674,0,570,0, 
151,0,1184,0,1328,0,2653,0,467,0,1544,0,2539,0,1762,0,1094,0,761,0,582,0,727,0, 
501,0,877,0,1767,0,2520,0,504,0,2695,0,2134,0,954,0,1869,0,1164,0,518,0,364,0, 
328,0,1426,0,1994,0,2675,1,929,0,2997,0,2146,0,1427,0,1753,0,1133,0,94,0,497,0, 
133,0,1234,0,2074,0,2631,0,2891,0,1127,0,2795,0,2222,0,1206,0,615,0,409,0,603,0, 
116,0,277,0,2154,0,2661,0,2714,0,2168,0,2619,0,2162,0,1676,0,1133,0,497,0,159,0, 
387,0,-32768,2,1806,0,2725,0,2965,0,2542,0,2343,0,1766,0,213,0,1051,0,664,0,622,0, 
834,0,-32768,2,1829,0,2679,0,2803,0,2005,0,2460,0,2401,0,1459,0,1062,0,805,0,692,0, 
1093,0,-32768,2,1943,0,-32768,2,1437,0,-32768,2,752,0,2319,0,-32768,2,999,0,-32768,2,239,0, 
13920,0,-32768,2,45051,0,52402,0,67394,0,67599,0,70041,0,56102,0,44279,0,30659,0,17239,0,13267,0, 
449,0,-32768,2,1453,0,1747,0,2174,0,2253,0,2259,0,1810,0,1476,0,989,0,575,0,428,0,
