date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
1990-01-01,-5.83,2.21,30,1960-01-01 1989-01-01,90.02,1.86,30,1960-01-01 1989-01-01,-2.66,2.34,30,1960-01-01 1989-01-01,31.01,3.55,30,1960-01-01 1989-01-01,-13.79,2.69,30,1960-01-01 1989-01-01,66.99,3.56,30,1960-01-01 1989-01-01,-11.24,2.77,30,1960-01-01 1989-01-01,6,1.55,30,1960-01-01 1989-01-01,46.68,19.74,30,1960-01-01 1989-01-01,18.86,14.48,30,1960-01-01 1989-01-01,33.02,16.92,30,1960-01-01 1989-01-01,7.9,5.97,30,1960-01-01 1989-01-01,,,,
1990-02-01,-5.23,2.16,30,1960-02-01 1989-02-01,89.94,2.47,30,1960-02-01 1989-02-01,-1.7,2.03,30,1960-02-01 1989-02-01,29.38,3.11,30,1960-02-01 1989-02-01,-13.17,2.76,30,1960-02-01 1989-02-01,65.35,4.14,30,1960-02-01 1989-02-01,-10.63,2.63,30,1960-02-01 1989-02-01,5.61,1.57,30,1960-02-01 1989-02-01,45.14,24.39,30,1960-02-01 1989-02-01,20.16,16.44,30,1960-02-01 1989-02-01,26.33,15.29,30,1960-02-01 1989-02-01,7.7,5.95,30,1960-02-01 1989-02-01,,,,
1990-03-01,-1.32,1.93,30,1960-03-01 1989-03-01,90.15,2.07,30,1960-03-01 1989-03-01,3.47,2.35,30,1960-03-01 1989-03-01,29.64,3.05,30,1960-03-01 1989-03-01,-8.48,2.11,30,1960-03-01 1989-03-01,60.27,4.42,30,1960-03-01 1989-03-01,-5.54,2.02,30,1960-03-01 1989-03-01,5.18,1.18,30,1960-03-01 1989-03-01,57.22,26.52,30,1960-03-01 1989-03-01,34.52,22.33,30,1960-03-01 1989-03-01,20.81,11.77,30,1960-03-01 1989-03-01,3.1,3.33,30,1960-03-01 1989-03-01,,,,
1990-04-01,3.62,1.46,30,1960-04-01 1989-04-01,88.57,2.68,30,1960-04-01 1989-04-01,11.42,1.88,30,1960-04-01 1989-04-01,30.5,2.26,30,1960-04-01 1989-04-01,-3.2,1.43,30,1960-04-01 1989-04-01,49.5,5.04,30,1960-04-01 1989-04-01,0.56,1.35,30,1960-04-01 1989-04-01,4.5,1.41,30,1960-04-01 1989-04-01,64.38,21.75,30,1960-04-01 1989-04-01,56.35,21.15,30,1960-04-01 1989-04-01,7.3,7.8,30,1960-04-01 1989-04-01,0.3,0.5,30,1960-04-01 1989-04-01,,,,
1990-05-01,9.36,1.48,30,1960-05-01 1989-05-01,88.5,3.06,30,1960-05-01 1989-05-01,18.48,2.24,30,1960-05-01 1989-05-01,26.68,2.56,30,1960-05-01 1989-05-01,2.48,1.73,30,1960-05-01 1989-05-01,46.83,5.47,30,1960-05-01 1989-05-01,6.19,1.7,30,1960-05-01 1989-05-01,3.16,0.95,30,1960-05-01 1989-05-01,67,30,30,1960-05-01 1989-05-01,66.78,29.94,30,1960-05-01 1989-05-01,0.14,0.43,30,1960-05-01 1989-05-01,0,0,30,1960-05-01 1989-05-01,,,,
1990-06-01,14.48,1.25,30,1960-06-01 1989-06-01,89.99,3.77,30,1960-06-01 1989-06-01,23.62,1.42,30,1960-06-01 1989-06-01,24.88,2.22,30,1960-06-01 1989-06-01,8,1.65,30,1960-06-01 1989-06-01,48.63,5.76,30,1960-06-01 1989-06-01,11.1,1.23,30,1960-06-01 1989-06-01,2.4,1.06,30,1960-06-01 1989-06-01,68.42,30.57,30,1960-06-01 1989-06-01,68.42,30.57,30,1960-06-01 1989-06-01,0,0,30,1960-06-01 1989-06-01,0,0,30,1960-06-01 1989-06-01,,,,
1990-07-01,17.01,0.91,30,1960-07-01 1989-07-01,90.4,2.84,30,1960-07-01 1989-07-01,26.74,1.28,30,1960-07-01 1989-07-01,23.46,1.72,30,1960-07-01 1989-07-01,11.16,1.2,30,1960-07-01 1989-07-01,47.33,4.99,30,1960-07-01 1989-07-01,14.18,1.22,30,1960-07-01 1989-07-01,2.18,0.86,30,1960-07-01 1989-07-01,77.8,34.45,30,1960-07-01 1989-07-01,77.8,34.45,30,1960-07-01 1989-07-01,0,0,30,1960-07-01 1989-07-01,0,0,30,1960-07-01 1989-07-01,,,,
1990-08-01,16.94,0.9,30,1960-08-01 1989-08-01,93.25,1.83,30,1960-08-01 1989-08-01,25.52,1.3,30,1960-08-01 1989-08-01,22.6,2.34,30,1960-08-01 1989-08-01,11.16,1.22,30,1960-08-01 1989-08-01,50.39,3.29,30,1960-08-01 1989-08-01,13.37,1.28,30,1960-08-01 1989-08-01,2.08,0.57,30,1960-08-01 1989-08-01,81.74,40.38,30,1960-08-01 1989-08-01,81.74,40.38,30,1960-08-01 1989-08-01,0,0,30,1960-08-01 1989-08-01,0,0,30,1960-08-01 1989-08-01,,,,
1990-09-01,13.82,1.3,30,1960-09-01 1989-09-01,94.06,1.64,30,1960-09-01 1989-09-01,21.04,1.46,30,1960-09-01 1989-09-01,23.88,2.36,30,1960-09-01 1989-09-01,7.6,1.5,30,1960-09-01 1989-09-01,54.31,5.32,30,1960-09-01 1989-09-01,9.44,1.46,30,1960-09-01 1989-09-01,2.37,0.8,30,1960-09-01 1989-09-01,73.02,43.82,30,1960-09-01 1989-09-01,73.02,43.82,30,1960-09-01 1989-09-01,0,0,30,1960-09-01 1989-09-01,0,0,30,1960-09-01 1989-09-01,,,,
1990-10-01,7.99,1.65,30,1960-10-01 1989-10-01,93.45,1.97,30,1960-10-01 1989-10-01,14.16,2.2,30,1960-10-01 1989-10-01,25.09,2.72,30,1960-10-01 1989-10-01,1.73,1.78,30,1960-10-01 1989-10-01,57.57,5.92,30,1960-10-01 1989-10-01,3.63,1.64,30,1960-10-01 1989-10-01,3.16,0.94,30,1960-10-01 1989-10-01,62.12,29.93,30,1960-10-01 1989-10-01,60.97,29.12,30,1960-10-01 1989-10-01,1.12,2.76,30,1960-10-01 1989-10-01,0,0.15,30,1960-10-01 1989-10-01,,,,
1990-11-01,3.26,1.49,30,1960-11-01 1989-11-01,93.22,1.74,30,1960-11-01 1989-11-01,7.16,1.43,30,1960-11-01 1989-11-01,27.85,2.92,30,1960-11-01 1989-11-01,-3.02,1.54,30,1960-11-01 1989-11-01,65.91,4.37,30,1960-11-01 1989-11-01,-0.75,1.46,30,1960-11-01 1989-11-01,4.71,1.25,30,1960-11-01 1989-11-01,70.91,30.86,30,1960-11-01 1989-11-01,64.79,30.81,30,1960-11-01 1989-11-01,6.73,5.16,30,1960-11-01 1989-11-01,0.3,0.45,30,1960-11-01 1989-11-01,,,,
1990-12-01,-2.65,2.4,30,1960-12-01 1989-12-01,91.87,1.84,30,1960-12-01 1989-12-01,0.24,2.25,30,1960-12-01 1989-12-01,29.11,2.45,30,1960-12-01 1989-12-01,-9.89,2.98,30,1960-12-01 1989-12-01,69.74,3.27,30,1960-12-01 1989-12-01,-7.55,2.83,30,1960-12-01 1989-12-01,5.31,1.68,30,1960-12-01 1989-12-01,62.33,22.54,30,1960-12-01 1989-12-01,35.6,20.79,30,1960-12-01 1989-12-01,30.68,16.19,30,1960-12-01 1989-12-01,4.1,3.29,30,1960-12-01 1989-12-01,,,,
1991-01-01,-5.71,2.38,30,1961-01-01 1990-01-01,89.99,1.84,30,1961-01-01 1990-01-01,-2.5,2.53,30,1961-01-01 1990-01-01,31.08,3.56,30,1961-01-01 1990-01-01,-13.66,2.91,30,1961-01-01 1990-01-01,66.77,3.38,30,1961-01-01 1990-01-01,-11.11,2.99,30,1961-01-01 1990-01-01,6.03,1.55,30,1961-01-01 1990-01-01,45.62,19.39,30,1961-01-01 1990-01-01,18.51,14.25,30,1961-01-01 1990-01-01,32.28,17.3,30,1961-01-01 1990-01-01,7.6,6.07,30,1961-01-01 1990-01-01,,,,
1991-02-01,-5.2,2.18,30,1961-02-01 1990-02-01,89.93,2.47,30,1961-02-01 1990-02-01,-1.64,2.08,30,1961-02-01 1990-02-01,29.35,3.09,30,1961-02-01 1990-02-01,-13.17,2.76,30,1961-02-01 1990-02-01,65.03,4.21,30,1961-02-01 1990-02-01,-10.64,2.62,30,1961-02-01 1990-02-01,5.51,1.52,30,1961-02-01 1990-02-01,45.53,24.79,30,1961-02-01 1990-02-01,20.83,17.1,30,1961-02-01 1990-02-01,25.91,15.12,30,1961-02-01 1990-02-01,7.6,5.96,30,1961-02-01 1990-02-01,,,,
1991-03-01,-1.12,1.7,30,1961-03-01 1990-03-01,90.22,1.96,30,1961-03-01 1990-03-01,3.68,2.2,30,1961-03-01 1990-03-01,29.63,3.06,30,1961-03-01 1990-03-01,-8.25,1.81,30,1961-03-01 1990-03-01,60.2,4.43,30,1961-03-01 1990-03-01,-5.31,1.79,30,1961-03-01 1990-03-01,5.12,1.18,30,1961-03-01 1990-03-01,56.88,26.81,30,1961-03-01 1990-03-01,35.11,21.83,30,1961-03-01 1990-03-01,19.9,11.94,30,1961-03-01 1990-03-01,2.8,2.97,30,1961-03-01 1990-03-01,,,,
1991-04-01,3.59,1.4,30,1961-04-01 1990-04-01,88.39,2.61,30,1961-04-01 1990-04-01,11.47,1.91,30,1961-04-01 1990-04-01,30.47,2.26,30,1961-04-01 1990-04-01,-3.2,1.43,30,1961-04-01 1990-04-01,49.34,4.92,30,1961-04-01 1990-04-01,0.57,1.36,30,1961-04-01 1990-04-01,4.65,1.36,30,1961-04-01 1990-04-01,63.99,21.85,30,1961-04-01 1990-04-01,55.98,21.15,30,1961-04-01 1990-04-01,7.29,7.8,30,1961-04-01 1990-04-01,0.3,0.5,30,1961-04-01 1990-04-01,,,,
1991-05-01,9.25,1.48,30,1961-05-01 1990-05-01,88.29,2.91,30,1961-05-01 1990-05-01,18.44,2.25,30,1961-05-01 1990-05-01,26.81,2.53,30,1961-05-01 1990-05-01,2.32,1.58,30,1961-05-01 1990-05-01,46.36,5.1,30,1961-05-01 1990-05-01,6.09,1.63,30,1961-05-01 1990-05-01,3.2,0.89,30,1961-05-01 1990-05-01,65.99,28.79,30,1961-05-01 1990-05-01,65.77,28.72,30,1961-05-01 1990-05-01,0.14,0.43,30,1961-05-01 1990-05-01,0,0,30,1961-05-01 1990-05-01,,,,
1991-06-01,14.53,1.25,30,1961-06-01 1990-06-01,90.05,3.73,30,1961-06-01 1990-06-01,23.64,1.43,30,1961-06-01 1990-06-01,24.92,2.26,30,1961-06-01 1990-06-01,8.02,1.65,30,1961-06-01 1990-06-01,48.66,5.75,30,1961-06-01 1990-06-01,11.12,1.25,30,1961-06-01 1990-06-01,2.44,1.09,30,1961-06-01 1990-06-01,68.88,30.48,30,1961-06-01 1990-06-01,68.88,30.48,30,1961-06-01 1990-06-01,0,0,30,1961-06-01 1990-06-01,0,0,30,1961-06-01 1990-06-01,,,,
1991-07-01,17.04,0.88,30,1961-07-01 1990-07-01,90.35,2.9,30,1961-07-01 1990-07-01,26.75,1.28,30,1961-07-01 1990-07-01,23.44,1.68,30,1961-07-01 1990-07-01,11.17,1.2,30,1961-07-01 1990-07-01,47.33,4.99,30,1961-07-01 1990-07-01,14.22,1.23,30,1961-07-01 1990-07-01,2.19,0.86,30,1961-07-01 1990-07-01,76.62,34.14,30,1961-07-01 1990-07-01,76.62,34.14,30,1961-07-01 1990-07-01,0,0,30,1961-07-01 1990-07-01,0,0,30,1961-07-01 1990-07-01,,,,
1991-08-01,16.96,0.9,30,1961-08-01 1990-08-01,93.32,1.77,30,1961-08-01 1990-08-01,25.5,1.29,30,1961-08-01 1990-08-01,22.45,2.27,30,1961-08-01 1990-08-01,11.24,1.24,30,1961-08-01 1990-08-01,50.66,3.22,30,1961-08-01 1990-08-01,13.39,1.3,30,1961-08-01 1990-08-01,2.08,0.58,30,1961-08-01 1990-08-01,84.17,39.98,30,1961-08-01 1990-08-01,84.17,39.98,30,1961-08-01 1990-08-01,0,0,30,1961-08-01 1990-08-01,0,0,30,1961-08-01 1990-08-01,,,,
1991-09-01,13.81,1.3,30,1961-09-01 1990-09-01,94.18,1.49,30,1961-09-01 1990-09-01,20.95,1.39,30,1961-09-01 1990-09-01,23.83,2.35,30,1961-09-01 1990-09-01,7.59,1.5,30,1961-09-01 1990-09-01,54.64,5.15,30,1961-09-01 1990-09-01,9.37,1.39,30,1961-09-01 1990-09-01,2.36,0.79,30,1961-09-01 1990-09-01,74.23,42.43,30,1961-09-01 1990-09-01,74.23,42.43,30,1961-09-01 1990-09-01,0,0,30,1961-09-01 1990-09-01,0,0,30,1961-09-01 1990-09-01,,,,
1991-10-01,8.03,1.64,30,1961-10-01 1990-10-01,93.44,1.98,30,1961-10-01 1990-10-01,14.12,2.19,30,1961-10-01 1990-10-01,25.13,2.74,30,1961-10-01 1990-10-01,1.76,1.78,30,1961-10-01 1990-10-01,57.84,5.67,30,1961-10-01 1990-10-01,3.63,1.64,30,1961-10-01 1990-10-01,3.18,0.95,30,1961-10-01 1990-10-01,63.12,30.27,30,1961-10-01 1990-10-01,61.98,29.51,30,1961-10-01 1990-10-01,1.11,2.76,30,1961-10-01 1990-10-01,0,0.15,30,1961-10-01 1990-10-01,,,,
1991-11-01,3.25,1.48,30,1961-11-01 1990-11-01,93.19,1.76,30,1961-11-01 1990-11-01,7.15,1.42,30,1961-11-01 1990-11-01,27.76,2.81,30,1961-11-01 1990-11-01,-3.07,1.52,30,1961-11-01 1990-11-01,65.86,4.44,30,1961-11-01 1990-11-01,-0.81,1.41,30,1961-11-01 1990-11-01,4.69,1.23,30,1961-11-01 1990-11-01,70.33,31.28,30,1961-11-01 1990-11-01,64.32,31.1,30,1961-11-01 1990-11-01,6.43,5.18,30,1961-11-01 1990-11-01,0.3,0.45,30,1961-11-01 1990-11-01,,,,
1991-12-01,-2.47,2.4,30,1961-12-01 1990-12-01,92.01,1.61,30,1961-12-01 1990-12-01,0.39,2.29,30,1961-12-01 1990-12-01,29.01,2.42,30,1961-12-01 1990-12-01,-9.74,2.95,30,1961-12-01 1990-12-01,69.83,3.12,30,1961-12-01 1990-12-01,-7.41,2.84,30,1961-12-01 1990-12-01,5.24,1.68,30,1961-12-01 1990-12-01,65.51,22.7,30,1961-12-01 1990-12-01,38.28,21.34,30,1961-12-01 1990-12-01,31.11,15.95,30,1961-12-01 1990-12-01,4,3.31,30,1961-12-01 1990-12-01,,,,
1992-01-01,-5.6,2.33,30,1962-01-01 1991-01-01,90.15,1.54,30,1962-01-01 1991-01-01,-2.43,2.52,30,1962-01-01 1991-01-01,31.05,3.56,30,1962-01-01 1991-01-01,-13.56,2.88,30,1962-01-01 1991-01-01,66.91,3.19,30,1962-01-01 1991-01-01,-11.02,2.99,30,1962-01-01 1991-01-01,6.12,1.55,30,1962-01-01 1991-01-01,46.38,18.45,30,1962-01-01 1991-01-01,18.88,13.9,30,1962-01-01 1991-01-01,32.59,17.08,30,1962-01-01 1991-01-01,7.7,6.01,30,1962-01-01 1991-01-01,,,,
1992-02-01,-5.17,2.23,30,1962-02-01 1991-02-01,89.93,2.47,30,1962-02-01 1991-02-01,-1.62,2.11,30,1962-02-01 1991-02-01,29.3,3.1,30,1962-02-01 1991-02-01,-13.16,2.78,30,1962-02-01 1991-02-01,64.9,4.23,30,1962-02-01 1991-02-01,-10.61,2.65,30,1962-02-01 1991-02-01,5.51,1.52,30,1962-02-01 1991-02-01,44.34,24.97,30,1962-02-01 1991-02-01,19.53,16.93,30,1962-02-01 1991-02-01,25.93,15.12,30,1962-02-01 1991-02-01,7.6,5.97,30,1962-02-01 1991-02-01,,,,
1992-03-01,-1.09,1.72,30,1962-03-01 1991-03-01,90.11,2.02,30,1962-03-01 1991-03-01,3.75,2.24,30,1962-03-01 1991-03-01,29.45,2.95,30,1962-03-01 1991-03-01,-8.26,1.81,30,1962-03-01 1991-03-01,60.03,4.55,30,1962-03-01 1991-03-01,-5.28,1.82,30,1962-03-01 1991-03-01,5.16,1.21,30,1962-03-01 1991-03-01,57.59,27.6,30,1962-03-01 1991-03-01,37.38,23.6,30,1962-03-01 1991-03-01,19.12,11.84,30,1962-03-01 1991-03-01,2.7,2.99,30,1962-03-01 1991-03-01,,,,
1992-04-01,3.69,1.46,30,1962-04-01 1991-04-01,88.21,2.49,30,1962-04-01 1991-04-01,11.63,1.86,30,1962-04-01 1991-04-01,30.29,2.32,30,1962-04-01 1991-04-01,-3.13,1.52,30,1962-04-01 1991-04-01,49.06,4.59,30,1962-04-01 1991-04-01,0.68,1.48,30,1962-04-01 1991-04-01,4.66,1.36,30,1962-04-01 1991-04-01,64.57,22.94,30,1962-04-01 1991-04-01,57.48,23.53,30,1962-04-01 1991-04-01,6.49,7.21,30,1962-04-01 1991-04-01,0.2,0.5,30,1962-04-01 1991-04-01,,,,
1992-05-01,9.41,1.6,30,1962-05-01 1991-05-01,88.28,2.91,30,1962-05-01 1991-05-01,18.6,2.35,30,1962-05-01 1991-05-01,26.49,2.26,30,1962-05-01 1991-05-01,2.52,1.7,30,1962-05-01 1991-05-01,46.55,5.07,30,1962-05-01 1991-05-01,6.25,1.79,30,1962-05-01 1991-05-01,3.12,0.9,30,1962-05-01 1991-05-01,66.64,28.96,30,1962-05-01 1991-05-01,66.44,28.9,30,1962-05-01 1991-05-01,0.12,0.43,30,1962-05-01 1991-05-01,0,0,30,1962-05-01 1991-05-01,,,,
1992-06-01,14.55,1.26,30,1962-06-01 1991-06-01,89.87,3.96,30,1962-06-01 1991-06-01,23.72,1.5,30,1962-06-01 1991-06-01,24.75,2.07,30,1962-06-01 1991-06-01,8.08,1.65,30,1962-06-01 1991-06-01,48.5,5.85,30,1962-06-01 1991-06-01,11.18,1.33,30,1962-06-01 1991-06-01,2.42,1.07,30,1962-06-01 1991-06-01,66.93,31.38,30,1962-06-01 1991-06-01,66.93,31.38,30,1962-06-01 1991-06-01,0,0,30,1962-06-01 1991-06-01,0,0,30,1962-06-01 1991-06-01,,,,
1992-07-01,17.02,0.87,30,1962-07-01 1991-07-01,90.21,2.94,30,1962-07-01 1991-07-01,26.77,1.29,30,1962-07-01 1991-07-01,23.45,1.68,30,1962-07-01 1991-07-01,11.1,1.15,30,1962-07-01 1991-07-01,47.02,4.98,30,1962-07-01 1991-07-01,14.23,1.25,30,1962-07-01 1991-07-01,2.19,0.86,30,1962-07-01 1991-07-01,76.97,34.24,30,1962-07-01 1991-07-01,76.97,34.24,30,1962-07-01 1991-07-01,0,0,30,1962-07-01 1991-07-01,0,0,30,1962-07-01 1991-07-01,,,,
1992-08-01,16.94,0.89,30,1962-08-01 1991-08-01,93.21,1.88,30,1962-08-01 1991-08-01,25.5,1.3,30,1962-08-01 1991-08-01,22.42,2.23,30,1962-08-01 1991-08-01,11.22,1.22,30,1962-08-01 1991-08-01,50.56,3.18,30,1962-08-01 1991-08-01,13.42,1.33,30,1962-08-01 1991-08-01,2.1,0.58,30,1962-08-01 1991-08-01,85.34,39.66,30,1962-08-01 1991-08-01,85.34,39.66,30,1962-08-01 1991-08-01,0,0,30,1962-08-01 1991-08-01,0,0,30,1962-08-01 1991-08-01,,,,
1992-09-01,13.64,1.19,30,1962-09-01 1991-09-01,94.07,1.73,30,1962-09-01 1991-09-01,20.8,1.11,30,1962-09-01 1991-09-01,23.77,2.26,30,1962-09-01 1991-09-01,7.43,1.44,30,1962-09-01 1991-09-01,54.38,5.43,30,1962-09-01 1991-09-01,9.22,1.2,30,1962-09-01 1991-09-01,2.34,0.79,30,1962-09-01 1991-09-01,74.56,42.23,30,1962-09-01 1991-09-01,74.56,42.23,30,1962-09-01 1991-09-01,0,0,30,1962-09-01 1991-09-01,0,0,30,1962-09-01 1991-09-01,,,,
1992-10-01,7.98,1.62,30,1962-10-01 1991-10-01,93.38,2.08,30,1962-10-01 1991-10-01,14.03,2.07,30,1962-10-01 1991-10-01,25.02,2.64,30,1962-10-01 1991-10-01,1.71,1.76,30,1962-10-01 1991-10-01,57.91,5.58,30,1962-10-01 1991-10-01,3.62,1.63,30,1962-10-01 1991-10-01,3.16,0.96,30,1962-10-01 1991-10-01,64.17,29.1,30,1962-10-01 1991-10-01,63.03,28.35,30,1962-10-01 1991-10-01,1.11,2.76,30,1962-10-01 1991-10-01,0,0.15,30,1962-10-01 1991-10-01,,,,
1992-11-01,3.21,1.49,30,1962-11-01 1991-11-01,93.12,1.82,30,1962-11-01 1991-11-01,7.1,1.42,30,1962-11-01 1991-11-01,27.7,2.78,30,1962-11-01 1991-11-01,-3.11,1.54,30,1962-11-01 1991-11-01,65.92,4.39,30,1962-11-01 1991-11-01,-0.8,1.4,30,1962-11-01 1991-11-01,4.74,1.22,30,1962-11-01 1991-11-01,70.49,31.19,30,1962-11-01 1991-11-01,64.13,31.21,30,1962-11-01 1991-11-01,6.88,5.59,30,1962-11-01 1991-11-01,0.3,0.45,30,1962-11-01 1991-11-01,,,,
1992-12-01,-2.44,2.42,30,1962-12-01 1991-12-01,91.98,1.62,30,1962-12-01 1991-12-01,0.41,2.31,30,1962-12-01 1991-12-01,28.88,2.29,30,1962-12-01 1991-12-01,-9.77,2.94,30,1962-12-01 1991-12-01,69.75,3.19,30,1962-12-01 1991-12-01,-7.43,2.83,30,1962-12-01 1991-12-01,5.02,1.65,30,1962-12-01 1991-12-01,65.46,22.74,30,1962-12-01 1991-12-01,37.69,21.77,30,1962-12-01 1991-12-01,31.73,15.69,30,1962-12-01 1991-12-01,4,3.31,30,1962-12-01 1991-12-01,,,,
1993-01-01,-5.52,2.37,30,1963-01-01 1992-01-01,90.29,1.6,30,1963-01-01 1992-01-01,-2.38,2.54,30,1963-01-01 1992-01-01,30.59,3.22,30,1963-01-01 1992-01-01,-13.39,2.95,30,1963-01-01 1992-01-01,67.06,3.33,30,1963-01-01 1992-01-01,-10.87,3.05,30,1963-01-01 1992-01-01,6.02,1.57,30,1963-01-01 1992-01-01,45.36,18.08,30,1963-01-01 1992-01-01,18.27,13.71,30,1963-01-01 1992-01-01,32.23,17.09,30,1963-01-01 1992-01-01,7.7,6.01,30,1963-01-01 1992-01-01,,,,
1993-02-01,-5.04,2.26,30,1963-02-01 1992-02-01,90.06,2.47,30,1963-02-01 1992-02-01,-1.52,2.11,30,1963-02-01 1992-02-01,29.03,3.06,30,1963-02-01 1992-02-01,-12.96,2.76,30,1963-02-01 1992-02-01,65.05,4.29,30,1963-02-01 1992-02-01,-10.43,2.65,30,1963-02-01 1992-02-01,5.43,1.61,30,1963-02-01 1992-02-01,42.64,23.77,30,1963-02-01 1992-02-01,19.89,16.9,30,1963-02-01 1992-02-01,24.16,13.71,30,1963-02-01 1992-02-01,7.2,6,30,1963-02-01 1992-02-01,,,,
1993-03-01,-1.07,1.7,30,1963-03-01 1992-03-01,90.25,1.81,30,1963-03-01 1992-03-01,3.72,2.24,30,1963-03-01 1992-03-01,29.5,2.91,30,1963-03-01 1992-03-01,-8.28,1.82,30,1963-03-01 1992-03-01,60.13,4.4,30,1963-03-01 1992-03-01,-5.3,1.83,30,1963-03-01 1992-03-01,5.14,1.21,30,1963-03-01 1992-03-01,57.91,27.11,30,1963-03-01 1992-03-01,37.67,23.29,30,1963-03-01 1992-03-01,19.2,11.74,30,1963-03-01 1992-03-01,2.6,3.02,30,1963-03-01 1992-03-01,,,,
1993-04-01,3.7,1.45,30,1963-04-01 1992-04-01,88.46,2.28,30,1963-04-01 1992-04-01,11.52,1.86,30,1963-04-01 1992-04-01,30.1,2.43,30,1963-04-01 1992-04-01,-3.11,1.51,30,1963-04-01 1992-04-01,49.43,4.47,30,1963-04-01 1992-04-01,0.7,1.49,30,1963-04-01 1992-04-01,4.56,1.43,30,1963-04-01 1992-04-01,67.88,25.39,30,1963-04-01 1992-04-01,61.11,26.39,30,1963-04-01 1992-04-01,6.17,7.25,30,1963-04-01 1992-04-01,0.2,0.5,30,1963-04-01 1992-04-01,,,,
1993-05-01,9.37,1.59,30,1963-05-01 1992-05-01,88.48,2.67,30,1963-05-01 1992-05-01,18.45,2.21,30,1963-05-01 1992-05-01,26.36,2.31,30,1963-05-01 1992-05-01,2.49,1.71,30,1963-05-01 1992-05-01,46.83,4.79,30,1963-05-01 1992-05-01,6.17,1.73,30,1963-05-01 1992-05-01,3.08,0.96,30,1963-05-01 1992-05-01,68.58,27.11,30,1963-05-01 1992-05-01,68.37,27.05,30,1963-05-01 1992-05-01,0.12,0.43,30,1963-05-01 1992-05-01,0,0,30,1963-05-01 1992-05-01,,,,
1993-06-01,14.47,1.35,30,1963-06-01 1992-06-01,89.9,3.93,30,1963-06-01 1992-06-01,23.63,1.49,30,1963-06-01 1992-06-01,24.78,2.06,30,1963-06-01 1992-06-01,8,1.7,30,1963-06-01 1992-06-01,48.5,5.85,30,1963-06-01 1992-06-01,11.11,1.33,30,1963-06-01 1992-06-01,2.42,1.07,30,1963-06-01 1992-06-01,66,31.83,30,1963-06-01 1992-06-01,66,31.83,30,1963-06-01 1992-06-01,0,0,30,1963-06-01 1992-06-01,0,0,30,1963-06-01 1992-06-01,,,,
1993-07-01,17.05,0.81,30,1963-07-01 1992-07-01,90.44,2.82,30,1963-07-01 1992-07-01,26.67,1.46,30,1963-07-01 1992-07-01,23.31,1.61,30,1963-07-01 1992-07-01,11.17,1.04,30,1963-07-01 1992-07-01,47.46,5.06,30,1963-07-01 1992-07-01,14.22,1.26,30,1963-07-01 1992-07-01,2.12,0.86,30,1963-07-01 1992-07-01,78.43,35.69,30,1963-07-01 1992-07-01,78.43,35.69,30,1963-07-01 1992-07-01,0,0,30,1963-07-01 1992-07-01,0,0,30,1963-07-01 1992-07-01,,,,
1993-08-01,16.91,0.9,30,1963-08-01 1992-08-01,93.35,1.76,30,1963-08-01 1992-08-01,25.38,1.35,30,1963-08-01 1992-08-01,22.29,2.12,30,1963-08-01 1992-08-01,11.22,1.22,30,1963-08-01 1992-08-01,50.91,3.36,30,1963-08-01 1992-08-01,13.37,1.33,30,1963-08-01 1992-08-01,2.03,0.61,30,1963-08-01 1992-08-01,87.94,41.5,30,1963-08-01 1992-08-01,87.94,41.5,30,1963-08-01 1992-08-01,0,0,30,1963-08-01 1992-08-01,0,0,30,1963-08-01 1992-08-01,,,,
1993-09-01,13.7,1.18,30,1963-09-01 1992-09-01,94.17,1.68,30,1963-09-01 1992-09-01,20.81,1.11,30,1963-09-01 1992-09-01,23.68,2.18,30,1963-09-01 1992-09-01,7.49,1.4,30,1963-09-01 1992-09-01,54.62,5.44,30,1963-09-01 1992-09-01,9.22,1.2,30,1963-09-01 1992-09-01,2.25,0.77,30,1963-09-01 1992-09-01,73.44,41.12,30,1963-09-01 1992-09-01,73.44,41.12,30,1963-09-01 1992-09-01,0,0,30,1963-09-01 1992-09-01,0,0,30,1963-09-01 1992-09-01,,,,
