Date,ObservedsfcWindmax,ModelsfcWindmax
1990-09-09,15,24.1352568
1990-09-10,22,18.933903
1990-09-11,24,21.371772600000003
1990-09-12,19,21.866904
1990-09-13,19,28.12767264
1990-09-14,33,32.4861408
1990-09-15,33,28.510669799999995
1990-09-16,33,24.19796268
1990-09-17,30,27.01429776
1990-09-18,15,32.577199199999995
1990-09-19,11,22.613122800000006
1990-09-20,19,22.331286
1990-09-21,24,24.08926176
1990-09-22,28,22.7354526
1990-09-23,33,19.4842548
1990-09-24,31,15.074312400000002
1990-09-25,30,16.3317348
1990-09-26,22,20.65303692
1990-09-27,19,21.68540856
1990-09-28,28,29.7467928
1990-09-29,24,28.08745092
1990-09-30,28,17.810334000000005
1990-10-01,30,30.2320332
1990-10-02,37,39.055428000000006
1990-10-03,22,17.32576572
1990-10-04,39,36.95204520000001
1990-10-05,33,33.3078624
1990-10-06,44,29.9972916
1990-10-07,26,15.743445840000005
1990-10-08,26,25.6243986
1990-10-09,26,33.371784000000005
1990-10-10,26,29.7048744
1990-10-11,20,20.5144344
1990-10-12,15,24.2668152
1990-10-13,17,18.600418800000007
1990-10-14,22,30.9193074
1990-10-15,31,28.99128600000001
1990-10-16,22,41.9172696
1990-10-17,33,39.4063056
1990-10-18,46,47.6065476
1990-10-19,48,46.3845204
1990-10-20,22,35.6575968
1990-10-21,26,41.525424
1990-10-22,20,45.77636879999999
1990-10-23,22,39.7776672
1990-10-24,19,37.0981512
1990-10-25,31,43.2913356
1990-10-26,28,32.2273476
1990-10-27,26,18.937672920000004
1990-10-28,37,18.35282412
1990-10-29,19,15.3634464
1990-10-30,22,9.07449588
1990-10-31,19,16.545442679999994
1990-11-01,13,17.95299228
1990-11-02,37,17.2068696
1990-11-03,24,13.50293976
1990-11-04,30,37.98749520000001
1990-11-05,41,26.04852720000001
1990-11-06,57,15.138739440000002
1990-11-07,26,34.578874799999994
1990-11-08,30,29.172085200000005
1990-11-09,22,20.830509
1990-11-10,35,37.9545552
1990-11-11,59,46.19802960000001
1990-11-12,41,50.5628856
1990-11-13,30,33.316563599999995
1990-11-14,24,36.9038016
1990-11-15,31,29.233195200000004
1990-11-16,44,26.37786132
1990-11-17,39,28.841720400000003
1990-11-18,11,24.5905992
1990-11-19,9,20.5949502
1990-11-20,15,16.02960048
1990-11-21,20,16.3985904
1990-11-22,15,29.7273852
1990-11-23,28,29.396973600000003
1990-11-24,22,17.688387600000006
1990-11-25,41,42.8524524
1990-11-26,22,44.6337036
1990-11-27,33,39.6237636
1990-11-28,44,27.65194776
1990-11-29,33,21.3895602
1990-11-30,33,10.84744296
1990-12-01,30,24.6417408
1990-12-02,26,24.600945600000006
1990-12-03,50,16.1072676
1990-12-04,44,26.20598184
1990-12-05,39,31.947364799999992
1990-12-06,31,28.72543896
1990-12-07,20,26.119457999999998
1990-12-08,20,20.774772
1990-12-09,37,36.684540000000005
1990-12-10,37,21.6367956
1990-12-11,15,20.57940612
1990-12-12,26,21.60403056
1990-12-13,44,41.72494680000001
1990-12-14,13,32.0821812
1990-12-15,24,30.153398400000004
1990-12-16,20,16.06407336
1990-12-17,22,25.99495344
1990-12-18,19,40.6211976
1990-12-19,19,44.9443224
1990-12-20,35,41.720230799999996
1990-12-21,15,32.65510680000001
1990-12-22,19,40.23986040000001
1990-12-23,26,41.2094916
1990-12-24,37,18.44104104
1990-12-25,37,24.348902399999997
1990-12-26,41,13.24748088
1990-12-27,24,28.51227828
1990-12-28,28,34.056727200000005
1990-12-29,20,29.8984212
1990-12-30,31,25.019898120000004
1990-12-31,26,32.7335652
1991-01-01,24,33.0248016
1991-01-02,24,28.70557092
1991-01-03,31,41.2602696
1991-01-04,35,43.4557368
1991-01-05,19,23.838516
1991-01-06,22,27.145058399999996
1991-01-07,30,29.739942
1991-01-08,31,42.8074956
1991-01-09,26,42.134428799999995
1991-01-10,24,34.5985992
1991-01-11,39,25.43143319999999
1991-01-12,26,32.519498399999996
1991-01-13,28,29.361686400000004
1991-01-14,30,18.368203320000006
1991-01-15,11,23.1530652
1991-01-16,20,33.5001168
1991-01-17,37,39.871861200000005
1991-01-18,56,53.43422760000001
1991-01-19,35,35.81364779999999
1991-01-20,35,29.176012800000002
1991-01-21,35,42.165521999999996
1991-01-22,33,32.6337768
1991-01-23,41,18.99548136
1991-01-24,37,31.183956
1991-01-25,30,32.469310799999995
1991-01-26,30,46.75992479999999
1991-01-27,44,37.8546336
1991-01-28,41,24.059869199999998
1991-01-29,22,26.69745708
1991-01-30,22,22.067832240000005
1991-01-31,39,25.7978898
1991-02-01,26,23.75953092
1991-02-02,26,29.842149600000006
1991-02-03,35,34.404066
1991-02-04,28,33.0973308
1991-02-05,19,23.05146384000001
1991-02-06,19,31.50576
1991-02-07,26,33.75750600000001
1991-02-08,33,34.69160160000001
1991-02-09,22,15.1843608
1991-02-10,28,40.6326528
1991-02-11,37,25.0415244
1991-02-12,31,39.8233728
1991-02-13,30,20.7765162
1991-02-14,22,10.122282
1991-02-15,44,15.716123999999999
1991-02-16,37,34.096662
1991-02-17,30,33.7563576
1991-02-18,33,22.20573816
1991-02-19,28,38.359918799999996
1991-02-20,33,32.1920712
1991-02-21,22,41.9930712
1991-02-22,48,52.38720360000001
1991-02-23,26,41.58612
1991-02-24,15,41.6954196
1991-02-25,13,44.3139552
1991-02-26,26,35.58643920000001
1991-02-27,35,23.670244799999995
1991-02-28,15,27.5414796
1991-03-01,24,34.267618799999994
1991-03-02,39,36.7347672
1991-03-03,28,45.63369
1991-03-04,26,35.235215999999994
1991-03-05,19,45.0933444
1991-03-06,39,52.3892628
1991-03-07,48,30.925602
1991-03-08,17,13.33542636
1991-03-09,20,32.1063336
1991-03-10,30,40.236778799999996
1991-03-11,30,42.6786012
1991-03-12,20,30.652405199999997
1991-03-13,22,35.6609124
1991-03-14,22,36.43089120000001
1991-03-15,20,42.277338
1991-03-16,22,23.390118
1991-03-17,17,21.36802896
1991-03-18,19,17.61246576
1991-03-19,35,39.7808244
1991-03-20,20,33.4138716
1991-03-21,31,19.3639068
1991-03-22,33,31.791099600000006
1991-03-23,43,29.452550400000003
1991-03-24,31,23.72033736
1991-03-25,28,20.598789600000003
1991-03-26,24,43.9758036
1991-03-27,56,30.40443
1991-03-28,59,29.205558
1991-03-29,26,22.7507472
1991-03-30,22,24.450991199999997
1991-03-31,24,20.219265720000006
1991-04-01,28,22.9349016
1991-04-02,22,35.96172120000001
1991-04-03,15,38.415758399999994
1991-04-04,11,29.9573712
1991-04-05,22,15.109999199999999
1991-04-06,30,16.587971999999993
1991-04-07,30,27.389781359999994
1991-04-08,22,18.84388896
1991-04-09,22,16.3030212
1991-04-10,48,29.655781199999996
1991-04-11,30,40.1968008
1991-04-12,19,29.545218
1991-04-13,26,26.975406240000005
1991-04-14,31,55.07112239999999
1991-04-15,52,34.095610799999996
1991-04-16,37,31.951785600000004
1991-04-17,22,26.09304588
1991-04-18,19,20.84882868
1991-04-19,35,18.4321368
1991-04-20,31,22.12548984
1991-04-21,30,25.7099112
1991-04-22,26,26.37555948
1991-04-23,24,29.36623680000001
1991-04-24,28,43.159456799999994
1991-04-25,15,25.57251216
1991-04-26,17,30.363422399999997
1991-04-27,15,25.14869028
1991-04-28,30,18.083229840000005
1991-04-29,22,20.932607880000006
1991-04-30,48,47.1587076
1991-05-01,28,50.330343600000006
1991-05-02,31,28.05104664000001
1991-05-03,30,18.76338
1991-05-04,15,19.7838576
1991-05-05,41,27.725986800000005
1991-05-06,33,42.6341196
1991-05-07,33,39.43802879999999
1991-05-08,19,27.7070292
1991-05-09,11,18.6702192
1991-05-10,17,17.7901848
1991-05-11,20,27.2869776
1991-05-12,20,23.936268600000002
1991-05-13,33,20.572934399999998
1991-05-14,26,31.4031528
1991-05-15,15,28.57380336
1991-05-16,20,25.945702200000003
1991-05-17,33,24.671423879999995
1991-05-18,19,30.9890808
1991-05-19,15,20.404762920000007
1991-05-20,15,26.5329288
1991-05-21,19,37.389888
1991-05-22,13,32.49938880000001
1991-05-23,19,30.8356956
1991-05-24,30,32.41072800000001
1991-05-25,19,22.075452
1991-05-26,30,18.781182
1991-05-27,22,19.419778800000003
1991-05-28,28,33.7986756
1991-05-29,33,42.8444208
1991-05-30,24,21.8624508
1991-05-31,30,20.318904
1991-06-01,17,15.33647988
1991-06-02,19,24.99457788
1991-06-03,30,17.096990400000006
1991-06-04,30,14.64718896
1991-06-05,22,10.6491132
1991-06-06,19,16.4767392
1991-06-07,26,11.95838712
1991-06-08,22,16.25368212
1991-06-09,17,8.961817320000002
1991-06-10,37,15.9346872
1991-06-11,20,14.553932399999995
1991-06-12,41,13.23165384
1991-06-13,19,30.1375404
1991-06-14,22,33.2127504
1991-06-15,30,23.33889216
1991-06-16,31,28.455053399999997
1991-06-17,19,34.8743268
1991-06-18,20,31.455856800000007
1991-06-19,20,16.412182199999993
1991-06-20,24,15.872923440000005
1991-06-21,22,16.415623800000002
1991-06-22,26,13.98909348
1991-06-23,22,16.376675759999998
1991-06-24,19,31.2402096
1991-06-25,17,38.4808968
1991-06-26,28,27.0099144
1991-06-27,37,26.827239600000002
1991-06-28,41,11.41058304
1991-06-29,22,15.498657000000001
1991-06-30,22,22.2486372
1991-07-01,19,28.5638544
1991-07-02,22,25.582798800000006
1991-07-03,22,15.281686800000001
1991-07-04,28,18.46575
1991-07-05,19,26.3956104
1991-07-06,22,22.167219600000006
1991-07-07,37,15.64829424
1991-07-08,35,23.7579336
1991-07-09,20,14.24851308
1991-07-10,26,11.7307206
1991-07-11,19,10.7662536
1991-07-12,19,18.79945092
1991-07-13,22,30.93154560000001
1991-07-14,33,27.68760864
1991-07-15,19,19.52740188
1991-07-16,26,23.572720800000003
1991-07-17,33,23.5459872
1991-07-18,19,11.4864084
1991-07-19,24,16.899626519999998
1991-07-20,20,19.755012600000004
1991-07-21,20,21.6730152
1991-07-22,19,18.88854336
1991-07-23,33,13.808401199999999
1991-07-24,30,21.67899012
1991-07-25,26,16.23244572
1991-07-26,26,23.59466748
1991-07-27,20,22.40013096
1991-07-28,19,12.43194192
1991-07-29,28,15.0020424
1991-07-30,26,25.1199036
1991-07-31,22,38.51883720000001
1991-08-01,33,24.4621548
1991-08-02,30,19.535241600000003
1991-08-03,11,13.11067728
1991-08-04,41,16.4089116
1991-08-05,26,21.277774800000003
1991-08-06,15,25.0944156
1991-08-07,17,37.3397508
1991-08-08,17,26.5713516
1991-08-09,19,15.09852096
1991-08-10,39,22.5407628
1991-08-11,35,29.417108399999996
1991-08-12,19,23.13647388
1991-08-13,15,23.3801532
1991-08-14,20,27.073008
1991-08-15,46,19.50468228
1991-08-16,20,18.26851788
1991-08-17,37,19.027998000000004
1991-08-18,17,19.278274680000006
1991-08-19,26,29.3386032
1991-08-20,19,18.679215600000006
1991-08-21,19,24.98848416
1991-08-22,35,34.604920799999995
1991-08-23,15,32.284162800000004
1991-08-24,17,53.7501348
1991-08-25,17,39.328848
1991-08-26,26,18.4935042
1991-08-27,26,18.2027124
1991-08-28,26,20.0446056
1991-08-29,19,25.884777600000003
1991-08-30,26,23.89406220000001
1991-08-31,37,27.88460892
1991-09-01,20,25.0976628
1991-09-02,15,23.34874176
1991-09-03,30,32.63005080000001
1991-09-04,30,21.212706240000006
1991-09-05,20,28.9422324
1991-09-06,19,31.8035196
1991-09-07,20,34.459016399999996
1991-09-08,11,30.7908972
1991-09-09,19,17.098269480000006
1991-09-10,39,18.51424092
1991-09-11,24,26.16359184
1991-09-12,19,24.9027948
1991-09-13,15,31.4994456
1991-09-14,17,23.19217812
1991-09-15,31,14.89969944
1991-09-16,37,19.59698628
1991-09-17,26,14.98277664
1991-09-18,33,17.9839044
1991-09-19,33,17.821519199999997
1991-09-20,28,14.6133108
1991-09-21,15,22.4965908
1991-09-22,26,31.9755924
1991-09-23,41,32.0668668
1991-09-24,24,20.471569199999998
1991-09-25,24,34.950412799999995
1991-09-26,39,23.621702399999997
1991-09-27,37,21.864004920000006
1991-09-28,24,26.99874504000001
1991-09-29,30,30.8056968
1991-09-30,26,22.657338
1991-10-01,11,19.017345600000002
1991-10-02,41,16.75423296
1991-10-03,26,26.29680984
1991-10-04,30,25.10589024
1991-10-05,41,18.2703582
1991-10-06,35,17.847223200000006
1991-10-07,33,22.5547326
1991-10-08,30,16.56883692
1991-10-09,30,11.45440152
1991-10-10,31,27.99769068
1991-10-11,19,42.709093200000005
1991-10-12,15,39.84711840000001
1991-10-13,26,31.271630400000006
1991-10-14,33,34.5685032
1991-10-15,24,37.300338
1991-10-16,19,23.38626708
1991-10-17,19,17.289617040000003
1991-10-18,20,17.406601199999997
1991-10-19,30,23.328122399999998
1991-10-20,20,36.5900148
1991-10-21,28,29.6388936
1991-10-22,15,30.453548400000006
1991-10-23,22,34.6064292
1991-10-24,28,26.762508
1991-10-25,30,29.701740600000004
1991-10-26,11,29.109096
1991-10-27,41,28.12448664000001
1991-10-28,28,17.31169296
1991-10-29,33,24.884053199999997
1991-10-30,19,37.1160468
1991-10-31,17,30.2106204
1991-11-01,35,25.5677544
1991-11-02,41,23.2648272
1991-11-03,35,23.7258216
1991-11-04,30,20.32276896
1991-11-05,19,20.3035608
1991-11-06,31,15.4953198
1991-11-07,15,19.1406816
1991-11-08,19,12.5049996
1991-11-09,19,43.0938
1991-11-10,17,30.8503836
1991-11-11,33,38.4143688
1991-11-12,19,42.6449124
1991-11-13,30,34.2835776
1991-11-14,17,26.11350972000001
1991-11-15,30,13.099434120000002
1991-11-16,30,25.7158728
1991-11-17,17,26.394237720000003
1991-11-18,17,35.2618488
1991-11-19,19,34.0004484
1991-11-20,37,20.280615840000007
1991-11-21,13,25.39597536
1991-11-22,15,40.894956
1991-11-23,26,34.331562000000005
1991-11-24,48,18.8433468
1991-11-25,50,30.642156000000004
1991-11-26,24,17.480226599999998
1991-11-27,39,30.504967200000003
1991-11-28,35,27.32921748
1991-11-29,22,27.677530800000003
1991-11-30,61,27.997502399999995
1991-12-01,26,24.824664000000002
1991-12-02,39,43.7735088
1991-12-03,41,25.71775308
1991-12-04,26,32.4645552
1991-12-05,28,32.9063796
1991-12-06,22,40.5950148
1991-12-07,44,39.619900799999996
1991-12-08,28,37.05034680000001
1991-12-09,41,28.126333799999998
1991-12-10,30,14.6252772
1991-12-11,26,22.23914148
1991-12-12,37,16.027434
1991-12-13,35,5.03698428
1991-12-14,48,16.91004132
1991-12-15,44,65.04080400000001
1991-12-16,17,35.0362404
1991-12-17,33,27.59854896
1991-12-18,33,11.09209896
1991-12-19,20,16.711794
1991-12-20,28,18.35831412
1991-12-21,37,51.4302768
1991-12-22,33,50.4227016
1991-12-23,33,13.625973000000002
1991-12-24,19,34.813497600000005
1991-12-25,26,53.462991599999995
1991-12-26,22,33.8253948
1991-12-27,19,23.5092762
1991-12-28,11,19.818198
1991-12-29,30,11.30786784
1991-12-30,26,39.27498660000001
1991-12-31,13,31.8449196
1992-01-01,7,23.4896706
1992-01-02,15,35.0070516
1992-01-03,20,24.355503359999997
1992-01-04,20,45.728297999999995
1992-01-05,30,42.639444
1992-01-06,30,15.19078212
1992-01-07,33,9.821418479999998
1992-01-08,19,10.1298384
1992-01-09,28,13.09366908
1992-01-10,30,6.79340988
1992-01-11,19,21.5723124
1992-01-12,26,40.439178000000005
1992-01-13,20,30.0737448
1992-01-14,59,22.96639188
1992-01-15,24,21.85309908
1992-01-16,26,3.5603499599999995
1992-01-17,37,14.6345868
1992-01-18,35,23.3165988
1992-01-19,33,17.193040559999996
1992-01-20,30,16.36794
1992-01-21,26,32.4946836
1992-01-22,30,30.405186000000004
1992-01-23,26,28.01506464000001
1992-01-24,44,19.89040896
1992-01-25,19,46.42948260000001
1992-01-26,17,38.392344
1992-01-27,19,19.78719732
1992-01-28,15,16.432887600000008
1992-01-29,26,29.905855200000005
1992-01-30,28,19.1940732
1992-01-31,33,33.295276799999996
1992-02-01,31,35.802486
1992-02-02,19,41.234652000000004
1992-02-03,13,30.900027600000005
1992-02-04,48,46.146096
1992-02-05,20,23.949072
1992-02-06,26,15.912858600000002
1992-02-07,22,22.14180972
1992-02-08,30,27.3537792
1992-02-09,30,32.167151999999994
1992-02-10,26,15.139431359999998
1992-02-11,43,13.02167088
1992-02-12,20,31.594975199999997
1992-02-13,11,27.9981936
1992-02-14,7,13.59260532
1992-02-15,35,32.450430600000004
1992-02-16,26,35.61227279999999
1992-02-17,13,35.051652000000004
1992-02-18,24,14.577022800000005
1992-02-19,20,26.688922200000004
1992-02-20,31,25.64190108
1992-02-21,31,30.247390799999998
1992-02-22,13,26.734626
1992-02-23,19,18.670802399999996
1992-02-24,22,25.3610424
1992-02-25,24,23.39908344
1992-02-26,20,26.573947200000006
1992-02-27,39,22.306129199999997
1992-02-28,44,20.077873200000006
1992-03-01,30,33.4103292
1992-03-02,31,27.631135440000005
1992-03-03,9,20.17479672
1992-03-04,13,15.983794800000002
1992-03-05,13,13.0339872
1992-03-06,35,10.9359324
1992-03-07,13,13.082839199999999
1992-03-08,9,40.1064264
1992-03-09,24,51.1198524
1992-03-10,37,32.549562
1992-03-11,48,26.875821599999995
1992-03-12,39,28.260453599999995
1992-03-13,37,21.3433308
1992-03-14,37,29.9046888
1992-03-15,33,41.24910600000001
1992-03-16,33,49.885038
1992-03-17,48,41.0900364
1992-03-18,19,44.035599600000005
1992-03-19,22,44.505550799999995
1992-03-20,28,39.150612
1992-03-21,17,26.420184000000003
1992-03-22,22,27.829992959999995
1992-03-23,17,40.467970799999996
1992-03-24,22,37.20189240000001
1992-03-25,31,17.0109468
1992-03-26,15,49.5996552
1992-03-27,56,49.1623452
1992-03-28,48,51.6450132
1992-03-29,24,30.207488400000006
1992-03-30,15,32.7004236
1992-03-31,19,26.6215392
1992-04-01,26,26.05092012
1992-04-02,33,33.510653999999995
1992-04-03,26,68.1450696
1992-04-04,30,23.0912352
1992-04-05,43,27.21378348
1992-04-06,22,26.69446332
1992-04-07,33,18.083329199999998
1992-04-08,24,23.4652068
1992-04-09,20,26.904418920000005
1992-04-10,37,23.80365504000001
1992-04-11,31,19.83470652
1992-04-12,46,22.483149840000006
1992-04-13,19,43.7019624
1992-04-14,24,35.35945200000001
1992-04-15,24,30.755394000000006
1992-04-16,31,19.442899800000003
1992-04-17,15,16.847006399999998
1992-04-18,20,14.984539200000002
1992-04-19,19,13.87353672
1992-04-20,15,15.275768400000004
1992-04-21,13,18.885263040000005
1992-04-22,35,17.042563800000007
1992-04-23,31,12.69509364
1992-04-24,22,22.2552504
1992-04-25,19,15.59670624
1992-04-26,15,21.76144416
1992-04-27,26,28.6770708
1992-04-28,24,26.70061896
1992-04-29,33,44.4919572
1992-04-30,24,34.275925799999996
1992-05-01,26,21.382236
1992-05-02,31,32.942934
1992-05-03,37,28.5528438
1992-05-04,20,50.18103
1992-05-05,26,35.19059760000001
1992-05-06,17,31.486968
1992-05-07,17,63.29799720000001
1992-05-08,28,30.7672344
1992-05-09,20,28.5145974
1992-05-10,17,19.20144096
1992-05-11,19,16.977911040000002
1992-05-12,20,23.343296399999996
1992-05-13,39,21.8434158
1992-05-14,20,14.801904000000002
1992-05-15,17,16.373224800000003
1992-05-16,19,17.07660252
1992-05-17,41,17.254725120000003
1992-05-18,30,18.375768
1992-05-19,19,22.878430920000003
1992-05-20,17,40.231278
1992-05-21,13,33.410847600000004
1992-05-22,17,52.2713736
1992-05-23,37,34.1425476
1992-05-24,28,32.12206199999999
1992-05-25,20,25.3280124
1992-05-26,15,42.8970456
1992-05-27,41,31.8838572
1992-05-28,13,25.047179999999997
1992-05-29,19,26.001413999999997
1992-05-30,22,33.6743964
1992-05-31,26,36.00088560000001
1992-06-01,28,30.8069028
1992-06-02,17,13.63751532
1992-06-03,26,18.269877600000004
1992-06-04,28,18.826635600000003
1992-06-05,28,19.257728399999998
1992-06-06,19,18.8712072
1992-06-07,13,26.867583719999995
1992-06-08,28,34.811694
1992-06-09,22,29.098324800000004
1992-06-10,20,23.53127976
1992-06-11,19,45.991843200000005
1992-06-12,22,17.49372948
1992-06-13,30,18.284032800000006
1992-06-14,30,18.413107199999995
1992-06-15,19,14.75911908
1992-06-16,19,14.29938072
1992-06-17,26,19.4247
1992-06-18,35,20.55723264
1992-06-19,30,19.01101176
1992-06-20,26,26.7682158
1992-06-21,30,24.709208399999998
1992-06-22,24,15.03981612
1992-06-23,19,24.15468024
1992-06-24,17,30.968766
1992-06-25,24,24.502800600000004
1992-06-26,19,24.690654000000002
1992-06-27,24,21.10507092
1992-06-28,22,19.319774399999996
1992-06-29,26,17.450208000000003
1992-06-30,19,21.4868772
1992-07-01,20,31.45176
1992-07-02,24,19.097699040000006
1992-07-03,26,29.747246400000005
1992-07-04,39,18.8021718
1992-07-05,31,24.65567028
1992-07-06,20,33.5421396
1992-07-07,13,27.794556000000004
1992-07-08,22,14.516629200000002
1992-07-09,35,17.125455600000002
1992-07-10,15,23.52596508
1992-07-11,17,46.555588799999995
1992-07-12,19,24.6858876
1992-07-13,30,19.038072240000005
1992-07-14,15,15.422500800000002
1992-07-15,22,18.914560199999997
1992-07-16,19,17.359467840000004
1992-07-17,24,18.4653036
1992-07-18,20,16.32222108
1992-07-19,20,23.379534000000003
1992-07-20,30,23.002845840000006
1992-07-21,19,22.013092800000006
1992-07-22,15,36.535374
1992-07-23,19,24.046556400000004
1992-07-24,20,36.661842
1992-07-25,13,15.7058424
1992-07-26,15,25.3468134
1992-07-27,33,19.38671136
1992-07-28,20,17.773788240000005
1992-07-29,26,23.095143000000004
1992-07-30,15,16.510768920000004
1992-07-31,31,18.6327288
1992-08-01,26,27.762856199999998
1992-08-02,33,13.808336399999998
1992-08-03,15,23.302601999999997
1992-08-04,15,36.599176799999995
1992-08-05,20,24.623298
1992-08-06,17,14.615697599999999
1992-08-07,20,35.4339792
1992-08-08,28,30.074086800000003
1992-08-09,22,24.54059520000001
1992-08-10,59,18.7336044
1992-08-11,20,16.6006764
1992-08-12,15,23.919534
1992-08-13,19,30.6996912
1992-08-14,15,27.0542196
1992-08-15,22,22.7125584
1992-08-16,13,22.838560920000006
1992-08-17,11,36.0605448
1992-08-18,28,24.82237944
1992-08-19,28,18.4776588
1992-08-20,13,13.06193652
1992-08-21,15,21.78495144
1992-08-22,15,19.788498
1992-08-23,15,15.659882999999999
1992-08-24,19,13.91271336
1992-08-25,15,18.704566800000002
1992-08-26,22,30.301246800000005
1992-08-27,20,30.602577600000004
1992-08-28,20,49.383763200000004
1992-08-29,44,55.59543000000001
1992-08-30,31,23.314584600000003
1992-08-31,35,22.652769600000006
1992-09-01,19,22.46829228
1992-09-02,19,48.071811600000004
1992-09-03,22,27.594253800000004
1992-09-04,17,21.1819428
1992-09-05,19,19.936805399999997
1992-09-06,24,22.9829652
1992-09-07,11,23.93035812
1992-09-08,33,26.733405600000005
1992-09-09,22,20.059000920000006
1992-09-10,37,45.30267
1992-09-11,24,25.858717199999997
1992-09-12,13,29.1617388
1992-09-13,13,43.93816560000001
1992-09-14,19,24.14235816
1992-09-15,19,14.7663
1992-09-16,24,17.311734
1992-09-17,41,20.59351668
1992-09-18,33,35.9369424
1992-09-19,19,27.550719
1992-09-20,13,23.20021188
1992-09-21,22,19.8744048
1992-09-22,43,36.452286
1992-09-23,28,33.868278000000004
1992-09-24,22,30.816215999999997
1992-09-25,26,22.708782
1992-09-26,19,26.380034640000005
1992-09-27,48,18.05022468
1992-09-28,35,33.415271999999995
1992-09-29,39,22.3359264
1992-09-30,20,20.51407692
1992-10-01,19,26.0720568
1992-10-02,30,17.7422184
1992-10-03,22,30.280161600000003
1992-10-04,19,22.9553424
1992-10-05,15,20.206692
1992-10-06,13,37.37101320000001
1992-10-07,13,25.1647848
1992-10-08,17,18.83114496
1992-10-09,35,18.794973600000006
1992-10-10,26,21.022388640000006
1992-10-11,19,31.349318400000005
1992-10-12,35,38.5952112
1992-10-13,41,17.793716399999997
1992-10-14,19,18.35516412
1992-10-15,26,40.460428799999995
1992-10-16,57,33.1845804
1992-10-17,39,18.47767536
1992-10-18,24,38.0805408
1992-10-19,26,34.6855464
1992-10-20,22,23.969838600000003
1992-10-21,22,30.8341728
1992-10-22,11,27.178905600000004
1992-10-23,28,21.3382728
1992-10-24,37,25.54240428
1992-10-25,30,34.5288672
1992-10-26,37,46.50863760000001
1992-10-27,22,46.0559412
1992-10-28,15,46.0388628
1992-10-29,26,24.78890016
1992-10-30,19,20.91919428
1992-10-31,19,16.915435199999997
1992-11-01,37,22.297242240000006
1992-11-02,44,33.2688744
1992-11-03,31,25.223646240000004
1992-11-04,26,35.6604768
1992-11-05,22,29.355688800000006
1992-11-06,31,11.42838864
1992-11-07,17,31.513283999999995
1992-11-08,11,46.6460424
1992-11-09,24,37.0912968
1992-11-10,24,38.2024548
1992-11-11,28,26.14786920000001
1992-11-12,72,49.33869120000001
1992-11-13,48,37.854151200000004
1992-11-14,30,30.962304000000003
1992-11-15,15,30.910302
1992-11-16,28,45.93209760000001
1992-11-17,11,45.38451600000001
1992-11-18,20,45.352792799999996
1992-11-19,15,35.14529520000001
1992-11-20,26,31.602304799999995
1992-11-21,33,45.612468
1992-11-22,20,28.786176000000005
1992-11-23,15,17.580661199999998
1992-11-24,19,16.67004336
1992-11-25,19,27.731705040000005
1992-11-26,26,36.6417972
1992-11-27,26,42.6873672
1992-11-28,13,49.15969200000001
1992-11-29,20,29.8550124
1992-11-30,26,29.1527208
1992-12-01,20,21.33471456
1992-12-02,19,15.00942024
1992-12-03,35,28.165608
1992-12-04,19,19.38204
1992-12-05,28,15.462678240000004
1992-12-06,31,25.9738884
1992-12-07,26,26.00157456
1992-12-08,15,14.894244
1992-12-09,30,20.8844496
1992-12-10,28,20.77495776
1992-12-11,31,12.70057716
1992-12-12,20,15.230762279999995
1992-12-13,15,22.4848062
1992-12-14,11,12.514277520000002
1992-12-15,11,21.8560518
1992-12-16,30,21.191283
1992-12-17,19,29.3394564
1992-12-18,22,9.89325216
1992-12-19,26,10.01396088
1992-12-20,37,35.41300920000001
1992-12-21,15,43.5350898
1992-12-22,22,44.224570799999995
1992-12-23,48,23.87232468
1992-12-24,41,33.7893588
1992-12-25,46,26.99630064
1992-12-26,30,25.72789464000001
1992-12-27,22,31.69349279999999
1992-12-28,9,24.5613924
1992-12-29,15,22.005333720000007
1992-12-30,13,16.21203696
1992-12-31,35,17.25412788
1993-01-01,35,13.3047072
1993-01-02,26,32.14059479999999
1993-01-03,20,22.626673200000006
1993-01-04,37,20.842664399999997
1993-01-05,44,15.6719052
1993-01-06,22,20.1592152
1993-01-07,22,33.691861800000005
1993-01-08,22,35.718771600000004
1993-01-09,22,33.130008000000004
1993-01-10,26,33.2859636
1993-01-11,19,21.282927840000006
1993-01-12,22,16.4511864
1993-01-13,22,28.173668400000004
1993-01-14,24,36.7128036
1993-01-15,19,37.897074
1993-01-16,26,16.848335879999997
1993-01-17,43,11.0950686
1993-01-18,20,26.263528199999996
1993-01-19,26,28.3775832
1993-01-20,19,11.6552034
1993-01-21,24,14.267592
1993-01-22,19,30.530235600000005
1993-01-23,20,42.580036799999995
1993-01-24,44,19.84766868
1993-01-25,31,23.52104856
1993-01-26,26,16.6394592
1993-01-27,30,28.8539784
1993-01-28,48,16.2588042
1993-01-29,41,27.586753199999997
1993-01-30,35,28.061595
1993-01-31,46,15.714514800000002
1993-02-01,43,17.30867688
1993-02-02,28,11.672456400000002
1993-02-03,33,23.29377948
1993-02-04,39,17.547891840000002
1993-02-05,37,14.14721412
1993-02-06,31,16.63241688
1993-02-07,19,15.3899532
1993-02-08,31,19.7185248
1993-02-09,19,14.09445288
1993-02-10,31,12.61762632
1993-02-11,31,30.144365999999998
1993-02-12,33,39.20042880000001
1993-02-13,33,46.6723728
1993-02-14,20,38.20975560000001
1993-02-15,30,22.60343988
