YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_NKT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT
2000,6,28,5.62,8.22,0.48,0.58,354.3,2.72,-999
2000,6,29,2.43,8.12,0.21,0.25,378.8,1.27,-999
2000,6,30,7.54,7.71,0.66,0.77,341.7,3.63,-999
2000,7,1,7.69,7.89,0.66,0.79,352.5,3.69,-999
2000,7,2,6.29,7.84,0.55,0.65,386.5,3.1,-999
2000,7,3,1.88,8.12,0.16,0.2,384.6,1.02,-999
2000,7,4,7.03,8.02,0.61,0.73,370.7,3.45,-999
2000,7,5,8.27,8.29,0.72,0.85,345.6,3.97,-999
2000,7,6,5.94,7.88,0.52,0.62,371.9,2.93,-999
2000,7,7,7.9,7.98,0.69,0.82,348.1,3.79,-999
2000,7,8,7.54,7.75,0.66,0.78,363.1,3.64,-999
2000,7,9,1.55,8.01,0.13,0.16,394.7,0.84,-999
2000,7,10,6.12,7.94,0.54,0.64,359.9,3,-999
2000,7,11,7.95,8.05,0.7,0.83,341.2,3.81,-999
2000,7,12,7.63,8.06,0.67,0.8,358.9,3.67,-999
2000,7,13,6.67,7.56,0.59,0.7,372.8,3.26,-999
2000,7,14,3.63,7.81,0.32,0.38,391,1.86,-999
2000,7,15,4.29,7.21,0.38,0.45,394.4,2.19,-999
2000,7,16,4.06,7.83,0.36,0.43,390.9,2.09,-999
2000,7,17,6.03,7.3,0.54,0.64,382.7,3.01,-999
2000,7,18,5.8,7.77,0.52,0.62,372.3,2.89,-999
2000,7,19,6.22,7.75,0.56,0.66,367.5,3.06,-999
2000,7,20,7.37,7.48,0.66,0.79,366.9,3.56,-999
2000,7,21,5.91,7.61,0.53,0.64,381.9,2.92,-999
2000,7,22,5.29,7.65,0.48,0.57,363.7,2.64,-999
2000,7,23,5.63,7.52,0.52,0.61,364.3,2.79,-999
2000,7,24,6.59,7.34,0.6,0.72,364.1,3.23,-999
2000,7,25,6.82,7.16,0.62,0.75,362.5,3.33,-999
2000,7,26,6.75,6.95,0.62,0.74,369.9,3.3,-999
2000,7,27,6.48,7.05,0.59,0.72,388.2,3.19,-999
2000,7,28,3.57,7.14,0.33,0.4,400.5,1.84,-999
2000,7,29,5,7.44,0.46,0.55,405.8,2.52,-999
2000,7,30,2.02,7.41,0.19,0.23,400.5,1.09,-999
2000,7,31,3.06,7.38,0.29,0.34,415.5,1.61,-999
2000,8,1,3.14,7.28,0.3,0.36,408.4,1.62,-999
2000,8,2,4.5,7.26,0.42,0.51,402.2,2.28,-999
2000,8,3,6.01,7.38,0.57,0.69,380.4,2.94,-999
2000,8,4,6.88,7.31,0.66,0.79,360.3,3.3,-999
2000,8,5,7.25,7.32,0.7,0.84,357.6,3.49,-999
2000,8,6,1.49,7.21,0.14,0.17,405.9,0.83,-999
2000,8,7,5.52,6.56,0.53,0.65,396.8,2.74,-999
2000,8,8,5.43,6.76,0.52,0.64,393.7,2.7,-999
2000,8,9,4.53,7.02,0.44,0.54,393.1,2.3,-999
2000,8,10,5.75,6.67,0.56,0.69,376.2,2.83,-999
2000,8,11,6.34,7.06,0.62,0.76,381.4,3.09,-999
2000,8,12,6.24,6.81,0.62,0.75,367.2,3.02,-999
2000,8,13,6.28,6.68,0.62,0.76,368.6,3.07,-999
2000,8,14,5.55,6.45,0.55,0.68,386.6,2.76,-999
2000,8,15,5,6.89,0.5,0.62,389.2,2.49,-999
2000,8,16,5.19,6.65,0.52,0.64,365.1,2.53,-999
2000,8,17,5.01,6.49,0.51,0.62,365.2,2.52,-999
2000,8,18,3.13,6.77,0.32,0.39,380.3,1.62,-999
2000,8,19,5.4,6.73,0.55,0.68,349.7,2.62,-999
2000,8,20,6.51,6.71,0.67,0.83,335.4,3.09,-999
2000,8,21,6.33,6.44,0.66,0.81,354.5,3.07,-999
2000,8,22,4.97,6.47,0.52,0.64,368.2,2.44,-999
2000,8,23,3.27,6.39,0.34,0.43,382.5,1.68,-999
2000,8,24,6.41,6.49,0.68,0.84,339.8,3.03,-999
2000,8,25,6.48,6.5,0.69,0.86,346.5,3.11,-999
2000,8,26,1.96,6.25,0.21,0.26,389,1.04,-999
2000,8,27,3.2,6.38,0.34,0.43,386.4,1.64,-999
2000,8,28,6.03,6.1,0.66,0.82,360.1,2.94,-999
2000,8,29,4.97,5.84,0.55,0.68,384.1,2.48,-999
2000,8,30,3.52,6.08,0.39,0.48,402.2,1.8,-999
2000,8,31,5.99,6.12,0.66,0.84,364.8,2.89,-999
2000,9,1,5.51,5.89,0.62,0.77,381.1,2.68,-999
2000,9,2,1.3,6.11,0.15,0.19,406.8,0.73,-999
2000,9,3,2.56,5.96,0.29,0.37,390.1,1.33,-999
2000,9,4,3.92,6.06,0.45,0.57,384.8,1.95,-999
2000,9,5,5.71,6.16,0.66,0.84,355.6,2.77,-999
2000,9,6,6.06,6.17,0.7,0.9,348.2,2.87,-999
2000,9,7,5.93,5.97,0.7,0.88,352.9,2.86,-999
2000,9,8,2.38,5.82,0.28,0.36,383.7,1.24,-999
2000,9,9,4.5,5.49,0.53,0.69,378.5,2.25,-999
2000,9,10,2.79,5.74,0.34,0.43,392.9,1.45,-999
2000,9,11,5,5.41,0.6,0.78,392.5,2.45,-999
2000,9,12,1.68,5.48,0.2,0.27,386.9,0.9,-999
2000,9,13,5.54,5.69,0.68,0.88,352.3,2.67,-999
2000,9,14,0.93,5.58,0.12,0.15,370.2,0.51,-999
2000,9,15,3.91,5.48,0.48,0.63,374.4,1.95,-999
2000,9,16,4.16,5.46,0.52,0.69,364.5,2.07,-999
2000,9,17,4.79,5.37,0.61,0.8,367.1,2.34,-999
2000,9,18,5.31,5.34,0.68,0.89,358.8,2.58,-999
2000,9,19,5.04,5.17,0.66,0.86,341.9,2.43,-999
2000,9,20,4.17,4.97,0.55,0.72,364.4,2.03,-999
2000,9,21,2.18,5.13,0.29,0.38,366.2,1.13,-999
2000,9,22,4.16,5.11,0.55,0.73,343,2.03,-999
2000,9,23,1.5,5.1,0.2,0.27,374.1,0.81,-999
2000,9,24,3.46,5.06,0.47,0.62,357.8,1.73,-999
2000,9,25,3.63,4.96,0.5,0.66,331.9,1.79,-999
2000,9,26,4.75,4.93,0.66,0.88,332.8,2.29,-999
2000,9,27,3.76,4.57,0.52,0.71,344.4,1.85,-999
2000,9,28,4.41,4.75,0.62,0.84,326,2.14,-999
2000,9,29,4.56,4.73,0.65,0.88,325,2.19,-999
2000,9,30,4.22,4.52,0.61,0.83,341.2,2.05,-999
2000,10,1,4.17,4.52,0.61,0.83,347,2.04,-999
2000,10,2,2.38,4.58,0.35,0.48,353.9,1.2,-999
2000,10,3,4.61,4.61,0.69,0.94,332.5,2.21,-999
2000,10,4,2.55,4.54,0.38,0.52,355.3,1.28,-999
2000,10,5,0.76,4.5,0.12,0.16,334.6,0.42,-999
2000,10,6,1.83,4.44,0.28,0.39,351.3,0.95,-999
2000,10,7,2.5,4.37,0.39,0.54,335.8,1.25,-999
2000,10,8,2.81,4.37,0.45,0.62,331.7,1.4,-999
2000,10,9,2.62,4.27,0.41,0.59,325.3,1.3,-999
2000,10,10,3.53,4.17,0.57,0.8,318.6,1.71,-999
2000,10,11,4.17,4.21,0.68,0.95,310.6,1.98,-999
2000,10,12,4.08,4.15,0.67,0.95,319.6,1.93,-999
2000,10,13,1.91,4.05,0.32,0.45,345.2,0.97,-999
2000,10,14,2.83,3.92,0.48,0.68,342.9,1.38,-999
2000,10,15,0.83,3.99,0.14,0.2,357,0.45,-999
2000,10,16,1.36,4,0.23,0.34,343.5,0.72,-999
2000,10,17,1.08,3.93,0.19,0.27,349.4,0.57,-999
2000,10,18,3,3.67,0.53,0.77,332.6,1.45,-999
2000,10,19,3.72,3.78,0.66,0.97,286.1,1.75,-999
2000,10,20,3.74,3.74,0.68,0.98,302.1,1.76,-999
2000,10,21,3.59,3.7,0.66,0.96,315.6,1.69,-999
2000,10,22,3.57,3.61,0.66,0.98,315.3,1.68,-999
2000,10,23,2.54,3.59,0.48,0.7,328.5,1.23,-999
2000,10,24,0.89,3.59,0.17,0.25,347.2,0.48,-999
2000,10,25,2.14,3.39,0.41,0.61,325.1,1.05,-999
2000,10,26,2.23,3.28,0.44,0.65,319.5,1.09,-999
2000,10,27,2.24,3.17,0.45,0.66,344.3,1.1,-999
2000,10,28,3.22,3.42,0.64,0.97,313.7,1.52,-999
2000,10,29,3.32,3.36,0.67,1.02,306.1,1.56,-999
2000,10,30,3.17,3.23,0.65,0.98,317.3,1.52,-999
2000,10,31,2.95,3.17,0.61,0.93,316.2,1.42,-999
2000,11,1,3.01,3.34,0.63,0.97,312.2,1.38,-999
2000,11,2,2.69,3.24,0.57,0.88,321.5,1.27,-999
2000,11,3,2.66,3.15,0.57,0.88,341.9,1.26,-999
2000,11,4,1,3.1,0.22,0.34,342.4,0.53,-999
2000,11,5,2.74,3.06,0.6,0.94,312.9,1.29,-999
2000,11,6,2.63,3.02,0.59,0.92,304.5,1.25,-999
2000,11,7,1.97,2.85,0.45,0.7,326.7,0.96,-999
2000,11,8,1.26,2.96,0.29,0.45,341.4,0.64,-999
2000,11,9,0.55,2.89,0.12,0.2,341.2,0.3,-999
2000,11,10,0.32,2.84,0.08,0.12,333.1,0.18,-999
2000,11,11,2.16,2.78,0.52,0.82,293.8,1.03,-999
2000,11,12,1.49,2.65,0.36,0.58,314.3,0.74,-999
2000,11,13,0.5,2.74,0.12,0.2,319.9,0.27,-999
2000,11,14,1.47,2.67,0.36,0.59,319.5,0.73,-999
2000,11,15,1.24,2.71,0.31,0.5,314.5,0.62,-999
2000,11,16,1.01,2.68,0.26,0.41,304.7,0.51,-999
2000,11,17,1.7,2.47,0.43,0.71,303.4,0.82,-999
2000,11,18,1.46,2.74,0.38,0.62,300.4,0.69,-999
2000,11,19,1.54,2.54,0.4,0.66,284.7,0.72,-999
2000,11,20,1.47,2.68,0.39,0.64,287.2,0.68,-999
2000,11,21,2.17,2.56,0.58,0.96,256.1,0.96,-999
2000,11,22,1.64,2.61,0.45,0.73,250.4,0.73,-999
2000,11,23,1.72,2.64,0.47,0.78,252.1,0.79,-999
2000,11,24,1.8,2.57,0.49,0.83,263.3,0.82,-999
2000,11,25,2.21,2.57,0.61,1.02,270.6,0.99,-999
2000,11,26,0.93,2.55,0.26,0.44,288.6,0.46,-999
2000,11,27,1.73,2.48,0.49,0.83,284.9,0.78,-999
2000,11,28,0.86,2.47,0.25,0.41,272.5,0.42,-999
2000,11,29,2.08,2.5,0.59,1.02,253.8,0.93,-999
2000,11,30,1.93,2.48,0.56,0.95,257.5,0.87,-999
2000,12,1,1.92,2.34,0.56,0.96,245.2,0.86,-999
2000,12,2,2.35,2.4,0.7,1.19,223.9,1.02,-999
2000,12,3,2.31,2.38,0.69,1.18,231.8,1,-999
2000,12,4,2.08,2.36,0.62,1.07,244.2,0.91,-999
2000,12,5,1.12,2.3,0.34,0.59,264.6,0.52,-999
2000,12,6,1.73,2.26,0.52,0.91,249.5,0.77,-999
2000,12,7,1.11,2.23,0.34,0.59,245.5,0.5,-999
2000,12,8,0.91,2.22,0.28,0.48,251.7,0.43,-999
2000,12,9,2.15,2.32,0.66,1.15,234.6,0.94,-999
2000,12,10,1.25,2.21,0.39,0.67,265.9,0.59,-999
2000,12,11,1.19,2.28,0.37,0.65,251.3,0.58,-999
2000,12,12,1.11,2.16,0.35,0.61,255.8,0.51,-999
2000,12,13,1.85,2.26,0.58,1.02,240.1,0.84,-999
2000,12,14,1.78,2.2,0.56,0.98,246.2,0.8,-999
2000,12,15,1.65,2.16,0.52,0.91,250.6,0.75,-999
2000,12,16,0.89,2.23,0.28,0.49,268,0.44,-999
2000,12,17,0.63,2.16,0.2,0.35,274.9,0.29,-999
2000,12,18,2.1,2.26,0.66,1.17,230.9,0.92,-999
2000,12,19,1.82,2.22,0.58,1.02,244.3,0.81,-999
2000,12,20,2.14,2.28,0.68,1.2,220.5,0.92,-999
2000,12,21,1,2.13,0.32,0.55,248.9,0.45,-999
2000,12,22,1.8,2.17,0.57,1.01,222.9,0.78,-999
2000,12,23,1.31,2.21,0.41,0.73,242.4,0.61,-999
2000,12,24,1.95,2.05,0.62,1.09,232.6,0.85,-999
2000,12,25,1.9,2.23,0.6,1.05,217.3,0.84,-999
2000,12,26,1.68,2.17,0.53,0.93,230.8,0.76,-999
2000,12,27,1.75,2.23,0.55,0.97,233.6,0.78,-999
2000,12,28,2.04,2.23,0.64,1.12,223.8,0.89,-999
2000,12,29,1.69,2.29,0.53,0.92,225.1,0.76,-999
2000,12,30,1.23,2.24,0.38,0.67,247,0.58,-999
2000,12,31,1.52,2.21,0.47,0.82,238.2,0.69,-999
2001,1,1,1.34,2.34,0.41,0.72,228.06,0.55,0.96
2001,1,2,1.16,2.35,0.36,0.62,239.43,0.48,0.96
2001,1,3,0.98,2.31,0.3,0.52,244.87,0.41,0.96
2001,1,4,0.93,2.33,0.28,0.48,259.2,0.4,0.97
2001,1,5,0.64,2.18,0.2,0.34,274.94,0.29,0.93
2001,1,6,1.69,2.34,0.51,0.87,256.8,0.7,0.97
2001,1,7,0.58,2.23,0.17,0.3,280.77,0.26,0.94
2001,1,8,1.99,2.36,0.59,1,237.03,0.81,0.97
2001,1,9,1.01,2.39,0.3,0.51,249.52,0.43,0.99
2001,1,10,1.19,2.33,0.34,0.59,255.7,0.5,0.98
2001,1,11,1.51,2.25,0.44,0.73,253.05,0.61,0.92
2001,1,12,1.65,2.55,0.47,0.8,248.88,0.69,1.07
2001,1,13,0.8,2.23,0.23,0.38,277.39,0.34,0.94
2001,1,14,0.76,2.34,0.21,0.36,275.61,0.36,1.01
2001,1,15,0.42,2.19,0.12,0.2,292.78,0.19,0.93
2001,1,16,1.14,2.41,0.31,0.52,285.93,0.51,1.02
2001,1,17,1.37,2.53,0.38,0.62,263.9,0.59,1.05
2001,1,18,1.42,2.47,0.38,0.63,266.36,0.6,1.03
2001,1,19,0.74,2.45,0.2,0.33,255.1,0.35,1.03
2001,1,20,2.31,2.85,0.61,1,221.48,0.94,1.16
2001,1,21,1.67,2.81,0.44,0.71,241.45,0.71,1.17
2001,1,22,1.25,2.82,0.32,0.52,270.81,0.55,1.18
2001,1,23,1.47,2.57,0.38,0.61,271.16,0.64,1.08
2001,1,24,1.7,2.75,0.43,0.7,274.47,0.72,1.15
2001,1,25,2.54,2.96,0.63,1.02,233.44,1.06,1.24
2001,1,26,1.96,3,0.48,0.77,249.56,0.86,1.26
2001,1,27,1.74,2.81,0.42,0.67,259.88,0.74,1.18
2001,1,28,1.69,3.01,0.41,0.65,253.73,0.73,1.26
2001,1,29,1.57,2.86,0.38,0.59,273.48,0.68,1.22
2001,1,30,0.55,2.72,0.13,0.2,297.3,0.24,1.18
2001,1,31,1.22,2.87,0.28,0.45,296.33,0.56,1.22
2001,2,1,1.92,3.1,0.44,0.69,267.66,0.82,1.31
2001,2,2,1.94,3.19,0.44,0.68,247.21,0.81,1.31
2001,2,3,2.08,3.35,0.46,0.72,243.06,0.87,1.39
2001,2,4,1.18,2.84,0.26,0.41,282.55,0.53,1.19
2001,2,5,0.82,2.91,0.18,0.27,296.15,0.37,1.21
2001,2,6,1.15,3.21,0.25,0.38,293.12,0.52,1.36
2001,2,7,2.47,3.45,0.52,0.8,256.77,1.04,1.45
2001,2,8,0.41,2.67,0.09,0.13,290.06,0.19,1.11
2001,2,9,0.81,2.88,0.17,0.26,314.08,0.39,1.28
2001,2,10,2.4,3.74,0.49,0.73,251.23,1,1.55
2001,2,11,3.34,3.84,0.67,1.01,220.99,1.36,1.57
2001,2,12,2.94,3.44,0.59,0.88,248.07,1.23,1.43
2001,2,13,1.84,3.43,0.36,0.54,277.95,0.78,1.41
2001,2,14,0.51,3.09,0.1,0.15,300.96,0.25,1.33
2001,2,15,1.63,3.84,0.31,0.46,257.95,0.74,1.62
2001,2,16,1.49,3.56,0.28,0.41,275.98,0.68,1.51
2001,2,17,2.52,4.12,0.47,0.69,242.38,1.07,1.7
2001,2,18,2.82,4.15,0.52,0.76,237.72,1.18,1.71
2001,2,19,1.82,3.58,0.33,0.48,280.35,0.8,1.51
2001,2,20,2.13,3.65,0.38,0.55,278.69,0.94,1.53
2001,2,21,3.3,4.43,0.59,0.84,235.3,1.38,1.82
2001,2,22,1.9,4.24,0.34,0.48,254.8,0.85,1.77
2001,2,23,2.7,4.29,0.47,0.66,264.28,1.15,1.77
2001,2,24,1.53,4.1,0.27,0.38,263.69,0.7,1.73
2001,2,25,2.98,3.8,0.5,0.71,305.33,1.31,1.66
2001,2,26,3.44,4.49,0.58,0.81,279.96,1.48,1.91
2001,2,27,2.57,4.45,0.42,0.59,272.65,1.11,1.86
2001,2,28,3.49,4.75,0.57,0.8,247.93,1.47,1.98
2001,3,1,1.81,4.49,0.29,0.41,274.95,0.82,1.89
2001,3,2,0.97,4.27,0.16,0.21,293.91,0.46,1.8
2001,3,3,2.38,4.61,0.38,0.52,283.38,1.04,1.95
2001,3,4,2.46,4.45,0.38,0.52,274.62,1.07,1.87
2001,3,5,1.14,4.67,0.17,0.24,291.77,0.53,1.97
2001,3,6,1.68,4.87,0.26,0.35,267.38,0.79,2.11
2001,3,7,2.99,4.91,0.45,0.61,279.32,1.33,2.09
2001,3,8,1.78,4.62,0.27,0.36,289.63,0.81,1.93
2001,3,9,3.39,4.71,0.5,0.67,277.41,1.42,1.95
2001,3,10,3,5.13,0.44,0.59,273.23,1.29,2.17
2001,3,11,2.12,5.01,0.3,0.41,282.25,0.95,2.11
2001,3,12,3.43,5.13,0.49,0.66,271.05,1.52,2.21
2001,3,13,0.93,4.82,0.13,0.17,311.98,0.45,2.06
2001,3,14,2.13,5.32,0.3,0.4,298.29,0.95,2.26
2001,3,15,3.48,5.21,0.48,0.63,292.94,1.52,2.24
2001,3,16,1.93,5.44,0.27,0.35,282.36,0.91,2.34
2001,3,17,1.4,5.38,0.19,0.25,287.12,0.68,2.32
2001,3,18,4.86,5.74,0.65,0.85,247.44,2.05,2.41
2001,3,19,5.28,5.71,0.7,0.91,255.26,2.22,2.41
2001,3,20,4.5,5.75,0.59,0.77,269.45,1.92,2.42
2001,3,21,1.74,5.51,0.23,0.3,287.77,0.82,2.36
2001,3,22,5.4,5.84,0.7,0.9,259.88,2.29,2.49
2001,3,23,5.6,5.6,0.71,0.92,245.55,2.32,2.34
2001,3,24,2.95,5.8,0.38,0.48,288.02,1.27,2.43
2001,3,25,4.12,5.98,0.52,0.66,273.31,1.74,2.46
2001,3,26,4.43,6.09,0.55,0.7,264.26,1.84,2.5
2001,3,27,2.85,6.19,0.35,0.45,297.54,1.27,2.62
2001,3,28,3.82,6.04,0.47,0.59,291.75,1.64,2.56
2001,3,29,3.37,5.44,0.41,0.52,288.14,1.48,2.26
2001,3,30,1.62,6.13,0.2,0.25,301.77,0.79,2.69
2001,3,31,2.46,6.14,0.29,0.37,308.2,1.16,2.67
2001,4,1,1.52,6.08,0.18,0.23,317.04,0.74,2.6
2001,4,2,2.02,6.19,0.23,0.3,312.84,0.96,2.66
2001,4,3,4.58,6.25,0.53,0.66,283.73,1.99,2.65
2001,4,4,6.46,6.45,0.74,0.93,258.87,2.72,2.73
2001,4,5,5.29,6.26,0.6,0.75,299.08,2.3,2.68
2001,4,6,1.13,5.72,0.12,0.16,343.35,0.58,2.54
2001,4,7,1.48,5.43,0.16,0.2,340.23,0.73,2.37
2001,4,8,6.21,6.26,0.7,0.86,321.91,2.7,2.74
2001,4,9,2.17,6.06,0.24,0.3,309.7,1.05,2.7
2001,4,10,4.67,6.26,0.52,0.63,305.06,2.1,2.75
2001,4,11,3.24,6.18,0.35,0.44,334.8,1.55,2.78
2001,4,12,5.26,6.21,0.57,0.7,346.4,2.33,2.74
2001,4,13,6.06,7.03,0.65,0.8,302.26,2.63,3.04
2001,4,14,5.53,6.85,0.59,0.73,308.67,2.42,2.96
2001,4,15,2.77,6.52,0.3,0.36,306.89,1.31,2.77
2001,4,16,4.55,6.55,0.48,0.59,303.48,2.02,2.78
2001,4,17,5.03,6.68,0.53,0.64,285.22,2.18,2.79
2001,4,18,5.33,7.37,0.55,0.67,280.2,2.27,3.11
2001,4,19,7.07,7.26,0.73,0.89,265.99,2.99,3.08
2001,4,20,2.68,6.49,0.27,0.34,330.95,1.28,2.8
2001,4,21,1.33,5.8,0.13,0.16,361.37,0.68,2.54
2001,4,22,6.21,7.03,0.63,0.77,338.23,2.78,3.13
2001,4,23,5.94,6.64,0.6,0.73,350.13,2.65,2.94
2001,4,24,3.15,7.38,0.32,0.38,334.71,1.47,3.2
2001,4,25,7.36,7.52,0.73,0.88,276.91,3.11,3.19
2001,4,26,6.71,7.48,0.66,0.8,310.45,2.93,3.24
2001,4,27,7.3,7.34,0.72,0.87,295.95,3.11,3.14
2001,4,28,7.93,7.93,0.78,0.93,274.29,3.34,3.35
2001,4,29,7.76,7.76,0.76,0.91,287.72,3.29,3.3
2001,4,30,7.14,7.3,0.7,0.83,320.39,3.13,3.21
2001,5,1,7.14,7.39,0.69,0.82,334.2,3.15,3.26
2001,5,2,6.7,6.93,0.65,0.77,354.02,2.96,3.06
2001,5,3,6.5,6.97,0.62,0.74,361.61,2.89,3.09
2001,5,4,6.33,6.84,0.6,0.72,360.69,2.79,2.99
2001,5,5,7.65,7.98,0.73,0.86,314.8,3.3,3.44
2001,5,6,7.84,8.11,0.74,0.88,305.98,3.37,3.5
2001,5,7,7.42,7.77,0.7,0.83,339.94,3.33,3.49
2001,5,8,1.36,6.79,0.12,0.15,365.77,0.71,3.01
2001,5,9,6.98,7.64,0.65,0.77,340.54,3.08,3.37
2001,5,10,5.89,7.43,0.55,0.65,362.56,2.68,3.3
2001,5,11,3.7,7.06,0.34,0.41,381.3,1.77,3.17
2001,5,12,5.08,7.43,0.47,0.55,335.55,2.3,3.24
2001,5,13,7.24,8.13,0.66,0.78,309.23,3.14,3.49
2001,5,14,7.1,8.04,0.65,0.77,322.88,3.1,3.48
2001,5,15,8.01,8.21,0.73,0.86,313.38,3.52,3.6
2001,5,16,7.08,8.2,0.65,0.75,326.43,3.14,3.6
2001,5,17,1.74,7.4,0.16,0.19,376.15,0.9,3.34
2001,5,18,4.08,7.39,0.37,0.43,369.77,1.92,3.27
2001,5,19,7.53,7.96,0.68,0.79,341.4,3.35,3.53
2001,5,20,5.61,7.76,0.51,0.59,356.14,2.57,3.42
2001,5,21,1.72,6.89,0.16,0.18,373.69,0.87,3.07
2001,5,22,2.6,7.14,0.23,0.27,373.82,1.27,3.16
2001,5,23,7.87,8.22,0.7,0.82,331.17,3.46,3.6
2001,5,24,6.15,8.03,0.55,0.63,362.62,2.79,3.55
2001,5,25,2.2,7.31,0.2,0.23,366.98,1.11,3.25
2001,5,26,5.57,7.74,0.49,0.57,359.55,2.52,3.4
2001,5,27,2.7,7.51,0.24,0.27,364.14,1.32,3.29
2001,5,28,2.85,7.83,0.25,0.29,360.02,1.39,3.47
2001,5,29,6.37,8.14,0.56,0.65,340.82,2.87,3.56
2001,5,30,8.53,8.69,0.75,0.87,296.18,3.66,3.73
2001,5,31,8.33,8.61,0.73,0.84,308.64,3.64,3.75
2001,6,1,1.9,7.58,0.16,0.2,357.16,0.97,3.39
2001,6,2,4.21,8,0.37,0.42,356.02,1.99,3.53
2001,6,3,3.1,8.17,0.27,0.31,354.39,1.53,3.64
2001,6,4,3.51,8.29,0.3,0.35,362.77,1.7,3.71
2001,6,5,5.66,8.17,0.49,0.57,350.85,2.6,3.64
2001,6,6,6.1,8.2,0.53,0.61,337.77,2.79,3.65
2001,6,7,7.69,8.53,0.66,0.77,338.84,3.42,3.75
2001,6,8,7.84,8.52,0.68,0.78,334.31,3.49,3.77
2001,6,9,7.58,8.62,0.66,0.76,339.26,3.39,3.81
2001,6,10,7.33,8.26,0.63,0.73,360.37,3.32,3.7
2001,6,11,3.34,6.81,0.29,0.34,395.02,1.59,2.98
2001,6,12,4.38,7.67,0.38,0.44,385.05,2.07,3.46
2001,6,13,7.84,8,0.68,0.78,380.12,3.56,3.63
2001,6,14,7.73,7.81,0.66,0.77,389.05,3.49,3.52
2001,6,15,7.53,7.63,0.65,0.75,397.12,3.43,3.47
2001,6,16,4.52,7.67,0.39,0.45,393.73,2.12,3.41
2001,6,17,7.92,8.43,0.68,0.79,364.38,3.6,3.8
2001,6,18,3.82,8.13,0.33,0.38,391.58,1.87,3.73
2001,6,19,7.39,8.24,0.64,0.73,395.16,3.42,3.77
2001,6,20,3.92,7.88,0.34,0.39,390.11,1.92,3.59
2001,6,21,4.62,7.35,0.4,0.46,386.22,2.18,3.27
2001,6,22,3.5,7.58,0.3,0.34,388.92,1.69,3.38
2001,6,23,4.75,7.74,0.41,0.47,369.67,2.22,3.43
2001,6,24,7.18,8.36,0.62,0.71,360.11,3.26,3.74
2001,6,25,8.29,8.43,0.72,0.82,352.62,3.75,3.81
2001,6,26,8.14,8.32,0.7,0.81,363.95,3.67,3.74
2001,6,27,7.63,8.2,0.66,0.76,380.18,3.49,3.74
2001,6,28,6.99,8.11,0.6,0.7,397.88,3.24,3.71
2001,6,29,7.48,8.08,0.65,0.74,404.1,3.45,3.71
2001,6,30,6.19,7.78,0.54,0.62,410.38,2.86,3.54
2001,7,1,5.84,8.32,0.51,0.59,372.09,2.67,3.74
2001,7,2,8.14,8.88,0.7,0.81,333.95,3.56,3.89
2001,7,3,4.31,8.23,0.38,0.43,379.68,2.01,3.73
2001,7,4,3.48,7.58,0.3,0.35,389.66,1.66,3.38
2001,7,5,7.65,8.38,0.66,0.77,348.62,3.4,3.71
2001,7,6,8.33,8.64,0.73,0.84,334.22,3.69,3.82
2001,7,7,3.16,7.99,0.27,0.32,392.27,1.56,3.63
2001,7,8,7.26,7.82,0.63,0.73,376.47,3.27,3.49
2001,7,9,7.38,8.18,0.65,0.75,372.88,3.4,3.74
2001,7,10,7.61,8.07,0.67,0.77,369.42,3.44,3.63
2001,7,11,6.72,8.2,0.59,0.69,357.43,3.04,3.67
2001,7,12,6.48,8.33,0.57,0.66,362.69,2.94,3.72
2001,7,13,6.13,8.21,0.54,0.62,367.01,2.8,3.68
2001,7,14,6.82,8.12,0.6,0.7,361.34,3.1,3.65
2001,7,15,7.08,8.19,0.63,0.73,360.93,3.21,3.67
2001,7,16,2.61,7.76,0.23,0.27,399.93,1.3,3.55
2001,7,17,3.28,7.2,0.3,0.34,397.23,1.61,3.25
2001,7,18,6.88,7.9,0.62,0.72,382.81,3.16,3.59
2001,7,19,5.91,7.7,0.53,0.62,398.62,2.77,3.53
2001,7,20,7.42,7.6,0.67,0.78,396.99,3.37,3.46
2001,7,21,4.69,7.48,0.42,0.49,412.37,2.25,3.46
2001,7,22,5.45,7.09,0.49,0.58,407.55,2.54,3.24
2001,7,23,5.79,7.16,0.52,0.62,416.38,2.73,3.32
2001,7,24,6.29,7.16,0.57,0.67,410.85,2.9,3.28
2001,7,25,3.33,7.7,0.3,0.35,392.58,1.61,3.52
2001,7,26,7.96,8.03,0.73,0.85,344.56,3.54,3.58
2001,7,27,7.38,8.12,0.68,0.8,349.02,3.31,3.62
2001,7,28,6.39,7.8,0.59,0.7,370.05,2.88,3.46
2001,7,29,6.31,7.32,0.59,0.69,392.1,2.9,3.34
2001,7,30,6.77,7.57,0.63,0.74,384.14,3.11,3.46
2001,7,31,7.4,7.49,0.7,0.81,370.2,3.33,3.38
2001,8,1,7.12,7.45,0.67,0.79,382.88,3.22,3.36
2001,8,2,3.17,6.46,0.3,0.35,420.13,1.54,2.93
2001,8,3,5.81,6.71,0.55,0.65,406.03,2.64,3.02
2001,8,4,6.85,7.29,0.65,0.77,388.65,3.1,3.29
