YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_NKT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT
1986,1,1,1.42,2.2,0.44,0.77,267.3,0.65,-999
1986,1,2,1.86,2.22,0.58,1,246.3,0.82,-999
1986,1,3,1.46,2.23,0.45,0.78,272.3,0.67,-999
1986,1,4,1.02,2.25,0.31,0.54,265.5,0.48,-999
1986,1,5,1.28,2.24,0.39,0.67,253.9,0.59,-999
1986,1,6,1.84,2.34,0.55,0.95,263.4,0.83,-999
1986,1,7,1.54,2.37,0.46,0.8,260.5,0.7,-999
1986,1,8,1.31,2.41,0.39,0.67,259.1,0.62,-999
1986,1,9,2.1,2.36,0.62,1.06,250.7,0.91,-999
1986,1,10,2.25,2.39,0.66,1.12,262.9,0.97,-999
1986,1,11,1.52,2.37,0.45,0.76,275.5,0.7,-999
1986,1,12,1.2,2.45,0.34,0.59,283.6,0.55,-999
1986,1,13,1.98,2.46,0.56,0.96,255.6,0.88,-999
1986,1,14,1.6,2.47,0.45,0.77,243.9,0.72,-999
1986,1,15,1.28,2.58,0.36,0.6,246.4,0.6,-999
1986,1,16,2.07,2.63,0.57,0.96,257.8,0.91,-999
1986,1,17,2.55,2.67,0.7,1.17,253.9,1.11,-999
1986,1,18,0.94,2.69,0.26,0.43,288.6,0.45,-999
1986,1,19,1.49,2.61,0.4,0.66,286.8,0.68,-999
1986,1,20,0.37,2.65,0.1,0.16,269.9,0.2,-999
1986,1,21,2.28,2.74,0.6,0.99,237.5,1,-999
1986,1,22,1.68,2.73,0.44,0.72,283.6,0.77,-999
1986,1,23,2.67,2.87,0.69,1.12,246.9,1.17,-999
1986,1,24,1.5,2.87,0.38,0.62,265.9,0.71,-999
1986,1,25,1.35,2.93,0.34,0.55,271.7,0.65,-999
1986,1,26,1.68,2.94,0.41,0.68,260.1,0.78,-999
1986,1,27,1.33,2.98,0.33,0.53,253.8,0.63,-999
1986,1,28,1.9,2.97,0.46,0.74,239.4,0.86,-999
1986,1,29,1.99,3.02,0.48,0.77,254.1,0.89,-999
1986,1,30,2.06,3.04,0.48,0.78,258.7,0.92,-999
1986,1,31,2.46,3.12,0.58,0.91,242.4,1.1,-999
1986,2,1,0.82,3.13,0.19,0.3,256.3,0.42,-999
1986,2,2,3.2,3.29,0.73,1.15,243.9,1.4,-999
1986,2,3,2.56,3.31,0.58,0.91,229.3,1.16,-999
1986,2,4,2.12,3.41,0.47,0.73,256.7,1,-999
1986,2,5,2.08,3.37,0.45,0.71,252.8,0.94,-999
1986,2,6,3.41,3.48,0.73,1.14,200,1.48,-999
1986,2,7,1.66,3.32,0.36,0.55,244.7,0.78,-999
1986,2,8,2.78,3.36,0.59,0.91,244.4,1.23,-999
1986,2,9,1.84,3.45,0.38,0.59,272,0.87,-999
1986,2,10,2.76,3.42,0.57,0.87,246.7,1.25,-999
1986,2,11,3.44,3.68,0.7,1.06,239.8,1.52,-999
1986,2,12,2.91,3.63,0.59,0.88,248.9,1.3,-999
1986,2,13,3.24,3.7,0.64,0.97,244.7,1.43,-999
1986,2,14,1.87,3.73,0.37,0.55,268.3,0.9,-999
1986,2,15,2.46,3.78,0.48,0.71,258.3,1.12,-999
1986,2,16,2.53,3.71,0.48,0.72,260.6,1.2,-999
1986,2,17,2.3,3.85,0.43,0.64,275.6,1.07,-999
1986,2,18,3.17,3.92,0.59,0.87,269.7,1.43,-999
1986,2,19,2.12,3.88,0.39,0.57,290.2,1.03,-999
1986,2,20,1.55,3.91,0.28,0.41,303.6,0.78,-999
1986,2,21,2.49,4.03,0.45,0.65,274,1.19,-999
1986,2,22,2.63,4.16,0.46,0.67,259.5,1.25,-999
1986,2,23,1.98,4.17,0.34,0.5,280.4,0.95,-999
1986,2,24,3.27,4.24,0.56,0.81,264.2,1.5,-999
1986,2,25,4.14,4.28,0.7,1.02,239.7,1.82,-999
1986,2,26,3.3,4.31,0.55,0.8,239.6,1.51,-999
1986,2,27,4.27,4.39,0.71,1.02,241.8,1.88,-999
1986,2,28,2.03,4.38,0.34,0.48,250.9,0.99,-999
1986,3,1,3.82,4.48,0.62,0.88,266,1.72,-999
1986,3,2,2.59,4.54,0.41,0.59,283.1,1.23,-999
1986,3,3,4.24,4.72,0.67,0.95,269.2,1.92,-999
1986,3,4,3.66,4.64,0.57,0.8,291.2,1.68,-999
1986,3,5,4.36,4.79,0.67,0.95,271.2,1.97,-999
1986,3,6,1.29,4.83,0.2,0.27,263.7,0.66,-999
1986,3,7,3.11,4.81,0.47,0.65,257.4,1.45,-999
1986,3,8,3.89,4.81,0.59,0.8,259.6,1.75,-999
1986,3,9,1.02,4.96,0.15,0.21,266.7,0.54,-999
1986,3,10,3.75,4.95,0.55,0.75,278.4,1.73,-999
1986,3,11,5.02,5.1,0.73,0.99,262,2.23,-999
1986,3,12,2.42,5.25,0.34,0.48,241.2,1.16,-999
1986,3,13,1.66,5.38,0.23,0.32,267.1,0.8,-999
1986,3,14,5.24,5.3,0.73,0.99,275.5,2.33,-999
1986,3,15,3.1,5.31,0.43,0.58,301,1.55,-999
1986,3,16,1.91,5.25,0.27,0.35,313.6,0.96,-999
1986,3,17,4.08,5.13,0.55,0.74,290.8,1.92,-999
1986,3,18,3.4,5.29,0.46,0.61,305.3,1.64,-999
1986,3,19,4.28,5.37,0.57,0.76,317.4,2.01,-999
1986,3,20,5.2,5.53,0.69,0.91,274.7,2.39,-999
1986,3,21,4.22,5.53,0.55,0.73,298.1,1.98,-999
1986,3,22,4.23,5.67,0.55,0.73,292.9,2,-999
1986,3,23,5.76,5.72,0.74,0.98,305.9,2.61,-999
1986,3,24,5.77,5.82,0.73,0.96,288.4,2.62,-999
1986,3,25,5.38,5.89,0.68,0.89,316.2,2.49,-999
1986,3,26,2.71,5.83,0.34,0.45,336.4,1.34,-999
1986,3,27,1.86,5.84,0.23,0.3,323.6,0.96,-999
1986,3,28,4.8,5.95,0.59,0.77,308.5,2.22,-999
1986,3,29,5.34,5.96,0.65,0.84,320.1,2.46,-999
1986,3,30,4.62,6.06,0.55,0.72,310,2.15,-999
1986,3,31,6.16,6.22,0.73,0.95,295.8,2.79,-999
1986,4,1,5.79,6,0.69,0.88,297.2,2.67,-999
1986,4,2,6.36,6.37,0.75,0.96,255.3,2.84,-999
1986,4,3,6.54,6.43,0.77,0.98,256.2,2.92,-999
1986,4,4,5,6.3,0.58,0.74,320.3,2.32,-999
1986,4,5,0.3,6.35,0.03,0.05,327.3,0.17,-999
1986,4,6,5.71,6.47,0.65,0.83,340,2.57,-999
1986,4,7,5.75,6.63,0.65,0.83,296.9,2.63,-999
1986,4,8,3.52,6.7,0.39,0.5,290.2,1.72,-999
1986,4,9,3.82,6.74,0.42,0.54,298.9,1.87,-999
1986,4,10,6,6.83,0.66,0.84,298.8,2.79,-999
1986,4,11,2.39,6.72,0.27,0.33,298.8,1.24,-999
1986,4,12,5.26,6.77,0.57,0.72,285.8,2.47,-999
1986,4,13,6.6,6.85,0.71,0.9,261.5,2.97,-999
1986,4,14,7.1,7.11,0.77,0.95,266.3,3.1,-999
1986,4,15,1.34,6.78,0.14,0.18,312.7,0.68,-999
1986,4,16,0.97,6.84,0.1,0.12,310.2,0.52,-999
1986,4,17,7.48,6.96,0.79,0.98,324.3,3.42,-999
1986,4,18,6.95,7.03,0.73,0.91,292.6,3.17,-999
1986,4,19,6.76,6.95,0.7,0.88,338,3.13,-999
1986,4,20,3.26,7.12,0.34,0.41,301.7,1.56,-999
1986,4,21,3.01,7.16,0.31,0.38,326.9,1.52,-999
1986,4,22,2.91,7.22,0.3,0.37,310.1,1.45,-999
1986,4,23,7.21,7.37,0.73,0.91,310.6,3.21,-999
1986,4,24,7.13,7.27,0.72,0.88,322.7,3.27,-999
1986,4,25,6.94,7.21,0.7,0.86,342.1,3.22,-999
1986,4,26,6.46,7.23,0.64,0.79,349.6,3.05,-999
1986,4,27,7.32,7.37,0.73,0.89,315.1,3.36,-999
1986,4,28,7.24,7.24,0.72,0.88,328.1,3.41,-999
1986,4,29,3.03,7.48,0.3,0.37,318.6,1.48,-999
1986,4,30,2.76,7.51,0.27,0.33,348.2,1.4,-999
1986,5,1,7.06,7.35,0.69,0.84,353,3.31,-999
1986,5,2,6.98,7.31,0.67,0.82,329,3.27,-999
1986,5,3,6.68,7.36,0.64,0.78,333.8,3.14,-999
1986,5,4,7.02,7.33,0.67,0.82,341.1,3.29,-999
1986,5,5,4.47,7.44,0.43,0.52,340.2,2.16,-999
1986,5,6,3.89,7.6,0.37,0.45,362,1.92,-999
1986,5,7,7.6,7.6,0.72,0.87,319.3,3.5,-999
1986,5,8,5.53,7.66,0.52,0.63,336.5,2.68,-999
1986,5,9,7.23,7.6,0.68,0.82,344.6,3.38,-999
1986,5,10,7.66,7.92,0.72,0.86,347.7,3.46,-999
1986,5,11,7.56,7.56,0.7,0.84,313.8,3.55,-999
1986,5,12,7.37,7.58,0.68,0.82,330.4,3.49,-999
1986,5,13,7.01,7.62,0.65,0.78,351.2,3.34,-999
1986,5,14,1.77,7.55,0.16,0.2,346.1,0.92,-999
1986,5,15,6.02,7.63,0.55,0.66,341.5,2.94,-999
1986,5,16,3.63,7.72,0.33,0.4,376.1,1.86,-999
1986,5,17,7.13,7.61,0.65,0.78,345.2,3.44,-999
1986,5,18,5.27,7.61,0.48,0.57,379.8,2.64,-999
1986,5,19,1.2,7.79,0.11,0.13,347.9,0.69,-999
1986,5,20,0.89,7.82,0.08,0.09,336.6,0.52,-999
1986,5,21,2.81,7.69,0.25,0.3,338.8,1.48,-999
1986,5,22,1.57,7.71,0.14,0.17,363.7,0.86,-999
1986,5,23,3.34,7.74,0.3,0.36,364.4,1.72,-999
1986,5,24,6.27,7.78,0.56,0.66,357.9,3.06,-999
1986,5,25,7.75,7.76,0.69,0.82,352.3,3.68,-999
1986,5,26,6.8,7.83,0.6,0.72,375.1,3.32,-999
1986,5,27,3.03,7.86,0.27,0.32,388.7,1.62,-999
1986,5,28,7.74,7.85,0.69,0.81,371.5,3.71,-999
1986,5,29,7.86,7.86,0.7,0.82,366.8,3.78,-999
1986,5,30,7.7,7.7,0.68,0.8,368.6,3.67,-999
1986,5,31,4.31,7.8,0.38,0.45,382.4,2.2,-999
1986,6,1,3.55,8.05,0.31,0.37,365.4,1.82,-999
1986,6,2,8.12,8.22,0.71,0.84,345.7,3.88,-999
1986,6,3,7.95,8.09,0.7,0.82,347.1,3.81,-999
1986,6,4,7.83,7.98,0.68,0.81,351.9,3.78,-999
1986,6,5,2.07,8.13,0.18,0.21,345.9,1.1,-999
1986,6,6,5.31,8.24,0.46,0.55,351.6,2.67,-999
1986,6,7,5.61,8.28,0.48,0.58,366.4,2.81,-999
1986,6,8,8.13,8.35,0.7,0.84,375.9,3.91,-999
1986,6,9,8.32,8.25,0.72,0.85,363.2,4.01,-999
1986,6,10,4.78,8.14,0.41,0.49,376.9,2.41,-999
1986,6,11,5.49,8.16,0.48,0.56,373.2,2.74,-999
1986,6,12,3.05,8.13,0.27,0.31,388.9,1.62,-999
1986,6,13,7.01,7.69,0.6,0.72,371.5,3.46,-999
1986,6,14,7.67,8.07,0.66,0.78,371,3.73,-999
1986,6,15,3.34,8.34,0.29,0.34,371.2,1.73,-999
1986,6,16,3.27,8.36,0.28,0.34,372.1,1.66,-999
1986,6,17,8.45,8.52,0.73,0.86,331.6,3.99,-999
1986,6,18,7.38,8.32,0.63,0.75,355.1,3.59,-999
1986,6,19,4.07,8.19,0.35,0.41,375.2,2.07,-999
1986,6,20,7.97,8.4,0.69,0.81,344,3.83,-999
1986,6,21,8.29,8.31,0.71,0.84,349.6,3.96,-999
1986,6,22,6.66,7.75,0.58,0.68,397.6,3.28,-999
1986,6,23,7.7,8.04,0.66,0.78,364.9,3.73,-999
1986,6,24,6.37,8.3,0.55,0.65,373.4,3.17,-999
1986,6,25,7.79,8.18,0.67,0.8,364.8,3.77,-999
1986,6,26,7.1,8.12,0.61,0.73,388.8,3.45,-999
1986,6,27,3.82,8.21,0.33,0.39,405.7,1.98,-999
1986,6,28,6.96,8.2,0.6,0.71,383.9,3.4,-999
1986,6,29,7.14,8.17,0.62,0.73,353.9,3.48,-999
1986,6,30,8.22,8.45,0.71,0.84,367.8,3.92,-999
1986,7,1,5.7,8.05,0.49,0.59,385.5,2.84,-999
1986,7,2,7.85,7.87,0.68,0.8,393.4,3.78,-999
1986,7,3,7.82,7.97,0.68,0.8,370.2,3.75,-999
1986,7,4,2.56,8.07,0.23,0.27,387.8,1.39,-999
1986,7,5,7.65,8.07,0.66,0.79,426.9,3.73,-999
1986,7,6,7.87,8.03,0.69,0.81,413.8,3.79,-999
1986,7,7,5.18,7.84,0.45,0.54,396.9,2.62,-999
1986,7,8,6.29,7.63,0.55,0.65,408.5,3.12,-999
1986,7,9,8.27,7.7,0.73,0.86,396.7,3.99,-999
1986,7,10,6.02,7.87,0.53,0.62,399.3,2.99,-999
1986,7,11,4.11,7.86,0.36,0.43,393.1,2.11,-999
1986,7,12,2.48,7.83,0.22,0.26,394.9,1.33,-999
1986,7,13,7,7.77,0.62,0.73,403.9,3.45,-999
1986,7,14,6.95,7.73,0.62,0.73,392,3.42,-999
1986,7,15,7.84,7.76,0.7,0.83,369.7,3.77,-999
1986,7,16,5.66,7.56,0.51,0.6,402.3,2.82,-999
1986,7,17,5.85,7.67,0.52,0.62,412.3,2.93,-999
1986,7,18,7.1,7.5,0.63,0.76,418.6,3.47,-999
1986,7,19,6.22,7.14,0.55,0.66,403.8,3.08,-999
1986,7,20,7.2,7.42,0.65,0.77,412.4,3.53,-999
1986,7,21,7.43,7.37,0.67,0.8,382,3.65,-999
1986,7,22,7.15,7.55,0.65,0.77,390.9,3.51,-999
1986,7,23,7.39,7.62,0.67,0.8,374.7,3.57,-999
1986,7,24,7.85,7.79,0.71,0.85,366.1,3.71,-999
1986,7,25,3.82,7.63,0.35,0.41,384.9,1.89,-999
1986,7,26,3.3,7.45,0.3,0.36,408.1,1.72,-999
1986,7,27,7.09,7.33,0.66,0.78,410,3.45,-999
1986,7,28,3.56,7.42,0.33,0.39,385.3,1.82,-999
1986,7,29,4.12,7.42,0.38,0.46,390.2,2.1,-999
1986,7,30,5.56,6.74,0.52,0.62,406.5,2.78,-999
1986,7,31,4.59,7.28,0.43,0.52,392.2,2.32,-999
1986,8,1,4.67,7.43,0.44,0.52,400.1,2.37,-999
1986,8,2,7.14,7.47,0.67,0.81,368.8,3.42,-999
1986,8,3,6.18,7.52,0.59,0.7,358.9,2.99,-999
1986,8,4,4.58,7.11,0.44,0.52,377.6,2.31,-999
1986,8,5,5.31,7.01,0.51,0.61,385.6,2.62,-999
1986,8,6,3.72,7.17,0.36,0.43,404.8,1.91,-999
1986,8,7,2.41,7.15,0.23,0.28,392.2,1.29,-999
1986,8,8,5.2,6.45,0.5,0.61,390.7,2.59,-999
1986,8,9,4.83,7.01,0.47,0.57,388.2,2.43,-999
1986,8,10,2.21,7.16,0.22,0.27,391.7,1.19,-999
1986,8,11,6.4,7.15,0.62,0.77,348.5,3.1,-999
1986,8,12,6,7.05,0.59,0.72,362.6,2.91,-999
1986,8,13,6.88,6.96,0.68,0.84,359.1,3.29,-999
1986,8,14,5.38,6.86,0.53,0.66,407.1,2.66,-999
1986,8,15,2.31,6.78,0.23,0.28,412.4,1.2,-999
1986,8,16,5.4,6.47,0.55,0.66,389.6,2.7,-999
1986,8,17,6.46,6.53,0.66,0.8,373,3.14,-999
1986,8,18,6.3,6.47,0.64,0.79,378,3.13,-999
1986,8,19,5.82,6.72,0.59,0.73,390.4,2.86,-999
1986,8,20,6.66,6.71,0.69,0.84,364.2,3.19,-999
1986,8,21,5.32,6.66,0.55,0.68,388.9,2.62,-999
1986,8,22,6.75,6.73,0.7,0.87,351,3.23,-999
1986,8,23,2.39,6.5,0.25,0.31,394.5,1.26,-999
1986,8,24,6.51,6.65,0.69,0.85,381.5,3.1,-999
1986,8,25,5.9,6.51,0.62,0.78,390.6,2.87,-999
1986,8,26,3,6.42,0.32,0.4,357.4,1.53,-999
1986,8,27,4.38,6.39,0.47,0.59,361.5,2.2,-999
1986,8,28,3.46,6.19,0.38,0.47,364.9,1.76,-999
1986,8,29,5.11,6.43,0.55,0.7,368.7,2.48,-999
1986,8,30,5.77,6.26,0.63,0.8,371.5,2.8,-999
1986,8,31,6.35,6.31,0.7,0.88,351.7,3.02,-999
1986,9,1,6.15,6.24,0.69,0.86,349.7,2.95,-999
1986,9,2,6.06,6.11,0.68,0.86,353.6,2.92,-999
1986,9,3,6.07,5.92,0.69,0.87,357.4,2.91,-999
1986,9,4,3.18,6.13,0.36,0.46,401.7,1.62,-999
1986,9,5,5.89,6.17,0.67,0.86,346.6,2.83,-999
1986,9,6,4.02,5.97,0.46,0.59,349,2,-999
1986,9,7,4.53,6.11,0.52,0.67,354.6,2.24,-999
1986,9,8,5.9,6.17,0.7,0.88,356.5,2.79,-999
1986,9,9,5.76,6.07,0.68,0.88,343.5,2.76,-999
1986,9,10,1.09,5.98,0.13,0.16,374.6,0.6,-999
1986,9,11,0.97,5.78,0.12,0.15,401.1,0.53,-999
1986,9,12,1.74,5.72,0.21,0.27,381.5,0.9,-999
1986,9,13,5.05,5.64,0.62,0.8,350.7,2.44,-999
1986,9,14,5.8,5.76,0.72,0.93,350,2.78,-999
1986,9,15,0.99,5.62,0.12,0.16,354,0.55,-999
1986,9,16,3.79,5.59,0.48,0.62,356.6,1.9,-999
1986,9,17,5.26,5.6,0.66,0.87,344.4,2.53,-999
1986,9,18,2.23,5.48,0.28,0.38,374,1.15,-999
1986,9,19,3.18,5.52,0.41,0.54,356,1.57,-999
1986,9,20,0.89,5.31,0.12,0.16,373.1,0.49,-999
1986,9,21,4.2,5.38,0.55,0.73,342.7,2.03,-999
1986,9,22,1.11,5.35,0.15,0.2,365.9,0.59,-999
1986,9,23,2.67,5.34,0.36,0.48,368.2,1.33,-999
1986,9,24,5.34,5.37,0.72,0.96,353.8,2.47,-999
1986,9,25,2.13,5.3,0.29,0.39,369.9,1.08,-999
1986,9,26,2.9,5.29,0.4,0.53,336.8,1.39,-999
1986,9,27,1.32,5.24,0.19,0.25,353.8,0.69,-999
1986,9,28,4.24,5.18,0.59,0.8,323.9,1.98,-999
1986,9,29,3.75,4.91,0.53,0.72,362.6,1.79,-999
1986,9,30,1.45,4.93,0.21,0.28,386.6,0.74,-999
1986,10,1,2.55,4.87,0.37,0.5,352.1,1.25,-999
1986,10,2,4.23,4.88,0.62,0.84,346.9,1.99,-999
1986,10,3,2.94,4.81,0.44,0.59,334.6,1.42,-999
1986,10,4,1.48,4.75,0.22,0.3,345.5,0.77,-999
1986,10,5,4.58,4.7,0.7,0.95,318.7,2.13,-999
1986,10,6,4.1,4.73,0.62,0.87,305.9,1.92,-999
1986,10,7,4.51,4.64,0.7,0.97,330.2,2.11,-999
1986,10,8,2.72,4.49,0.42,0.59,335.5,1.32,-999
1986,10,9,2.08,4.34,0.33,0.46,326,1.03,-999
1986,10,10,4.26,4.33,0.68,0.95,311.7,1.97,-999
1986,10,11,4.05,4.08,0.66,0.92,323.2,1.89,-999
1986,10,12,1.19,4.26,0.2,0.27,338.7,0.61,-999
1986,10,13,2.77,3.48,0.46,0.65,349.6,1.34,-999
1986,10,14,0.95,4.19,0.16,0.23,312.7,0.52,-999
1986,10,15,1.7,4.14,0.29,0.41,331.8,0.86,-999
1986,10,16,1.28,4.09,0.22,0.31,332.6,0.66,-999
1986,10,17,1.95,4.04,0.34,0.48,337,0.97,-999
1986,10,18,3.93,3.97,0.69,0.99,300.9,1.8,-999
1986,10,19,3.75,3.79,0.66,0.96,312.9,1.74,-999
1986,10,20,3.68,3.71,0.66,0.96,315.7,1.7,-999
1986,10,21,2.66,3.75,0.48,0.71,334.4,1.28,-999
1986,10,22,3.19,3.09,0.59,0.86,318.9,1.55,-999
1986,10,23,2.38,3.62,0.45,0.66,327.8,1.16,-999
1986,10,24,3.67,3.7,0.7,1.02,287.5,1.68,-999
1986,10,25,1.23,3.62,0.23,0.35,338.7,0.63,-999
1986,10,26,1.52,3.49,0.3,0.44,336.3,0.77,-999
1986,10,27,0.13,3.36,0.02,0.04,331.4,0.07,-999
1986,10,28,3.25,3.26,0.65,0.97,285.8,1.5,-999
1986,10,29,0.42,3.29,0.09,0.12,329.5,0.23,-999
1986,10,30,3.17,3.26,0.65,0.98,308,1.48,-999
1986,10,31,3.17,3.28,0.66,0.99,305,1.47,-999
1986,11,1,2.42,3.32,0.51,0.77,327.2,1.17,-999
1986,11,2,2.71,3.28,0.57,0.88,308.2,1.28,-999
1986,11,3,1.07,3.23,0.23,0.35,332.5,0.55,-999
1986,11,4,2.65,3.19,0.57,0.88,311.8,1.25,-999
1986,11,5,2.11,3.15,0.46,0.72,313.8,1.01,-999
1986,11,6,2.94,2.97,0.66,1.02,316.8,1.36,-999
1986,11,7,1.06,3.03,0.24,0.38,326.9,0.52,-999
1986,11,8,0.88,3,0.2,0.31,330.6,0.44,-999
1986,11,9,2.78,3,0.64,1.01,309,1.27,-999
1986,11,10,2.58,2.95,0.6,0.95,288.1,1.18,-999
1986,11,11,1.26,2.93,0.3,0.48,287.2,0.63,-999
1986,11,12,2.09,2.9,0.5,0.8,313.7,0.99,-999
1986,11,13,2.07,2.86,0.5,0.8,285.8,0.97,-999
1986,11,14,1.76,2.85,0.43,0.7,298,0.84,-999
1986,11,15,0.99,2.66,0.24,0.4,304.8,0.5,-999
1986,11,16,0.52,2.63,0.13,0.21,283.4,0.28,-999
1986,11,17,2.55,2.66,0.65,1.05,293.4,1.15,-999
1986,11,18,1.31,2.63,0.34,0.55,294.6,0.64,-999
1986,11,19,2.7,2.71,0.7,1.15,248.8,1.2,-999
1986,11,20,0.37,2.65,0.09,0.16,265.8,0.2,-999
1986,11,21,1.48,2.64,0.39,0.65,281.9,0.71,-999
1986,11,22,1.64,2.6,0.44,0.73,293.2,0.77,-999
1986,11,23,0.86,2.58,0.23,0.39,287.8,0.42,-999
1986,11,24,1.18,2.55,0.32,0.54,289.2,0.56,-999
1986,11,25,2.41,2.41,0.66,1.12,245,1.06,-999
1986,11,26,0.68,2.4,0.19,0.32,274.8,0.34,-999
1986,11,27,2.02,2.4,0.57,0.95,267.7,0.9,-999
1986,11,28,0.79,2.39,0.23,0.38,272.3,0.38,-999
1986,11,29,2.36,2.41,0.67,1.15,288.7,1.03,-999
1986,11,30,1.67,2.34,0.48,0.82,266.2,0.78,-999
1986,12,1,2.04,2.36,0.59,1.02,259.6,0.91,-999
1986,12,2,0.07,2.35,0.02,0.03,275,0.04,-999
1986,12,3,1.17,2.36,0.34,0.59,279.6,0.54,-999
1986,12,4,1.59,2.25,0.48,0.81,262.6,0.71,-999
1986,12,5,1.72,2.19,0.52,0.89,251.1,0.76,-999
1986,12,6,1.15,2.19,0.35,0.6,265,0.54,-999
1986,12,7,0.73,2.19,0.23,0.39,279.7,0.36,-999
1986,12,8,1.2,2.16,0.37,0.63,259.3,0.56,-999
1986,12,9,0.24,2.22,0.08,0.13,273.5,0.13,-999
1986,12,10,1.43,2.23,0.44,0.77,256.6,0.65,-999
1986,12,11,0.74,2.14,0.23,0.4,266.4,0.36,-999
1986,12,12,1.56,2.25,0.48,0.85,257.9,0.69,-999
1986,12,13,1.85,2.19,0.58,1.02,250.2,0.8,-999
1986,12,14,0.86,2.11,0.27,0.48,267.3,0.39,-999
1986,12,15,1.21,2.07,0.38,0.67,272.8,0.55,-999
1986,12,16,1.25,2.09,0.4,0.7,282.6,0.56,-999
1986,12,17,1.38,2.08,0.44,0.77,285.5,0.63,-999
1986,12,18,1.14,2.1,0.37,0.64,286.1,0.54,-999
1986,12,19,1.9,2.15,0.6,1.06,241.7,0.83,-999
1986,12,20,1.7,2.16,0.54,0.95,249.6,0.77,-999
1986,12,21,2.04,2.16,0.65,1.14,241.1,0.9,-999
1986,12,22,2.16,2.17,0.69,1.21,237.6,0.94,-999
1986,12,23,1.23,2.02,0.39,0.69,272.5,0.56,-999
1986,12,24,0.83,2.1,0.27,0.47,265.8,0.4,-999
1986,12,25,0.99,2.09,0.31,0.55,273.8,0.46,-999
1986,12,26,1.27,2.1,0.41,0.71,259.5,0.58,-999
1986,12,27,1.32,2.16,0.41,0.73,264.3,0.62,-999
1986,12,28,1.94,2.16,0.61,1.07,246,0.85,-999
1986,12,29,1.55,2.19,0.48,0.85,275,0.7,-999
1986,12,30,1.7,2.24,0.53,0.93,249.5,0.74,-999
1986,12,31,2.13,2.21,0.66,1.16,238.6,0.94,-999
1987,1,1,0.57,2.18,0.18,0.3,268.3,0.29,-999
1987,1,2,0.36,2.19,0.11,0.2,266.3,0.19,-999
1987,1,3,1.78,2.25,0.55,0.95,238,0.79,-999
1987,1,4,1.8,2.25,0.55,0.95,246.7,0.8,-999
1987,1,5,1.66,2.32,0.5,0.88,245.4,0.76,-999
1987,1,6,1.42,2.35,0.43,0.74,276.9,0.66,-999
1987,1,7,1.99,2.43,0.59,1.03,258.1,0.88,-999
1987,1,8,1.46,2.43,0.43,0.75,262.3,0.7,-999
1987,1,9,1.12,2.4,0.33,0.57,265.5,0.54,-999
1987,1,10,0.29,2.33,0.09,0.14,279,0.15,-999
1987,1,11,0.68,2.36,0.2,0.34,273.1,0.33,-999
1987,1,12,1.28,2.4,0.37,0.62,266.3,0.6,-999
1987,1,13,2.22,2.46,0.63,1.08,252.2,0.99,-999
1987,1,14,2.22,2.58,0.62,1.06,259.4,0.97,-999
1987,1,15,1.18,2.57,0.33,0.56,260,0.55,-999
1987,1,16,1.7,2.6,0.47,0.8,261.5,0.78,-999
1987,1,17,1.67,2.64,0.46,0.77,264.1,0.76,-999
1987,1,18,1.52,2.6,0.41,0.69,255.5,0.7,-999
1987,1,19,0.07,2.69,0.02,0.03,250,0.05,-999
1987,1,20,1.54,2.65,0.41,0.68,256.3,0.7,-999
1987,1,21,2.14,2.68,0.56,0.94,245.6,0.94,-999
1987,1,22,0.98,2.72,0.26,0.42,256.2,0.48,-999
1987,1,23,2.04,2.74,0.52,0.86,254.5,0.93,-999
1987,1,24,1.89,2.82,0.48,0.79,250.2,0.87,-999
1987,1,25,1.27,2.92,0.32,0.52,242,0.58,-999
1987,1,26,1.96,2.93,0.48,0.79,239.5,0.88,-999
1987,1,27,1.96,2.92,0.48,0.78,259.1,0.9,-999
1987,1,28,1.81,2.96,0.44,0.71,261.9,0.84,-999
1987,1,29,2.16,2.96,0.52,0.84,261,0.98,-999
1987,1,30,1.64,3.07,0.39,0.62,271.4,0.76,-999
1987,1,31,2.51,3.02,0.59,0.94,244.3,1.13,-999
1987,2,1,1.8,3.08,0.41,0.66,270.4,0.85,-999
1987,2,2,2.16,3.04,0.49,0.78,261.6,0.97,-999
1987,2,3,2.62,3.15,0.59,0.93,246.4,1.16,-999
1987,2,4,1.96,3.2,0.44,0.69,249,0.89,-999
1987,2,5,2.22,3.25,0.49,0.77,246.7,0.99,-999
1987,2,6,2.68,3.29,0.59,0.91,253.8,1.21,-999
1987,2,7,1.79,3.27,0.38,0.59,273,0.85,-999
1987,2,8,0.94,3.29,0.2,0.3,267.9,0.48,-999
1987,2,9,2.96,3.42,0.62,0.95,241.7,1.32,-999
1987,2,10,2,3.41,0.41,0.63,264.8,0.93,-999
1987,2,11,2.98,3.55,0.61,0.92,258.5,1.36,-999
1987,2,12,2.42,3.57,0.48,0.73,259.5,1.11,-999
1987,2,13,2.45,3.64,0.48,0.73,255.5,1.14,-999
1987,2,14,2.17,3.7,0.42,0.64,253.2,1.02,-999
1987,2,15,1.88,3.75,0.37,0.55,248,0.9,-999
