date,max_temperature,min_temperature,max_relative_humidity,min_relative_humidity,max_wind_speed,min_wind_speed,precipitation,rain,snow,snow_on_ground
1990-01-01,-1.72,-9.76,90.83,69.17,29.5,5.4,1.57,0.72,0.94,6.1
1990-01-02,-1.97,-10.02,90.53,68.83,29.64,5.56,1.39,0.57,0.93,6.2
1990-01-03,-2.13,-10.23,90.38,68.54,29.67,5.62,1.42,0.56,0.97,6.3
1990-01-04,-2.27,-10.46,90.16,67.97,30.04,5.78,1.36,0.52,0.94,6.3
1990-01-05,-2.44,-10.75,90.04,67.54,30.26,5.84,1.28,0.54,0.87,6.4
1990-01-06,-2.49,-10.91,89.95,67.36,30.34,5.82,1.34,0.54,0.98,6.4
1990-01-07,-2.57,-11.02,90.02,67.1,30.5,5.88,1.43,0.6,1.01,6.5
1990-01-08,-2.8,-11.31,89.86,66.76,30.88,5.98,1.4,0.56,1.03,6.7
1990-01-09,-2.96,-11.6,89.64,66.54,31.07,5.94,1.3,0.52,0.98,6.9
1990-01-10,-3.1,-11.72,89.54,66.2,31.26,6.05,1.3,0.54,0.96,7.1
1990-01-11,-3.2,-11.91,89.64,66.2,31.19,6.15,1.33,0.55,0.97,7.2
1990-01-12,-3.26,-12.0,89.65,66.29,31.06,6.08,1.38,0.56,1.01,7.3
1990-01-13,-3.3,-12.13,89.77,66.4,31.34,6.19,1.48,0.58,1.09,7.5
1990-01-14,-3.39,-12.31,89.61,66.29,31.38,6.23,1.46,0.57,1.08,7.7
1990-01-15,-3.31,-12.27,89.53,66.36,31.21,6.13,1.41,0.58,1.03,7.9
1990-01-16,-3.09,-12.08,89.67,66.34,31.25,6.2,1.46,0.53,1.15,8.1
1990-01-17,-2.97,-11.85,89.83,66.65,31.0,6.11,1.54,0.59,1.15,8.3
1990-01-18,-2.77,-11.69,90.07,66.69,31.17,6.1,1.57,0.64,1.13,8.5
1990-01-19,-2.6,-11.49,90.33,66.92,31.05,6.08,1.71,0.72,1.19,8.6
1990-01-20,-2.56,-11.35,90.44,67.12,31.05,6.02,1.73,0.69,1.23,8.8
1990-01-21,-2.62,-11.38,90.46,67.08,31.06,6.0,1.67,0.7,1.13,8.9
1990-01-22,-2.61,-11.36,90.31,67.17,31.06,5.92,1.63,0.68,1.11,9.0
1990-01-23,-2.5,-11.16,90.32,67.36,31.0,5.91,1.64,0.69,1.11,9.0
1990-01-24,-2.43,-10.96,90.29,67.39,31.14,6.09,1.68,0.7,1.14,8.9
1990-01-25,-2.32,-10.91,90.28,67.34,31.0,6.1,1.73,0.73,1.15,9.0
1990-01-26,-2.33,-10.97,90.21,67.25,31.01,6.08,1.8,0.8,1.16,9.1
1990-01-27,-2.4,-11.0,90.19,67.23,31.03,6.11,1.85,0.79,1.23,9.2
1990-01-28,-2.45,-11.04,90.07,66.97,30.96,6.13,1.8,0.79,1.17,9.3
1990-01-29,-2.45,-11.05,90.05,66.96,31.0,6.09,1.85,0.83,1.19,9.3
1990-01-30,-2.64,-11.18,89.93,66.82,30.8,6.11,1.85,0.8,1.23,9.4
1990-01-31,-2.82,-11.39,89.94,66.72,30.67,6.16,1.76,0.78,1.13,9.4
1990-02-01,-2.92,-11.69,89.72,66.3,30.67,6.15,1.64,0.68,1.1,9.4
1990-02-02,-3.12,-11.93,89.43,65.93,30.22,5.98,1.52,0.62,1.06,9.4
1990-02-03,-3.21,-12.13,89.25,65.66,29.91,5.89,1.43,0.56,0.99,9.4
1990-02-04,-3.16,-12.21,89.27,65.61,29.64,5.93,1.4,0.56,0.97,9.3
1990-02-05,-3.11,-12.2,89.28,65.43,29.61,5.82,1.48,0.58,1.01,9.2
1990-02-06,-3.09,-12.25,89.34,65.26,29.7,5.89,1.52,0.57,1.03,9.1
1990-02-07,-3.03,-12.22,89.33,64.95,29.54,5.92,1.52,0.57,1.02,9.1
1990-02-08,-2.95,-12.1,89.37,65.01,29.11,5.75,1.54,0.62,1.0,9.0
1990-02-09,-2.94,-12.1,89.35,64.95,28.97,5.66,1.46,0.56,0.98,8.9
1990-02-10,-2.81,-11.98,89.27,64.84,28.95,5.6,1.34,0.48,0.93,8.7
1990-02-11,-2.52,-11.72,89.38,64.82,28.7,5.45,1.3,0.51,0.85,8.5
1990-02-12,-2.29,-11.37,89.62,65.23,28.61,5.31,1.34,0.5,0.88,8.3
1990-02-13,-2.13,-11.09,89.78,65.39,28.61,5.26,1.3,0.5,0.83,8.1
1990-02-14,-1.87,-10.88,89.88,65.45,28.78,5.24,1.34,0.55,0.81,7.8
1990-02-15,-1.56,-10.54,89.9,65.48,29.06,5.24,1.42,0.67,0.76,7.5
1990-02-16,-1.3,-10.16,90.06,65.65,29.02,5.23,1.55,0.8,0.76,7.2
1990-02-17,-1.04,-9.8,90.33,65.87,29.04,5.29,1.69,0.9,0.81,6.9
1990-02-18,-0.92,-9.63,90.39,66.04,29.36,5.39,1.78,0.84,0.94,6.6
1990-02-19,-0.85,-9.46,90.32,65.84,29.43,5.45,1.79,0.84,0.94,6.6
1990-02-20,-0.68,-9.28,90.3,65.64,29.42,5.54,1.72,0.83,0.89,6.4
1990-02-21,-0.47,-9.07,90.36,65.54,29.32,5.46,1.64,0.81,0.83,6.3
1990-02-22,-0.35,-8.95,90.4,65.56,29.57,5.45,1.62,0.83,0.81,6.1
1990-02-23,-0.23,-8.84,90.48,65.35,29.71,5.4,1.6,0.78,0.8,6.0
1990-02-24,-0.07,-8.66,90.49,65.25,29.76,5.39,1.66,0.78,0.8,5.8
1990-02-25,0.04,-8.43,90.7,65.26,29.76,5.35,1.95,0.97,0.88,5.7
1990-02-26,0.15,-8.26,90.75,65.13,29.99,5.41,1.91,0.98,0.84,5.6
1990-02-27,0.33,-8.13,90.72,64.61,30.09,5.46,2.0,1.07,0.83,5.5
1990-02-28,0.44,-8.06,90.57,64.12,30.16,5.65,2.0,1.05,0.86,5.4
1990-03-01,0.53,-7.99,90.37,63.44,30.03,5.62,2.02,1.01,0.89,5.3
1990-03-02,0.54,-7.98,90.26,63.17,29.64,5.49,1.95,0.94,0.89,5.3
1990-03-03,0.67,-7.96,90.24,62.87,29.53,5.33,1.89,0.83,0.95,5.3
1990-03-04,0.75,-7.93,90.09,62.69,29.58,5.35,1.76,0.79,0.87,5.4
1990-03-05,0.97,-7.74,90.13,62.54,29.48,5.19,1.74,0.88,0.81,5.3
1990-03-06,1.24,-7.47,90.23,62.46,29.32,5.07,1.85,0.93,0.82,5.1
1990-03-07,1.46,-7.21,90.39,62.65,29.31,5.08,1.95,1.02,0.82,5.0
1990-03-08,1.68,-6.95,90.29,62.38,29.3,5.19,1.92,0.98,0.83,4.8
1990-03-09,1.89,-6.78,90.41,62.27,29.38,5.29,1.97,1.05,0.84,4.5
1990-03-10,2.05,-6.61,90.3,61.95,29.62,5.43,2.08,1.16,0.88,4.3
1990-03-11,2.25,-6.53,90.4,61.68,29.75,5.48,2.13,1.21,0.89,4.2
1990-03-12,2.45,-6.46,90.27,61.14,29.74,5.51,1.92,1.06,0.83,4.0
1990-03-13,2.54,-6.41,90.21,61.02,29.41,5.36,1.86,1.0,0.82,3.8
1990-03-14,2.62,-6.32,90.24,61.2,29.52,5.42,1.99,1.11,0.85,3.6
1990-03-15,2.73,-6.13,90.39,61.26,29.28,5.31,2.05,1.17,0.85,3.4
1990-03-16,3.04,-5.87,90.56,61.14,29.25,5.24,1.98,1.16,0.81,3.2
1990-03-17,3.28,-5.66,90.66,60.84,29.71,5.37,2.0,1.19,0.8,3.0
1990-03-18,3.49,-5.49,90.54,60.56,29.71,5.47,2.01,1.24,0.74,2.7
1990-03-19,3.78,-5.24,90.5,60.13,29.89,5.56,1.98,1.22,0.72,2.5
1990-03-20,4.05,-5.04,90.35,59.62,29.84,5.52,1.85,1.14,0.65,2.3
1990-03-21,4.34,-4.85,90.2,59.26,29.92,5.37,1.74,1.13,0.58,2.1
1990-03-22,4.7,-4.6,89.99,58.62,30.07,5.4,1.62,1.07,0.53,1.8
1990-03-23,5.03,-4.35,90.0,58.46,30.11,5.33,1.72,1.17,0.53,1.6
1990-03-24,5.32,-4.12,89.96,58.14,29.81,5.09,1.72,1.2,0.5,1.5
1990-03-25,5.63,-3.83,90.09,57.95,29.74,4.85,1.69,1.18,0.49,1.4
1990-03-26,5.95,-3.46,90.29,58.06,29.9,4.77,1.84,1.32,0.49,1.3
1990-03-27,6.2,-3.2,90.35,57.99,30.17,4.82,1.97,1.43,0.52,1.2
1990-03-28,6.47,-2.93,90.34,57.77,30.8,4.97,2.09,1.56,0.51,1.2
1990-03-29,6.77,-2.66,90.21,57.44,31.04,5.02,1.97,1.51,0.43,1.1
1990-03-30,7.04,-2.47,90.07,56.9,31.38,5.06,2.02,1.58,0.41,1.0
1990-03-31,7.24,-2.27,90.01,56.7,31.53,5.23,2.05,1.61,0.41,0.9
1990-04-01,7.41,-2.1,89.6,56.18,31.51,5.35,2.04,1.58,0.43,0.8
1990-04-02,7.6,-1.95,89.52,55.37,31.86,5.38,2.02,1.56,0.43,0.7
1990-04-03,7.81,-1.78,89.36,54.89,31.93,5.25,2.01,1.57,0.41,0.7
1990-04-04,8.07,-1.63,89.34,54.29,31.94,5.27,2.04,1.6,0.41,0.6
1990-04-05,8.33,-1.48,89.16,53.35,31.96,5.3,2.06,1.63,0.41,0.6
1990-04-06,8.5,-1.33,89.19,53.08,31.96,5.23,2.17,1.71,0.42,0.5
1990-04-07,8.77,-1.19,89.2,52.44,32.07,5.15,2.32,1.88,0.41,0.5
1990-04-08,9.05,-0.95,89.08,52.01,32.2,5.25,2.26,1.84,0.38,0.5
1990-04-09,9.39,-0.81,88.96,51.61,32.06,5.27,2.25,1.91,0.33,0.4
1990-04-10,9.8,-0.64,88.78,50.83,31.88,5.17,2.12,1.8,0.31,0.4
1990-04-11,10.13,-0.47,88.58,50.31,31.68,5.02,2.0,1.75,0.25,0.3
1990-04-12,10.48,-0.31,88.36,49.46,31.0,4.84,1.94,1.72,0.22,0.3
1990-04-13,10.85,-0.12,88.33,48.64,30.66,4.66,2.0,1.78,0.22,0.2
1990-04-14,11.29,0.08,88.14,48.2,30.6,4.48,1.95,1.75,0.19,0.2
1990-04-15,11.63,0.37,88.03,47.64,30.54,4.36,1.96,1.82,0.15,0.1
1990-04-16,11.98,0.68,88.34,47.56,30.45,4.12,2.06,1.93,0.13,0.1
1990-04-17,12.29,0.99,88.4,47.6,30.24,4.07,2.06,1.97,0.1,0.1
1990-04-18,12.61,1.25,88.35,47.32,29.87,4.03,2.11,2.0,0.11,0.0
1990-04-19,12.9,1.51,88.16,47.14,29.65,3.96,2.14,2.0,0.12,0.0
1990-04-20,13.17,1.68,88.24,47.22,29.56,3.92,2.16,2.02,0.13,0.0
1990-04-21,13.38,1.82,88.14,47.05,29.33,3.89,2.18,2.06,0.1,0.0
1990-04-22,13.51,1.94,88.03,47.03,28.9,3.88,1.98,1.86,0.1,0.0
1990-04-23,13.8,2.07,88.05,47.0,28.8,3.76,2.03,1.91,0.1,0.0
1990-04-24,13.9,2.26,88.0,46.8,28.83,3.77,1.96,1.85,0.09,0.0
1990-04-25,13.96,2.36,87.92,46.69,28.71,3.76,1.99,1.9,0.07,0.0
1990-04-26,14.08,2.49,87.84,46.25,28.8,3.9,1.92,1.83,0.07,0.0
1990-04-27,14.25,2.56,87.65,45.88,28.77,3.86,1.91,1.82,0.07,0.0
1990-04-28,14.49,2.68,87.49,45.6,28.8,3.78,1.79,1.71,0.06,0.0
1990-04-29,14.66,2.83,87.56,45.23,28.52,3.77,1.89,1.81,0.06,0.0
1990-04-30,14.81,2.88,87.48,45.06,28.49,3.72,1.93,1.84,0.07,0.0
1990-05-01,15.0,2.99,87.64,45.31,28.39,3.66,2.03,1.95,0.05,0.0
1990-05-02,15.27,3.2,87.57,45.48,28.56,3.67,2.07,2.0,0.05,0.0
1990-05-03,15.56,3.36,87.5,45.2,28.69,3.65,2.09,2.05,0.03,0.0
1990-05-04,15.74,3.54,87.51,45.37,28.76,3.65,2.16,2.15,0.01,0.0
1990-05-05,15.83,3.69,87.66,45.84,28.6,3.59,2.29,2.27,0.01,0.0
1990-05-06,15.98,3.81,87.74,45.69,28.42,3.53,2.24,2.22,0.01,0.0
1990-05-07,16.21,4.01,87.91,45.69,28.4,3.45,2.26,2.24,0.01,0.0
1990-05-08,16.37,4.19,87.97,45.75,28.19,3.48,2.3,2.28,0.01,0.0
1990-05-09,16.74,4.45,88.03,45.84,28.08,3.43,2.49,2.48,0.01,0.0
1990-05-10,17.05,4.74,87.97,45.88,27.87,3.39,2.42,2.41,0.01,0.0
1990-05-11,17.36,5.01,88.16,46.29,27.48,3.19,2.64,2.62,0.01,0.0
1990-05-12,17.75,5.4,88.48,46.75,27.63,3.2,2.69,2.67,0.01,0.0
1990-05-13,17.94,5.71,88.7,47.27,27.52,3.15,2.76,2.75,0.01,0.0
1990-05-14,18.15,5.94,88.84,47.68,27.21,3.07,2.55,2.54,0.01,0.0
1990-05-15,18.48,6.23,88.89,47.94,26.82,2.96,2.48,2.47,0.0,0.0
1990-05-16,18.8,6.46,88.75,47.45,26.43,2.92,2.28,2.28,0.0,0.0
1990-05-17,19.06,6.65,88.67,47.14,25.96,2.79,2.2,2.2,0.0,0.0
1990-05-18,19.22,6.9,88.97,47.52,25.86,2.78,2.24,2.23,0.0,0.0
1990-05-19,19.42,7.09,89.22,47.7,25.65,2.86,2.19,2.19,0.0,0.0
1990-05-20,19.64,7.27,89.1,47.44,25.59,2.9,2.04,2.04,0.0,0.0
1990-05-21,19.92,7.5,89.02,47.44,25.5,2.84,2.14,2.14,0.0,0.0
1990-05-22,20.08,7.73,88.93,47.6,25.35,2.84,2.14,2.13,0.0,0.0
1990-05-23,20.34,7.94,88.89,47.65,25.26,2.82,2.02,2.02,0.0,0.0
1990-05-24,20.49,8.12,88.95,47.84,25.13,2.84,1.89,1.88,0.0,0.0
1990-05-25,20.58,8.22,89.22,48.28,25.08,2.82,1.97,1.97,0.0,0.0
1990-05-26,20.71,8.29,89.32,48.06,25.02,2.77,1.8,1.8,0.0,0.0
1990-05-27,20.73,8.3,89.33,47.99,24.59,2.68,1.72,1.72,0.0,0.0
1990-05-28,20.95,8.32,89.21,47.48,24.43,2.71,1.62,1.62,0.0,0.0
1990-05-29,21.14,8.55,89.1,47.43,24.44,2.69,1.71,1.71,0.0,0.0
1990-05-30,21.28,8.73,89.29,47.6,24.55,2.68,1.79,1.79,0.0,0.0
1990-05-31,21.45,8.99,89.43,48.0,24.61,2.71,1.97,1.97,0.0,0.0
1990-06-01,21.63,9.19,89.63,48.33,24.63,2.64,1.97,1.97,0.0,0.0
1990-06-02,21.83,9.3,89.6,48.34,24.59,2.62,1.89,1.89,0.0,0.0
1990-06-03,22.04,9.44,89.49,48.06,24.75,2.55,1.98,1.98,0.0,0.0
1990-06-04,22.23,9.57,89.46,47.86,24.7,2.5,1.98,1.98,0.0,0.0
1990-06-05,22.39,9.74,89.56,48.11,24.83,2.5,1.87,1.87,0.0,0.0
1990-06-06,22.56,9.89,89.54,48.18,24.86,2.52,1.93,1.93,0.0,0.0
1990-06-07,22.7,10.01,89.65,48.03,24.96,2.54,1.94,1.94,0.0,0.0
1990-06-08,22.78,10.15,89.58,48.23,24.96,2.44,1.96,1.96,0.0,0.0
1990-06-09,22.93,10.33,89.48,48.08,24.89,2.52,1.91,1.91,0.0,0.0
1990-06-10,23.03,10.52,89.46,48.39,24.85,2.54,2.0,2.0,0.0,0.0
1990-06-11,23.17,10.68,89.5,48.52,25.01,2.5,2.02,2.02,0.0,0.0
1990-06-12,23.24,10.85,89.63,49.17,25.18,2.46,2.31,2.31,0.0,0.0
1990-06-13,23.33,10.89,89.65,49.17,25.28,2.48,2.26,2.26,0.0,0.0
1990-06-14,23.36,10.93,89.61,49.21,25.07,2.44,2.29,2.29,0.0,0.0
1990-06-15,23.45,10.97,89.53,49.24,25.13,2.46,2.35,2.35,0.0,0.0
1990-06-16,23.58,11.05,89.64,49.13,25.02,2.5,2.45,2.45,0.0,0.0
1990-06-17,23.62,11.19,89.79,49.19,24.91,2.46,2.5,2.5,0.0,0.0
1990-06-18,23.68,11.34,89.94,49.38,24.82,2.36,2.51,2.51,0.0,0.0
1990-06-19,23.87,11.53,90.01,49.38,24.63,2.41,2.53,2.53,0.0,0.0
1990-06-20,24.02,11.67,90.04,49.18,24.58,2.4,2.59,2.59,0.0,0.0
1990-06-21,24.18,11.77,90.23,49.11,24.59,2.3,2.55,2.55,0.0,0.0
1990-06-22,24.3,11.94,90.31,49.36,24.76,2.27,2.69,2.69,0.0,0.0
1990-06-23,24.46,12.06,90.39,49.04,24.8,2.36,2.6,2.6,0.0,0.0
1990-06-24,24.64,12.18,90.44,48.66,24.81,2.28,2.57,2.57,0.0,0.0
1990-06-25,24.82,12.33,90.4,48.45,24.9,2.3,2.6,2.6,0.0,0.0
1990-06-26,24.92,12.48,90.39,48.44,24.85,2.32,2.63,2.63,0.0,0.0
1990-06-27,24.99,12.57,90.38,47.99,24.56,2.36,2.34,2.34,0.0,0.0
1990-06-28,25.12,12.66,90.36,48.02,24.42,2.44,2.52,2.52,0.0,0.0
1990-06-29,25.3,12.74,90.38,47.56,24.34,2.44,2.49,2.49,0.0,0.0
1990-06-30,25.47,12.85,90.32,47.17,24.36,2.35,2.27,2.27,0.0,0.0
1990-07-01,25.61,12.99,90.08,47.02,24.4,2.33,2.13,2.13,0.0,0.0
1990-07-02,25.82,13.12,89.96,46.83,24.3,2.26,2.14,2.14,0.0,0.0
1990-07-03,25.99,13.28,89.85,46.75,24.21,2.3,2.01,2.01,0.0,0.0
1990-07-04,26.09,13.38,89.98,46.82,24.36,2.27,1.99,1.99,0.0,0.0
1990-07-05,26.17,13.45,89.95,46.74,24.26,2.31,2.09,2.09,0.0,0.0
1990-07-06,26.3,13.55,89.87,46.53,24.33,2.44,2.2,2.2,0.0,0.0
1990-07-07,26.36,13.62,89.7,46.28,24.12,2.52,2.13,2.13,0.0,0.0
1990-07-08,26.46,13.65,89.71,46.17,23.98,2.48,2.36,2.36,0.0,0.0
1990-07-09,26.55,13.72,89.7,46.26,23.9,2.44,2.31,2.31,0.0,0.0
1990-07-10,26.65,13.8,89.76,46.32,23.72,2.36,2.17,2.17,0.0,0.0
1990-07-11,26.9,13.96,89.74,46.16,23.67,2.3,2.26,2.26,0.0,0.0
1990-07-12,27.01,14.17,89.8,46.54,23.75,2.29,2.38,2.38,0.0,0.0
1990-07-13,27.06,14.36,89.95,46.83,23.71,2.21,2.38,2.38,0.0,0.0
1990-07-14,27.12,14.5,89.99,47.04,23.82,2.21,2.27,2.27,0.0,0.0
1990-07-15,27.17,14.55,90.02,47.06,23.64,2.22,2.31,2.31,0.0,0.0
1990-07-16,27.19,14.58,90.18,47.14,23.48,2.22,2.36,2.36,0.0,0.0
1990-07-17,27.21,14.63,90.34,47.28,23.47,2.25,2.43,2.43,0.0,0.0
1990-07-18,27.27,14.71,90.56,47.38,23.51,2.27,2.55,2.55,0.0,0.0
1990-07-19,27.23,14.77,90.7,47.82,23.44,2.26,2.65,2.65,0.0,0.0
1990-07-20,27.24,14.81,90.79,47.96,23.42,2.23,2.52,2.52,0.0,0.0
1990-07-21,27.17,14.81,90.86,48.18,23.36,2.15,2.7,2.7,0.0,0.0
1990-07-22,27.16,14.78,91.01,48.09,23.31,2.06,2.67,2.67,0.0,0.0
1990-07-23,27.08,14.75,90.99,48.18,23.06,1.97,2.48,2.48,0.0,0.0
1990-07-24,27.0,14.72,91.08,48.54,23.01,1.92,2.78,2.78,0.0,0.0
1990-07-25,26.95,14.71,91.1,48.58,23.03,1.98,2.81,2.81,0.0,0.0
1990-07-26,26.8,14.66,91.31,49.02,22.98,2.01,2.88,2.88,0.0,0.0
1990-07-27,26.78,14.62,91.57,48.82,22.89,1.96,2.87,2.87,0.0,0.0
1990-07-28,26.78,14.56,91.63,48.69,22.82,1.96,2.8,2.8,0.0,0.0
1990-07-29,26.76,14.54,91.81,48.86,22.87,1.99,2.86,2.86,0.0,0.0
1990-07-30,26.71,14.54,92.02,49.02,22.81,1.97,2.93,2.93,0.0,0.0
1990-07-31,26.66,14.54,92.2,49.28,22.77,1.91,3.1,3.1,0.0,0.0
1990-08-01,26.57,14.55,92.31,49.68,22.7,1.89,3.07,3.07,0.0,0.0
1990-08-02,26.47,14.48,92.38,49.9,22.69,1.89,3.03,3.03,0.0,0.0
1990-08-03,26.38,14.41,92.43,49.81,22.71,1.91,2.94,2.94,0.0,0.0
1990-08-04,26.24,14.31,92.59,49.85,22.68,1.94,3.06,3.06,0.0,0.0
1990-08-05,26.16,14.19,92.67,49.7,22.55,1.94,2.7,2.7,0.0,0.0
1990-08-06,26.15,14.14,92.72,49.96,22.36,1.9,2.7,2.7,0.0,0.0
1990-08-07,26.15,14.13,92.88,50.09,22.59,1.94,2.76,2.76,0.0,0.0
1990-08-08,26.12,14.11,92.95,50.08,22.68,2.03,2.65,2.65,0.0,0.0
1990-08-09,26.07,14.03,93.04,50.12,22.74,2.04,2.67,2.67,0.0,0.0
1990-08-10,26.04,13.92,92.88,49.82,22.82,2.07,2.4,2.4,0.0,0.0
1990-08-11,25.93,13.75,92.76,49.79,22.74,2.12,2.37,2.37,0.0,0.0
1990-08-12,25.88,13.58,92.89,49.68,22.83,2.09,2.38,2.38,0.0,0.0
1990-08-13,25.77,13.46,92.89,49.56,22.8,2.06,2.27,2.27,0.0,0.0
1990-08-14,25.63,13.28,92.95,49.58,22.87,2.03,2.21,2.21,0.0,0.0
1990-08-15,25.45,13.1,93.06,49.63,22.86,2.06,2.38,2.38,0.0,0.0
1990-08-16,25.29,12.94,93.16,49.6,22.88,2.13,2.36,2.36,0.0,0.0
1990-08-17,25.19,12.79,93.17,49.56,22.72,2.1,2.37,2.37,0.0,0.0
1990-08-18,25.18,12.7,93.18,49.45,22.56,2.08,2.41,2.41,0.0,0.0
1990-08-19,25.23,12.7,93.26,49.65,22.42,2.03,2.46,2.46,0.0,0.0
1990-08-20,25.23,12.77,93.34,50.07,22.5,2.0,2.6,2.6,0.0,0.0
1990-08-21,25.12,12.78,93.4,50.56,22.65,2.11,2.71,2.71,0.0,0.0
1990-08-22,25.06,12.77,93.46,50.6,22.53,2.12,2.63,2.63,0.0,0.0
1990-08-23,25.01,12.72,93.56,50.74,22.51,2.09,2.74,2.74,0.0,0.0
1990-08-24,24.91,12.65,93.55,50.78,22.48,2.12,2.66,2.66,0.0,0.0
1990-08-25,24.82,12.59,93.73,51.1,22.29,2.06,2.77,2.77,0.0,0.0
1990-08-26,24.73,12.55,93.83,51.5,22.36,2.04,2.82,2.82,0.0,0.0
1990-08-27,24.6,12.54,93.9,51.98,22.24,2.12,2.83,2.83,0.0,0.0
1990-08-28,24.57,12.54,93.9,52.35,22.34,2.16,2.95,2.95,0.0,0.0
1990-08-29,24.5,12.57,93.96,52.71,22.42,2.25,2.96,2.96,0.0,0.0
1990-08-30,24.47,12.51,93.94,52.61,22.5,2.31,2.56,2.56,0.0,0.0
1990-08-31,24.42,12.41,93.82,52.4,22.46,2.21,2.4,2.4,0.0,0.0
1990-09-01,24.4,12.36,93.78,52.39,22.44,2.14,2.33,2.33,0.0,0.0
1990-09-02,24.32,12.28,93.83,52.7,22.67,2.12,2.3,2.3,0.0,0.0
1990-09-03,24.17,12.15,93.76,52.56,23.0,2.21,2.24,2.24,0.0,0.0
1990-09-04,23.97,11.94,93.68,52.45,23.13,2.28,2.24,2.24,0.0,0.0
1990-09-05,23.77,11.66,93.7,52.06,23.15,2.23,2.09,2.09,0.0,0.0
1990-09-06,23.53,11.43,93.61,52.27,23.37,2.31,2.32,2.32,0.0,0.0
1990-09-07,23.3,11.16,93.56,52.01,23.59,2.43,2.24,2.24,0.0,0.0
1990-09-08,23.03,10.88,93.54,51.99,23.69,2.46,2.26,2.26,0.0,0.0
1990-09-09,22.68,10.6,93.48,52.02,23.71,2.52,2.23,2.23,0.0,0.0
1990-09-10,22.46,10.33,93.59,52.13,23.81,2.48,2.38,2.38,0.0,0.0
1990-09-11,22.27,10.15,93.7,52.26,23.89,2.45,2.44,2.44,0.0,0.0
1990-09-12,22.01,10.01,93.7,52.59,23.74,2.43,2.35,2.35,0.0,0.0
1990-09-13,21.8,9.89,93.73,53.03,23.86,2.42,2.29,2.29,0.0,0.0
1990-09-14,21.55,9.74,93.74,53.61,23.88,2.36,2.48,2.48,0.0,0.0
1990-09-15,21.29,9.6,93.9,54.14,23.99,2.44,2.75,2.75,0.0,0.0
1990-09-16,20.94,9.34,94.03,54.42,24.29,2.49,2.75,2.75,0.0,0.0
1990-09-17,20.56,9.09,94.04,54.52,24.22,2.51,2.86,2.86,0.0,0.0
1990-09-18,20.26,8.86,94.15,54.92,24.06,2.42,2.73,2.73,0.0,0.0
1990-09-19,20.03,8.72,94.24,55.36,24.2,2.36,2.72,2.72,0.0,0.0
1990-09-20,19.81,8.57,94.22,55.5,24.37,2.48,2.74,2.74,0.0,0.0
1990-09-21,19.47,8.31,94.36,55.61,24.25,2.47,2.62,2.62,0.0,0.0
1990-09-22,19.19,8.13,94.42,56.29,24.13,2.39,2.59,2.59,0.0,0.0
1990-09-23,19.05,8.0,94.58,56.63,24.08,2.28,2.61,2.61,0.0,0.0
1990-09-24,18.98,7.88,94.72,56.86,24.16,2.29,2.67,2.67,0.0,0.0
1990-09-25,18.79,7.76,94.7,57.16,24.24,2.42,2.57,2.57,0.0,0.0
1990-09-26,18.54,7.56,94.42,57.09,24.69,2.55,2.46,2.46,0.0,0.0
1990-09-27,18.22,7.23,94.42,57.05,24.93,2.54,2.54,2.54,0.0,0.0
1990-09-28,17.94,6.87,94.32,56.74,25.05,2.54,2.55,2.55,0.0,0.0
1990-09-29,17.69,6.57,94.26,56.47,25.4,2.67,2.54,2.54,0.0,0.0
1990-09-30,17.37,6.27,94.09,56.41,25.48,2.68,2.39,2.39,0.0,0.0
1990-10-01,17.14,6.09,93.95,56.44,25.36,2.78,2.44,2.44,0.0,0.0
1990-10-02,16.92,5.92,93.86,56.63,25.4,2.88,2.31,2.3,0.0,0.0
1990-10-03,16.68,5.66,93.75,56.62,25.4,2.88,2.28,2.28,0.0,0.0
1990-10-04,16.44,5.44,93.73,56.58,25.14,2.89,2.14,2.13,0.0,0.0
1990-10-05,16.22,5.25,93.81,56.85,25.1,2.84,2.12,2.12,0.0,0.0
1990-10-06,16.16,5.08,93.81,56.87,25.15,2.75,2.06,2.06,0.0,0.0
1990-10-07,16.04,4.98,93.7,56.45,25.25,2.79,1.91,1.9,0.0,0.0
1990-10-08,15.89,4.92,93.61,56.53,25.34,2.8,1.91,1.9,0.0,0.0
1990-10-09,15.61,4.75,93.44,56.62,25.55,2.93,1.8,1.8,0.0,0.0
1990-10-10,15.35,4.52,93.24,56.58,25.54,2.94,1.75,1.75,0.0,0.0
1990-10-11,15.18,4.31,93.35,56.68,25.34,2.84,1.74,1.73,0.0,0.0
1990-10-12,14.98,4.14,93.43,56.75,25.16,2.93,1.77,1.76,0.01,0.0
1990-10-13,14.76,4.01,93.39,56.82,25.1,3.03,1.83,1.82,0.01,0.0
1990-10-14,14.52,3.89,93.39,57.09,24.95,3.02,1.92,1.89,0.03,0.0
1990-10-15,14.4,3.84,93.46,57.27,24.76,3.03,2.06,2.0,0.05,0.0
1990-10-16,14.24,3.66,93.52,57.42,24.85,3.03,2.03,1.97,0.05,0.0
1990-10-17,14.04,3.44,93.61,57.49,24.83,3.07,2.0,1.95,0.05,0.1
1990-10-18,13.88,3.37,93.63,57.77,24.94,3.19,2.04,1.97,0.07,0.1
1990-10-19,13.68,3.24,93.63,57.95,24.98,3.28,2.04,1.97,0.07,0.1
1990-10-20,13.49,3.13,93.49,57.93,24.84,3.22,2.08,2.01,0.07,0.1
