date,max_temperature,min_temperature,max_relative_humidity,min_relative_humidity,max_wind_speed,min_wind_speed,precipitation,rain,snow,snow_on_ground
2017-09-01,22.02,11.3,90.16,52.57,24.89,3.24,69.97,69.97,0.0,0.0
2017-10-01,14.53,5.12,90.22,55.9,27.01,4.4,62.87,62.64,0.2,0.0
2017-11-01,7.94,0.08,89.4,60.71,28.72,5.25,65.46,59.02,6.92,0.4
2017-12-01,1.81,-5.2,88.9,64.1,29.53,5.74,56.13,33.72,23.45,2.8
2018-01-01,-0.93,-8.67,87.6,62.88,30.92,6.33,53.47,29.97,26.22,5.1
2018-02-01,-0.44,-8.73,85.31,59.16,30.9,5.88,48.27,23.01,26.61,6.1
2018-03-01,4.74,-4.23,83.86,52.22,30.03,5.76,47.15,31.53,16.06,2.9
2018-04-01,12.14,1.91,81.82,45.65,30.64,5.06,74.75,68.6,4.92,0.3
2018-05-01,19.14,8.05,83.3,45.77,27.61,3.58,76.56,76.5,0.03,0.0
2018-06-01,24.48,13.67,85.07,48.6,25.96,3.52,77.44,77.44,0.0,0.0
2018-07-01,27.28,16.33,85.45,46.99,25.44,3.34,75.59,75.59,0.0,0.0
2018-08-01,26.31,15.65,88.23,49.96,23.9,3.13,66.67,66.67,0.0,0.0
2018-09-01,22.14,11.4,89.82,52.18,24.97,3.3,67.36,67.36,0.0,0.0
2018-10-01,14.74,5.33,89.96,55.77,27.14,4.5,63.19,63.0,0.17,0.0
2018-11-01,7.93,0.11,89.09,60.39,28.85,5.32,64.68,58.38,6.77,0.4
2018-12-01,1.67,-5.39,88.5,63.6,29.52,5.8,55.9,32.94,24.33,3.0
2019-01-01,-0.97,-8.7,87.36,62.89,30.89,6.27,54.82,30.77,26.77,5.3
2019-02-01,-0.3,-8.55,85.15,58.98,30.89,5.79,48.3,23.84,25.84,6.0
2019-03-01,4.75,-4.18,83.55,51.85,30.13,5.9,47.45,31.71,16.27,2.9
2019-04-01,12.05,1.84,81.52,45.38,30.74,5.15,77.93,70.26,5.26,0.4
2019-05-01,19.23,8.16,83.05,45.65,27.68,3.61,77.42,77.36,0.03,0.0
2019-06-01,24.47,13.81,85.15,48.99,26.0,3.49,78.28,78.28,0.0,0.0
2019-07-01,27.25,16.39,85.28,47.16,25.62,3.43,74.06,74.06,0.0,0.0
2019-08-01,26.32,15.76,88.11,50.24,23.99,3.2,69.37,69.37,0.0,0.0
2019-09-01,22.22,11.55,89.67,52.34,24.99,3.34,66.68,66.68,0.0,0.0
2019-10-01,14.78,5.4,89.74,55.8,27.17,4.51,63.27,62.97,0.25,0.0
2019-11-01,7.81,0.03,88.93,60.25,28.82,5.33,66.25,59.25,7.29,0.4
2019-12-01,1.72,-5.26,88.37,63.63,29.35,5.78,56.58,33.9,23.99,3.0
2020-01-01,-1.1,-8.86,87.06,62.76,30.85,6.39,56.21,30.64,28.51,5.5
2020-02-01,-0.23,-8.47,85.08,59.15,30.94,5.86,50.2,24.98,26.54,6.2
2020-03-01,4.77,-4.14,83.07,51.6,30.27,5.97,48.34,33.03,15.98,3.0
2020-04-01,12.06,1.91,81.31,45.51,30.85,5.25,79.67,72.12,5.08,0.4
2020-05-01,19.16,8.15,83.08,45.85,27.8,3.68,78.03,78.01,0.01,0.0
2020-06-01,24.46,13.8,84.87,48.66,26.25,3.6,78.74,78.74,0.0,0.0
2020-07-01,27.28,16.49,85.22,47.38,25.86,3.56,75.19,75.19,0.0,0.0
2020-08-01,26.35,15.84,87.87,50.08,24.44,3.37,69.53,69.53,0.0,0.0
2020-09-01,22.25,11.65,89.57,52.36,25.19,3.48,66.75,66.75,0.0,0.0
2020-10-01,14.77,5.46,89.65,55.83,27.35,4.61,65.27,64.98,0.25,0.0
2020-11-01,7.74,0.03,88.91,60.23,28.63,5.43,64.99,57.41,7.77,0.6
2020-12-01,1.99,-4.91,88.35,63.72,29.48,5.88,58.16,35.2,23.94,2.9
