date,max_temperature,min_temperature,max_relative_humidity,min_relative_humidity,max_wind_speed,min_wind_speed,rain,precipitation,snow,snow_on_ground
1994-01-20,-13.9,-23.2,75,61,30,11,0.0,0.0,0.0,20.0
1994-01-21,-8.8,-19.1,79,59,37,11,0.0,0.0,0.0,20.0
1994-01-22,-6.2,-13.2,84,48,39,0,0.0,0.2,0.4,19.0
1994-01-23,2.3,-10.3,99,71,28,0,0.4,1.2,1.0,18.0
1994-01-24,2.0,-7.5,93,75,33,7,0.0,0.0,0.0,10.0
1994-01-25,-6.4,-17.0,80,58,30,7,0.0,1.4,1.4,9.0
1994-01-26,-16.5,-22.6,81,50,31,19,0.0,0.4,0.4,11.0
1994-01-27,0.8,-20.6,94,66,30,9,15.4,16.4,2.4,12.0
1994-01-28,4.5,-4.5,100,74,44,0,14.8,15.2,1.0,7.0
1994-01-29,-4.5,-14.1,83,65,28,0,0.0,0.2,0.6,7.0
1994-01-30,-14.1,-21.0,79,55,28,11,0.0,0.0,0.0,7.0
1994-01-31,-11.2,-22.5,82,49,19,0,0.0,0.0,0.0,7.0
1994-02-01,-10.5,-18.7,85,60,26,6,0.0,0.0,0.0,6.0
1994-02-02,-4.5,-17.7,84,63,39,7,0.0,0.0,0.0,6.0
1994-02-03,-4.7,-11.8,90,57,44,19,0.0,0.4,1.6,8.0
1994-02-04,-4.9,-11.5,78,65,33,0,0.0,0.0,0.0,7.0
1994-02-05,-2.8,-12.8,81,62,26,0,0.0,0.0,0.0,6.0
1994-02-06,-2.8,-13.2,89,63,33,0,0.0,0.0,0.0,6.0
1994-02-07,-11.4,-16.8,71,46,26,0,0.0,0.0,0.0,5.0
1994-02-08,-14.0,-18.8,78,56,33,17,0.0,2.6,5.2,5.0
1994-02-09,-14.9,-20.3,78,62,32,15,0.0,0.2,0.4,9.0
1994-02-10,-11.6,-23.5,80,54,22,0,0.0,2.8,3.0,8.0
1994-02-11,-8.3,-18.2,85,62,22,6,0.0,0.0,0.4,11.0
1994-02-12,-3.1,-19.2,95,65,30,0,0.0,1.4,1.4,9.0
1994-02-13,-3.2,-12.6,98,65,41,7,0.0,1.6,1.6,12.0
1994-02-14,-7.8,-18.0,73,57,39,0,0.0,0.0,0.0,12.0
1994-02-15,1.2,-11.0,88,66,41,0,0.0,0.0,0.0,10.0
1994-02-16,-1.8,-9.4,87,59,30,0,0.0,0.0,0.0,6.0
1994-02-17,5.2,-5.0,86,62,15,0,0.0,0.0,0.0,6.0
1994-02-18,5.7,-6.5,95,74,19,0,0.0,0.0,0.0,4.0
1994-02-19,12.5,-1.2,94,51,22,0,0.0,0.0,0.0,1.0
1994-02-20,12.4,1.5,91,54,37,0,0.0,0.0,0.0,1.0
1994-02-21,1.6,-5.0,90,76,28,0,0.0,0.0,0.0,0.0
1994-02-22,-4.7,-8.4,82,57,26,13,0.0,0.0,0.0,0.0
1994-02-23,-1.0,-10.2,95,65,56,22,0.0,9.4,9.4,0.0
1994-02-24,0.8,-11.0,96,69,50,7,0.0,0.0,0.0,6.0
1994-02-25,-7.2,-14.2,89,58,28,0,0.0,1.4,1.4,6.0
1994-02-26,-10.0,-16.2,88,47,37,19,0.0,0.4,0.4,7.0
1994-02-27,-8.1,-18.5,75,37,26,0,0.0,0.0,0.0,6.0
1994-02-28,-4.2,-16.3,80,52,17,0,0.0,0.0,0.0,5.0
1994-03-01,-1.2,-10.4,87,53,13,0,0.0,0.0,0.0,5.0
1994-03-02,-0.5,-8.8,90,64,28,0,0.0,0.0,0.0,4.0
1994-03-03,3.9,-8.4,84,51,24,0,0.0,0.0,0.0,2.0
1994-03-04,4.7,-5.6,83,55,26,0,0.0,0.0,0.0,0.0
1994-03-05,2.1,-3.5,84,52,28,0,0.0,0.0,0.0,0.0
1994-03-06,0.3,-3.8,96,74,15,0,0.0,1.6,2.0,0.0
1994-03-07,5.1,-0.4,93,78,24,0,0.0,0.0,0.0,0.0
1994-03-08,2.0,-5.5,86,62,44,0,0.0,0.0,0.0,0.0
1994-03-09,-2.0,-6.8,97,65,20,0,0.0,5.2,5.2,0.0
1994-03-10,0.2,-9.2,99,54,28,9,0.0,2.8,3.6,10.0
1994-03-11,-0.8,-9.8,82,47,26,0,0.0,0.0,0.0,7.0
1994-03-12,4.1,-13.0,89,57,28,0,0.0,0.0,0.0,6.0
1994-03-13,3.1,-4.0,94,63,26,0,0.0,0.0,0.0,4.0
1994-03-14,2.1,-6.8,99,72,24,0,0.0,3.6,3.4,3.0
1994-03-15,5.1,-4.2,96,72,32,0,0.2,0.2,0.0,2.0
1994-03-16,-3.5,-10.0,92,71,44,24,0.0,0.6,0.6,0.0
1994-03-17,-2.3,-10.5,83,63,33,7,0.0,0.0,0.0,0.0
1994-03-18,-1.8,-5.8,94,71,26,0,0.0,3.2,4.4,0.0
1994-03-19,1.2,-6.6,83,53,41,19,0.0,0.0,0.0,4.0
1994-03-20,7.1,-6.0,82,55,22,0,0.0,0.0,0.0,0.0
1994-03-21,2.8,-1.8,100,69,37,0,13.4,13.4,0.0,0.0
1994-03-22,12.5,0.7,82,47,37,9,0.0,0.0,0.0,0.0
1994-03-23,14.8,2.0,83,38,15,0,0.0,0.0,0.0,0.0
1994-03-24,15.2,0.5,82,60,37,0,0.6,0.6,0.0,0.0
1994-03-25,2.2,-3.3,79,64,33,9,0.0,0.0,0.0,0.0
1994-03-26,3.6,-5.0,91,47,19,0,0.0,0.0,0.0,0.0
1994-03-27,2.8,-0.2,100,68,22,0,6.2,10.2,3.0,2.0
1994-03-28,6.7,0.5,92,60,15,4,0.0,0.0,0.0,0.0
1994-03-29,3.4,-0.3,100,88,19,0,3.4,9.8,6.8,0.0
1994-03-30,5.5,-4.7,94,60,35,0,0.0,0.0,0.0,2.0
1994-03-31,7.5,-1.7,91,49,33,9,0.0,0.0,0.0,0.0
1994-04-01,11.0,0.6,83,34,24,0,0.0,0.0,0.0,0.0
1994-04-02,18.1,0.7,88,36,41,7,2.2,2.2,0.0,0.0
1994-04-03,5.4,-1.9,96,56,26,0,2.0,4.0,2.2,1.0
1994-04-04,10.9,-2.5,92,42,26,7,0.0,0.0,0.0,0.0
1994-04-05,9.8,-0.3,99,52,26,0,2.6,2.6,0.0,0.0
1994-04-06,0.5,-2.3,98,75,30,15,0.0,10.0,10.4,2.0
1994-04-07,3.4,-4.1,89,47,33,9,0.0,0.0,0.0,12.0
1994-04-08,6.5,-6.0,75,55,22,0,0.0,0.0,0.0,6.0
1994-04-09,17.0,1.4,76,49,44,0,0.0,0.0,0.0,1.0
1994-04-10,13.8,0.5,87,42,33,9,0.0,0.0,0.0,0.0
1994-04-11,9.9,-0.4,81,33,15,0,0.0,0.0,0.0,0.0
1994-04-12,8.2,0.5,98,43,24,0,14.4,14.4,0.0,0.0
1994-04-13,14.6,4.9,100,69,28,0,6.4,6.4,0.0,0.0
1994-04-14,16.8,6.1,88,52,28,0,0.2,0.2,0.0,0.0
1994-04-15,21.3,13.0,97,45,35,0,0.2,0.2,0.0,0.0
1994-04-16,13.0,2.0,89,57,37,11,2.0,2.0,0.0,0.0
1994-04-17,9.0,1.4,73,34,48,13,0.0,0.0,0.0,0.0
1994-04-18,15.4,1.3,77,24,28,4,0.0,0.0,0.0,0.0
1994-04-19,14.6,3.3,83,30,37,9,1.2,1.2,0.0,0.0
1994-04-20,10.2,0.5,66,33,48,9,0.0,0.0,0.0,0.0
1994-04-21,10.4,-0.8,75,26,28,9,0.0,0.0,0.0,0.0
1994-04-22,12.2,-2.0,74,28,33,6,0.0,0.0,0.0,0.0
1994-04-23,17.9,0.0,62,21,37,4,0.0,0.0,0.0,0.0
1994-04-24,25.9,11.0,97,33,44,19,11.8,11.8,0.0,0.0
1994-04-25,18.0,8.9,100,80,20,0,16.6,16.6,0.0,0.0
1994-04-26,17.9,7.5,99,72,19,0,4.6,4.6,0.0,0.0
1994-04-27,22.7,2.4,90,49,41,9,7.0,7.0,0.0,0.0
1994-04-28,5.1,0.6,81,45,28,0,2.6,3.2,0.6,0.0
1994-04-29,18.7,3.8,85,57,35,7,0.0,0.0,0.0,0.0
1994-04-30,8.5,2.0,97,60,30,4,9.6,9.6,0.0,0.0
1994-05-01,7.6,1.7,99,61,30,0,1.6,1.6,0.0,0.0
1994-05-02,12.4,0.8,90,41,28,9,0.0,0.0,0.0,0.0
1994-05-03,14.3,1.1,80,25,19,0,0.0,0.0,0.0,0.0
1994-05-04,15.4,1.8,85,48,17,0,0.0,0.0,0.0,0.0
1994-05-05,15.8,9.3,92,59,22,0,8.8,8.8,0.0,0.0
1994-05-06,11.5,4.0,92,72,35,9,0.2,0.2,0.0,0.0
1994-05-07,13.5,3.8,93,64,22,0,4.0,4.0,0.0,0.0
1994-05-08,19.4,6.2,93,40,28,11,1.4,1.4,0.0,0.0
1994-05-09,15.8,6.4,93,54,28,6,5.4,5.4,0.0,0.0
1994-05-10,16.0,4.9,82,35,33,4,0.0,0.0,0.0,0.0
1994-05-11,16.3,3.8,92,44,44,0,5.4,5.4,0.0,0.0
1994-05-12,16.0,2.9,85,40,33,11,0.0,0.0,0.0,0.0
1994-05-13,15.3,1.0,77,48,28,4,0.0,0.0,0.0,0.0
1994-05-14,18.0,1.6,72,24,17,0,0.0,0.0,0.0,0.0
1994-05-15,12.6,6.8,99,40,11,0,13.8,13.8,0.0,0.0
1994-05-16,12.7,5.0,94,74,41,11,0.6,0.6,0.0,0.0
1994-05-17,14.0,4.4,90,61,39,15,0.0,0.0,0.0,0.0
1994-05-18,16.1,4.8,80,53,28,13,0.0,0.0,0.0,0.0
1994-05-19,17.8,7.6,89,59,17,0,0.0,0.0,0.0,0.0
1994-05-20,22.4,6.1,91,23,19,0,0.0,0.0,0.0,0.0
1994-05-21,25.2,10.2,81,41,17,0,0.0,0.0,0.0,0.0
1994-05-22,28.2,13.7,80,40,19,0,0.0,0.0,0.0,0.0
1994-05-23,24.9,10.0,79,45,28,7,0.0,0.0,0.0,0.0
1994-05-24,20.3,8.9,92,42,15,0,1.8,1.8,0.0,0.0
1994-05-25,18.6,10.1,96,64,22,0,0.2,0.2,0.0,0.0
1994-05-26,13.4,2.8,97,81,33,9,23.2,23.2,0.0,0.0
1994-05-27,15.7,1.8,95,36,26,7,0.0,0.0,0.0,0.0
1994-05-28,18.5,6.3,80,43,30,4,0.4,0.4,0.0,0.0
1994-05-29,24.5,9.0,89,47,28,0,0.0,0.0,0.0,0.0
1994-05-30,27.5,12.8,74,40,28,4,0.0,0.0,0.0,0.0
1994-05-31,27.4,14.6,96,58,46,0,12.0,12.0,0.0,0.0
1994-06-01,16.0,6.0,94,38,33,7,0.2,0.2,0.0,0.0
1994-06-02,17.0,4.9,84,52,30,7,0.0,0.0,0.0,0.0
1994-06-03,23.6,6.8,87,30,22,6,0.0,0.0,0.0,0.0
1994-06-04,24.0,8.2,70,22,15,0,0.0,0.0,0.0,0.0
1994-06-05,24.5,9.7,79,31,19,0,0.0,0.0,0.0,0.0
1994-06-06,25.8,13.3,85,53,37,0,0.4,0.4,0.0,0.0
1994-06-07,22.5,10.5,93,63,37,6,0.0,0.0,0.0,0.0
1994-06-08,17.0,7.0,88,36,28,11,0.0,0.0,0.0,0.0
1994-06-09,25.6,5.2,85,28,19,0,0.0,0.0,0.0,0.0
1994-06-10,21.9,8.9,78,36,19,0,0.0,0.0,0.0,0.0
1994-06-11,21.8,12.3,92,46,22,0,0.8,0.8,0.0,0.0
1994-06-12,26.5,11.9,100,45,32,0,1.0,1.0,0.0,0.0
1994-06-13,23.7,14.1,91,72,22,0,1.6,1.6,0.0,0.0
1994-06-14,26.4,16.6,97,58,20,6,0.0,0.0,0.0,0.0
1994-06-15,28.1,16.0,90,64,15,0,0.0,0.0,0.0,0.0
1994-06-16,32.7,18.2,90,52,17,0,0.0,0.0,0.0,0.0
1994-06-17,33.3,21.3,91,45,15,0,0.0,0.0,0.0,0.0
1994-06-18,36.2,20.1,87,30,22,0,0.0,0.0,0.0,0.0
1994-06-19,28.7,17.6,83,43,24,0,0.0,0.0,0.0,0.0
1994-06-20,26.5,15.3,87,45,15,0,0.0,0.0,0.0,0.0
1994-06-21,32.3,16.5,89,24,44,0,0.0,0.0,0.0,0.0
1994-06-22,29.2,13.0,83,30,24,0,0.0,0.0,0.0,0.0
1994-06-23,26.4,15.2,82,39,13,0,1.0,1.0,0.0,0.0
1994-06-24,18.4,14.8,99,81,35,6,27.2,27.2,0.0,0.0
1994-06-25,20.3,14.4,100,66,41,0,0.0,0.0,0.0,0.0
1994-06-26,26.5,15.2,91,46,26,11,2.8,2.8,0.0,0.0
1994-06-27,20.2,14.9,100,74,22,0,0.0,0.0,0.0,0.0
1994-06-28,24.8,17.2,86,57,24,0,0.0,0.0,0.0,0.0
1994-06-29,23.4,15.4,96,75,19,0,19.2,19.2,0.0,0.0
1994-06-30,23.3,16.0,96,68,26,6,0.2,0.2,0.0,0.0
1994-07-01,27.7,13.6,93,50,26,0,0.0,0.0,0.0,0.0
1994-07-02,24.2,13.4,81,56,28,11,0.0,0.0,0.0,0.0
1994-07-03,22.8,11.0,92,31,19,0,0.0,0.0,0.0,0.0
1994-07-04,26.4,10.6,86,38,26,0,0.0,0.0,0.0,0.0
1994-07-05,30.7,17.8,92,55,33,0,1.8,1.8,0.0,0.0
1994-07-06,32.0,20.0,96,59,20,0,8.2,8.2,0.0,0.0
1994-07-07,30.0,20.5,96,62,19,0,5.6,5.6,0.0,0.0
1994-07-08,30.0,21.3,94,65,28,0,2.2,2.2,0.0,0.0
1994-07-09,26.7,20.0,92,50,37,9,1.0,1.0,0.0,0.0
1994-07-10,21.4,13.0,89,52,35,4,0.0,0.0,0.0,0.0
1994-07-11,26.4,10.5,85,39,22,4,0.0,0.0,0.0,0.0
1994-07-12,30.5,16.7,79,54,33,7,0.0,0.0,0.0,0.0
1994-07-13,27.0,14.1,93,40,26,7,0.0,0.0,0.0,0.0
1994-07-14,23.9,12.8,90,51,22,7,0.0,0.0,0.0,0.0
1994-07-15,27.4,15.6,86,60,30,0,0.0,0.0,0.0,0.0
1994-07-16,27.9,15.9,85,39,20,0,0.0,0.0,0.0,0.0
1994-07-17,27.0,14.9,90,44,17,0,0.0,0.0,0.0,0.0
1994-07-18,28.4,15.7,90,48,22,0,0.0,0.0,0.0,0.0
1994-07-19,31.2,16.6,94,34,19,0,0.0,0.0,0.0,0.0
1994-07-20,28.4,18.0,89,63,15,0,1.6,1.6,0.0,0.0
1994-07-21,31.5,21.6,92,48,26,0,6.4,6.4,0.0,0.0
1994-07-22,28.4,19.4,95,57,28,0,33.6,33.6,0.0,0.0
1994-07-23,26.7,19.2,95,52,32,0,0.0,0.0,0.0,0.0
1994-07-24,28.8,17.0,89,44,26,0,0.0,0.0,0.0,0.0
1994-07-25,28.3,14.3,94,41,26,0,4.4,4.4,0.0,0.0
1994-07-26,23.7,13.5,97,46,24,0,2.8,2.8,0.0,0.0
1994-07-27,23.5,11.5,90,51,19,0,0.0,0.0,0.0,0.0
1994-07-28,23.5,14.0,93,61,17,0,0.0,0.0,0.0,0.0
1994-07-29,26.4,12.4,96,37,19,0,0.0,0.0,0.0,0.0
1994-07-30,26.1,15.9,96,54,19,0,15.4,15.4,0.0,0.0
1994-07-31,28.4,16.2,96,51,22,0,0.0,0.0,0.0,0.0
1994-08-01,29.2,17.2,95,45,26,0,9.4,9.4,0.0,0.0
1994-08-02,24.2,16.2,95,68,19,0,0.0,0.0,0.0,0.0
1994-08-03,26.9,15.4,97,44,19,0,0.0,0.0,0.0,0.0
1994-08-04,25.0,12.0,96,82,37,0,28.8,28.8,0.0,0.0
1994-08-05,19.1,9.7,89,45,35,7,0.0,0.0,0.0,0.0
1994-08-06,21.9,8.4,92,34,17,0,0.0,0.0,0.0,0.0
1994-08-07,23.2,9.2,90,43,11,0,0.0,0.0,0.0,0.0
1994-08-08,27.2,12.1,93,44,19,0,1.4,1.4,0.0,0.0
1994-08-09,18.9,13.6,96,69,26,0,3.4,3.4,0.0,0.0
1994-08-10,21.8,8.8,93,45,19,0,0.0,0.0,0.0,0.0
1994-08-11,21.0,12.9,88,64,15,0,0.0,0.0,0.0,0.0
1994-08-12,22.1,16.0,96,64,15,0,0.0,0.0,0.0,0.0
1994-08-13,24.5,16.5,95,82,20,0,8.0,8.0,0.0,0.0
1994-08-14,21.5,11.9,98,41,37,0,1.4,1.4,0.0,0.0
1994-08-15,21.5,10.6,83,51,26,7,0.0,0.0,0.0,0.0
1994-08-16,23.2,10.5,90,57,19,0,0.0,0.0,0.0,0.0
1994-08-17,24.9,10.8,99,50,19,0,0.0,0.0,0.0,0.0
1994-08-18,27.2,14.4,96,47,15,0,0.0,0.0,0.0,0.0
1994-08-19,27.6,15.0,93,58,22,0,0.0,0.0,0.0,0.0
1994-08-20,27.8,19.1,94,58,28,0,0.5,0.5,0.0,0.0
1994-08-21,25.3,15.4,98,61,28,0,0.6,0.6,0.0,0.0
1994-08-22,24.6,12.0,88,40,22,7,0.0,0.0,0.0,0.0
1994-08-23,22.7,9.7,93,48,17,0,0.0,0.0,0.0,0.0
1994-08-24,24.1,11.3,94,53,24,0,0.0,0.0,0.0,0.0
1994-08-25,29.2,17.8,93,50,22,0,0.0,0.0,0.0,0.0
1994-08-26,27.1,14.0,93,58,22,0,0.0,0.0,0.0,0.0
1994-08-27,28.9,15.6,94,35,17,0,0.0,0.0,0.0,0.0
1994-08-28,29.0,13.5,92,59,37,4,0.2,0.2,0.0,0.0
1994-08-29,23.5,10.1,82,41,32,0,0.0,0.0,0.0,0.0
1994-08-30,24.3,8.7,90,41,19,0,0.6,0.6,0.0,0.0
1994-08-31,18.0,14.6,98,83,15,0,5.8,5.8,0.0,0.0
1994-09-01,19.9,7.8,93,45,26,11,0.0,0.0,0.0,0.0
1994-09-02,20.1,7.2,93,40,19,2,0.0,0.0,0.0,0.0
1994-09-03,20.4,6.5,91,42,19,0,0.0,0.0,0.0,0.0
1994-09-04,19.4,7.4,93,50,20,0,0.0,0.0,0.0,0.0
1994-09-05,18.5,5.5,95,42,22,0,0.0,0.0,0.0,0.0
1994-09-06,16.5,6.3,96,54,9,0,3.0,3.0,0.0,0.0
1994-09-07,22.3,11.8,94,37,37,4,0.0,0.0,0.0,0.0
1994-09-08,26.1,14.1,94,42,28,0,6.4,6.4,0.0,0.0
1994-09-09,22.5,7.1,94,42,26,0,0.0,0.0,0.0,0.0
1994-09-10,19.6,6.0,92,44,24,0,0.0,0.0,0.0,0.0
1994-09-11,20.5,6.0,93,47,20,2,0.0,0.0,0.0,0.0
1994-09-12,26.7,7.2,94,47,26,0,0.0,0.0,0.0,0.0
1994-09-13,26.7,17.0,93,48,22,4,11.8,11.8,0.0,0.0
1994-09-14,23.5,17.9,100,66,22,0,11.4,11.4,0.0,0.0
1994-09-15,20.0,15.9,91,70,22,0,1.0,1.0,0.0,0.0
1994-09-16,29.8,15.7,100,42,28,0,0.0,0.0,0.0,0.0
1994-09-17,24.3,10.6,96,60,33,7,0.0,0.0,0.0,0.0
1994-09-18,22.6,9.0,93,42,32,0,0.0,0.0,0.0,0.0
1994-09-19,22.4,8.1,89,40,24,4,0.0,0.0,0.0,0.0
1994-09-20,26.7,9.5,81,39,17,0,0.0,0.0,0.0,0.0
1994-09-21,24.5,10.4,94,43,19,0,0.0,0.0,0.0,0.0
1994-09-22,22.8,10.4,99,51,30,0,0.0,0.0,0.0,0.0
1994-09-23,21.9,10.4,96,57,22,0,0.0,0.0,0.0,0.0
1994-09-24,18.8,15.4,90,76,17,0,0.0,0.0,0.0,0.0
1994-09-25,20.9,14.8,94,73,17,2,10.0,10.0,0.0,0.0
1994-09-26,21.2,15.0,100,63,17,0,0.6,0.6,0.0,0.0
1994-09-27,20.5,12.0,100,65,22,0,2.2,2.2,0.0,0.0
1994-09-28,14.5,10.3,92,71,22,0,5.0,5.0,0.0,0.0
1994-09-29,16.0,6.5,83,48,33,11,0.0,0.0,0.0,0.0
1994-09-30,16.5,5.4,93,59,19,0,0.0,0.0,0.0,0.0
1994-10-01,13.3,5.1,100,73,19,0,5.6,5.6,0.0,0.0
1994-10-02,16.0,2.4,91,36,24,0,0.0,0.0,0.0,0.0
1994-10-03,12.8,0.4,91,49,22,0,0.0,0.0,0.0,0.0
1994-10-04,10.8,2.8,91,61,26,7,0.0,0.0,0.0,0.0
1994-10-05,13.2,2.8,85,45,11,0,0.0,0.0,0.0,0.0
1994-10-06,19.4,6.0,85,46,19,0,0.0,0.0,0.0,0.0
1994-10-07,19.8,8.4,92,50,22,0,0.0,0.0,0.0,0.0
1994-10-08,23.8,11.4,94,58,26,0,0.0,0.0,0.0,0.0
1994-10-09,18.8,4.2,89,44,33,15,0.4,0.4,0.0,0.0
1994-10-10,12.4,1.0,94,40,26,4,0.0,0.0,0.0,0.0
1994-10-11,10.9,-1.4,94,35,15,0,0.0,0.0,0.0,0.0
1994-10-12,15.2,-0.6,96,39,13,0,0.0,0.0,0.0,0.0
1994-10-13,15.1,1.7,95,53,11,0,0.0,0.0,0.0,0.0
1994-10-14,15.5,5.4,90,50,19,0,0.0,0.0,0.0,0.0
1994-10-15,14.1,0.5,89,47,15,0,0.0,0.0,0.0,0.0
1994-10-16,15.1,-0.5,89,27,11,0,0.0,0.0,0.0,0.0
1994-10-17,16.3,-0.1,84,25,15,0,0.0,0.0,0.0,0.0
1994-10-18,17.0,9.8,93,61,17,0,3.2,3.2,0.0,0.0
1994-10-19,22.0,11.5,99,66,19,0,16.2,16.2,0.0,0.0
1994-10-20,16.7,9.8,97,62,22,6,0.0,0.0,0.0,0.0
1994-10-21,15.2,9.4,91,62,19,0,0.0,0.0,0.0,0.0
1994-10-22,14.6,6.2,90,61,13,0,0.0,0.0,0.0,0.0
1994-10-23,16.8,3.9,100,39,19,0,0.8,0.8,0.0,0.0
1994-10-24,13.8,5.2,86,52,33,6,0.0,0.0,0.0,0.0
1994-10-25,10.8,2.7,84,51,28,7,0.0,0.0,0.0,0.0
1994-10-26,11.8,0.3,92,42,15,0,0.0,0.0,0.0,0.0
1994-10-27,12.0,1.9,95,49,15,0,0.0,0.0,0.0,0.0
1994-10-28,17.0,3.5,85,36,28,4,0.0,0.0,0.0,0.0
1994-10-29,18.1,11.2,72,47,28,7,0.0,0.0,0.0,0.0
1994-10-30,17.4,5.8,98,27,24,0,0.0,0.0,0.0,0.0
1994-10-31,13.0,6.9,89,40,19,0,1.2,1.2,0.0,0.0
1994-11-01,8.4,4.1,97,79,26,11,26.2,26.2,0.0,0.0
1994-11-02,11.0,2.7,87,49,33,0,0.0,0.0,0.0,0.0
1994-11-03,14.4,1.8,97,59,19,0,0.4,0.4,0.0,0.0
1994-11-04,18.0,11.2,94,77,26,4,5.8,5.8,0.0,0.0
1994-11-05,16.5,11.4,100,86,24,0,3.6,3.6,0.0,0.0
1994-11-06,15.0,4.6,100,72,46,19,7.2,7.2,0.0,0.0
1994-11-07,12.0,1.0,83,50,30,6,0.0,0.0,0.0,0.0
1994-11-08,13.8,6.0,88,57,22,0,0.0,0.0,0.0,0.0
1994-11-09,11.4,4.0,93,51,24,4,3.5,3.5,0.0,0.0
1994-11-10,7.4,-1.8,90,49,26,4,0.0,0.0,0.0,0.0
1994-11-11,6.7,-3.4,85,46,13,0,0.0,0.0,0.0,0.0
1994-11-12,11.5,-3.8,92,49,19,0,0.0,0.0,0.0,0.0
1994-11-13,10.6,7.4,93,80,15,0,0.0,0.0,0.0,0.0
1994-11-14,17.4,6.0,100,68,28,0,0.0,0.0,0.0,0.0
1994-11-15,11.4,-1.0,94,51,30,7,0.0,0.0,0.0,0.0
1994-11-16,8.9,-3.6,99,44,15,0,0.0,0.0,0.0,0.0
1994-11-17,10.7,-3.0,98,52,17,0,0.0,0.0,0.0,0.0
1994-11-18,15.6,3.7,97,54,37,6,0.4,0.4,0.0,0.0
1994-11-19,10.3,0.6,85,48,28,6,0.0,0.0,0.0,0.0
1994-11-20,7.5,-2.8,91,66,28,0,0.0,0.0,0.0,0.0
1994-11-21,13.7,7.2,97,40,48,15,18.2,18.2,0.0,0.0
1994-11-22,7.2,-1.0,92,51,52,22,0.0,0.8,0.8,0.0
1994-11-23,2.0,-6.7,100,47,46,15,0.0,1.6,2.6,2.0
1994-11-24,6.0,-5.2,81,59,33,11,0.0,0.0,0.0,2.0
1994-11-25,7.0,-0.4,88,49,37,11,0.0,0.0,0.0,0.0
1994-11-26,0.0,-6.8,90,54,24,0,0.0,0.0,0.0,0.0
1994-11-27,2.2,-5.2,100,59,52,9,6.4,11.6,5.2,0.0
1994-11-28,9.5,1.8,100,55,50,13,5.0,5.0,0.0,0.0
1994-11-29,3.8,0.0,90,58,43,7,0.0,0.6,0.6,0.0
1994-11-30,4.1,-2.0,98,68,30,0,0.0,0.0,0.0,0.0
1994-12-01,5.0,-1.0,87,60,32,6,0.0,0.0,0.0,0.0
1994-12-02,10.8,3.5,75,46,44,0,0.0,0.0,0.0,0.0
1994-12-03,9.5,2.2,92,61,15,0,3.4,3.4,0.0,0.0
1994-12-04,9.3,3.2,94,70,15,0,0.0,0.0,0.0,0.0
1994-12-05,9.3,6.2,100,84,15,4,4.0,4.0,0.0,0.0
1994-12-06,8.6,0.1,93,77,24,7,1.4,1.4,0.0,0.0
1994-12-07,0.2,-9.1,97,74,35,7,0.0,6.4,6.4,2.0
1994-12-08,-2.2,-11.6,95,74,19,0,0.0,0.0,0.0,5.0
1994-12-09,1.0,-7.2,98,63,22,0,3.8,4.2,0.4,5.0
1994-12-10,0.8,-5.3,100,72,28,0,0.0,13.0,13.0,2.0
1994-12-11,-1.1,-14.8,99,62,44,7,0.0,1.0,1.0,16.0
1994-12-12,-7.0,-19.5,92,54,15,0,0.0,1.2,3.8,14.0
1994-12-13,-4.5,-16.1,92,65,17,4,0.0,0.0,0.0,17.0
1994-12-14,-5.5,-10.8,85,71,19,7,0.0,0.0,0.0,15.0
1994-12-15,1.0,-8.8,99,81,20,7,0.0,0.0,0.0,12.0
1994-12-16,4.1,-0.1,100,80,22,6,1.2,6.2,2.2,10.0
1994-12-17,4.4,0.2,100,84,30,2,2.4,2.4,0.0,5.0
1994-12-18,4.2,0.0,96,81,15,0,0.6,0.6,0.0,2.0
1994-12-19,1.7,0.1,91,77,15,0,0.0,0.0,0.0,1.0
1994-12-20,4.5,0.4,82,66,19,4,0.0,0.0,0.0,1.0
1994-12-21,9.7,0.8,91,51,15,0,0.0,0.0,0.0,0.0
1994-12-22,10.1,-3.9,97,62,9,0,0.0,0.0,0.0,0.0
1994-12-23,7.5,-2.1,94,70,22,4,0.0,0.0,0.0,0.0
1994-12-24,5.2,-0.6,94,57,30,17,0.0,0.0,0.0,0.0
1994-12-25,6.4,-1.0,96,64,22,11,0.0,0.0,0.0,0.0
1994-12-26,7.3,-3.9,100,65,13,0,0.0,0.0,0.0,0.0
1994-12-27,6.1,0.2,100,73,20,7,0.0,0.0,0.0,0.0
1994-12-28,6.4,0.3,94,72,41,9,0.2,0.2,0.0,0.0
1994-12-29,1.0,-11.0,87,52,35,7,0.0,0.0,0.0,0.0
1994-12-30,-1.5,-11.4,85,60,28,4,0.0,0.0,0.0,0.0
1994-12-31,1.2,-1.7,100,72,22,0,6.8,7.4,0.2,0.0
1995-01-01,1.4,-1.6,100,79,30,0,0.0,3.8,2.4,1.0
1995-01-02,-1.1,-7.7,86,66,50,19,0.0,0.0,0.0,1.0
1995-01-03,-3.3,-10.1,91,64,35,9,0.0,0.4,0.8,1.0
1995-01-04,-8.8,-13.3,82,63,46,15,0.0,0.0,0.0,2.0
1995-01-05,-7.0,-13.2,78,52,46,20,0.0,0.0,0.0,1.0
1995-01-06,-1.8,-7.8,99,54,30,0,0.0,4.8,5.0,1.0
