date,avg_hourly_temperature,max_temperature,min_temperature,precipitation,avg_hourly_wind_speed,avg_hourly_pressure_station,rain,snow,max_humidex,min_windchill,avg_hourly_relative_humidity,avg_hourly_pressure_sea,snow_on_ground
1991-12-01,2.7,4.6,1.0,0.0,15.04,99.89,0.0,0.0,,,66.5,102.04,0.0
1991-12-02,-2.14,1.4,-8.6,3.6,21.83,100.08,0.0,3.4,,-17.0,62.9,102.28,0.0
1991-12-03,-4.82,-2.3,-8.8,6.2,16.08,98.08,0.2,4.2,,-18.0,86.7,100.26,6.0
1991-12-04,-8.73,-5.3,-12.3,0.2,15.21,98.92,0.0,0.6,,-19.0,78.4,101.15,6.0
1991-12-05,-6.43,-2.6,-8.7,9.2,14.04,99.88,0.0,10.8,,-16.0,81.6,102.11,6.0
1991-12-06,-5.15,-1.2,-8.1,2.4,12.83,99.6,0.0,3.2,,-16.0,82.0,101.82,14.0
1991-12-07,3.99,6.3,-1.2,0.2,22.75,98.71,0.2,0.0,,-6.0,82.5,100.83,14.0
1991-12-08,7.22,12.6,3.0,0.0,11.54,98.94,0.0,0.0,,,89.0,101.05,0.0
1991-12-09,4.09,13.0,0.5,0.0,16.25,99.24,0.0,0.0,,,75.0,101.38,0.0
1991-12-10,2.64,6.1,0.4,0.0,17.62,99.68,0.0,0.0,,,79.2,101.84,0.0
1991-12-11,3.6,8.2,-2.5,0.0,14.83,99.94,0.0,0.0,,-3.0,80.7,102.1,0.0
1991-12-12,3.13,11.1,-4.5,1.8,12.71,99.59,1.8,0.0,,-6.0,88.0,101.74,0.0
1991-12-13,6.6,13.3,0.9,0.8,16.38,98.97,0.8,0.0,,,79.3,101.08,0.0
1991-12-14,0.05,4.1,-5.9,1.2,18.42,98.52,1.2,0.0,,-14.0,81.9,100.67,0.0
1991-12-15,-5.25,-2.1,-11.3,0.2,27.12,99.25,0.0,0.2,,-18.0,72.9,101.46,0.0
1991-12-16,-10.11,-6.5,-13.5,0.0,10.0,100.08,0.0,0.2,,-19.0,72.9,102.35,0.0
1991-12-17,-3.95,0.1,-8.8,7.5,20.42,98.96,0.0,9.6,,-13.0,84.5,101.15,3.0
1991-12-18,-12.26,-4.5,-17.6,0.0,18.79,100.58,0.0,0.0,,-27.0,67.9,102.88,10.0
1991-12-19,-11.71,-4.5,-17.9,0.0,8.08,102.09,0.0,0.0,,-26.0,77.3,104.42,8.0
1991-12-20,-4.19,1.4,-14.6,1.8,11.46,101.22,0.0,1.2,,-14.0,83.7,103.46,8.0
1991-12-21,0.99,2.6,-2.7,0.0,21.0,99.84,0.0,0.0,,-5.0,78.9,102.01,8.0
1991-12-22,-0.45,3.8,-3.9,0.0,16.79,99.13,0.0,0.0,,-10.0,78.2,101.29,5.0
1991-12-23,0.22,3.1,-7.2,0.0,17.62,98.49,0.0,0.0,,-13.0,83.3,100.64,4.0
1991-12-24,-5.96,0.1,-12.1,0.4,9.29,99.15,0.0,0.6,,-18.0,76.9,101.36,3.0
1991-12-25,-5.34,-1.6,-10.4,0.0,10.75,100.29,0.0,0.0,,-16.0,79.4,102.53,4.0
1991-12-26,-1.02,2.4,-5.4,0.0,12.42,100.3,0.0,0.0,,-7.0,83.9,102.5,4.0
1991-12-27,-0.22,4.0,-6.0,0.0,7.29,101.18,0.0,0.0,,-8.0,82.5,103.39,3.0
1991-12-28,-2.4,0.0,-7.2,0.0,4.92,100.6,0.0,0.0,,-9.0,90.1,102.82,1.0
1991-12-29,0.48,1.5,-2.3,9.2,15.79,99.07,9.2,0.0,,-7.0,93.7,101.23,1.0
1991-12-30,-4.28,-1.3,-8.0,0.0,11.88,100.7,0.0,0.0,,-12.0,74.5,102.94,0.0
1991-12-31,-4.6,0.2,-9.7,0.0,6.25,101.42,0.0,0.0,,-13.0,80.4,103.67,0.0
1992-01-01,-2.05,-0.5,-5.6,0.0,1.62,101.06,0.0,0.0,,-6.0,87.3,103.28,0.0
1992-01-02,0.79,2.6,-1.2,0.0,5.88,100.49,0.0,0.0,,-3.0,84.3,102.68,0.0
1992-01-03,3.12,5.2,0.8,0.0,15.21,99.89,0.0,0.0,,,93.4,102.05,0.0
1992-01-04,4.18,7.2,1.5,0.2,8.83,99.51,0.2,0.0,,,88.5,101.65,0.0
1992-01-05,1.9,4.0,-0.1,0.0,21.21,99.54,0.0,0.0,,-4.0,82.1,101.69,0.0
1992-01-06,0.67,2.1,-0.4,0.0,17.71,99.09,0.0,0.0,,-6.0,81.5,101.24,0.0
1992-01-07,0.4,2.6,-5.3,0.0,19.29,99.67,0.0,0.0,,-11.0,78.7,101.85,0.0
1992-01-08,-4.97,-1.7,-8.5,0.0,11.5,100.18,0.0,0.0,,-14.0,81.0,102.41,0.0
1992-01-09,2.14,5.1,-1.8,1.0,16.12,98.55,0.8,0.2,,-5.0,90.2,100.68,0.0
1992-01-10,-1.13,1.6,-3.2,0.2,14.58,98.81,0.0,0.2,,-8.0,79.0,100.98,0.0
1992-01-11,-2.69,-0.9,-4.1,0.4,9.25,99.26,0.0,0.6,,-9.0,86.2,101.45,0.0
1992-01-12,2.07,6.2,-2.2,0.8,19.54,99.07,0.8,0.0,,-8.0,80.5,101.21,1.0
1992-01-13,3.1,4.6,1.5,0.8,9.62,98.44,0.8,0.0,,,92.1,100.56,0.0
1992-01-14,-5.87,3.3,-13.0,19.8,37.5,97.0,3.8,17.4,,-23.0,89.9,99.17,2.0
1992-01-15,-15.8,-12.5,-18.0,0.0,13.25,99.11,0.0,0.0,,-26.0,80.8,101.41,17.0
1992-01-16,-16.33,-11.4,-22.1,0.2,12.04,99.07,0.0,0.4,,-31.0,76.8,101.37,17.0
1992-01-17,-7.43,-4.0,-11.4,3.4,22.29,98.25,0.0,4.4,,-20.0,83.9,100.46,17.0
1992-01-18,-13.22,-10.3,-15.8,0.6,25.83,99.6,0.0,0.6,,-27.0,77.7,101.89,16.0
1992-01-19,-13.72,-11.0,-17.6,0.8,19.92,99.85,0.0,0.8,,-27.0,78.6,102.15,15.0
1992-01-20,-10.15,-6.9,-14.9,1.2,11.79,99.2,0.0,1.2,,-22.0,80.2,101.45,16.0
1992-01-21,-4.36,-1.3,-7.0,0.4,16.08,99.28,0.0,0.4,,-13.0,81.3,101.49,16.0
1992-01-22,-4.72,1.9,-13.7,0.0,16.54,99.84,0.0,0.0,,-17.0,81.7,102.06,16.0
1992-01-23,2.63,3.6,0.7,7.2,13.75,97.54,7.2,0.0,,,87.9,99.65,14.0
1992-01-24,-7.11,0.9,-13.8,0.0,31.5,97.99,0.0,0.2,,-22.0,76.9,100.19,9.0
1992-01-25,-15.22,-11.2,-21.0,0.0,6.08,100.05,0.0,0.0,,-29.0,75.0,102.37,9.0
1992-01-26,-9.71,-6.6,-13.3,0.0,5.33,100.64,0.0,0.0,,-19.0,79.9,102.92,9.0
1992-01-27,-3.6,-1.0,-10.1,0.2,8.67,100.48,0.0,0.2,,-9.0,82.0,102.71,9.0
1992-01-28,-2.12,0.8,-4.4,0.0,6.08,100.65,0.0,0.0,,-7.0,82.4,102.86,7.0
1992-01-29,-0.8,0.8,-1.6,0.0,16.92,100.07,0.0,0.0,,-7.0,83.8,102.26,5.0
1992-01-30,-0.05,1.2,-1.7,0.0,16.38,98.86,0.0,0.0,,-8.0,89.8,101.02,4.0
1992-01-31,-2.47,1.6,-8.0,0.0,22.71,98.78,0.0,0.0,,-15.0,84.8,100.96,4.0
1992-02-01,-9.9,-7.3,-13.5,0.0,23.42,99.92,0.0,0.0,,-23.0,74.6,102.19,4.0
1992-02-02,-5.46,-1.3,-12.0,0.0,5.12,99.97,0.0,0.0,,-19.0,75.4,102.2,3.0
1992-02-03,-1.71,1.5,-3.6,0.0,5.62,99.92,0.0,0.0,,-7.0,79.6,102.11,3.0
1992-02-04,-1.66,1.1,-6.2,1.0,21.75,98.63,0.2,1.0,,-13.0,80.6,100.8,3.0
1992-02-05,-6.6,-3.6,-9.3,0.0,9.29,99.55,0.0,0.0,,-14.0,82.4,101.78,3.0
1992-02-06,-2.98,1.1,-9.2,0.0,11.42,98.67,0.0,0.0,,-11.0,82.0,100.85,2.0
1992-02-07,-2.84,0.2,-6.9,0.0,12.62,98.18,0.0,0.2,,-13.0,85.6,100.34,2.0
1992-02-08,-8.57,-5.3,-13.6,0.0,18.54,98.74,0.0,0.0,,-22.0,73.4,100.97,2.0
1992-02-09,-14.56,-10.4,-19.2,0.0,15.38,100.41,0.0,0.0,,-30.0,78.0,102.72,2.0
1992-02-10,-6.81,0.6,-15.5,0.0,13.25,100.59,0.0,0.0,,-20.0,68.6,102.84,2.0
1992-02-11,-5.82,1.1,-17.7,0.0,23.88,100.24,0.0,0.0,,-27.0,72.8,102.48,2.0
1992-02-12,-12.91,-6.4,-19.2,0.0,4.75,101.23,0.0,0.0,,-28.0,69.0,103.55,2.0
1992-02-13,-5.56,-1.2,-11.2,0.0,1.67,99.54,0.0,0.0,,-7.0,80.7,101.76,2.0
1992-02-14,-0.21,1.8,-2.5,0.2,2.54,99.66,0.0,0.2,,-5.0,83.2,101.84,2.0
1992-02-15,1.11,2.3,0.0,16.0,15.42,98.64,12.0,3.2,,,94.8,100.79,2.0
1992-02-16,-0.77,1.5,-3.8,3.0,15.38,98.93,0.2,2.4,,-8.0,87.2,101.1,3.0
1992-02-17,0.32,2.3,-3.3,0.0,5.25,100.41,0.0,0.0,,-6.0,89.2,102.6,4.0
1992-02-18,0.88,2.6,-0.1,2.6,12.38,99.54,1.0,1.0,,-6.0,92.9,101.71,3.0
1992-02-19,2.62,4.9,-0.6,9.2,8.25,98.62,9.2,0.0,,,95.6,100.75,2.0
1992-02-20,-0.5,1.9,-3.4,1.8,17.83,99.65,0.0,1.6,,-9.0,81.7,101.83,1.0
1992-02-21,-2.08,2.1,-6.2,0.0,17.38,100.22,0.0,0.2,,-10.0,79.4,102.42,2.0
1992-02-22,-0.27,4.9,-6.0,0.0,2.38,100.05,0.0,0.0,,-9.0,84.3,102.24,2.0
1992-02-23,0.1,2.2,-1.5,0.0,11.88,100.21,0.0,0.0,,-5.0,84.5,102.4,1.0
1992-02-24,-2.5,-0.6,-4.8,0.0,15.75,100.23,0.0,0.0,,-10.0,72.6,102.43,0.0
1992-02-25,-0.11,2.1,-3.0,0.6,13.88,99.37,0.6,0.0,,-8.0,93.5,101.54,0.0
1992-02-26,-0.74,0.3,-1.9,0.2,13.88,98.41,0.0,0.2,,-7.0,81.9,100.56,0.0
1992-02-27,-0.43,2.8,-3.8,0.0,23.17,98.12,0.0,0.0,,-8.0,77.5,100.26,0.0
1992-02-28,-2.02,3.2,-11.0,0.4,24.17,97.78,0.4,0.0,,-20.0,80.0,99.93,0.0
1992-02-29,-11.7,-4.6,-17.1,0.0,21.67,99.43,0.0,0.0,,-27.0,72.4,101.7,0.0
1992-03-01,1.16,4.5,-4.6,0.0,17.79,99.07,0.0,0.0,,-10.0,76.5,101.22,0.0
1992-03-02,-4.3,-1.2,-7.1,0.0,14.83,100.16,0.0,0.0,,-14.0,69.8,102.38,0.0
1992-03-03,-2.05,1.6,-5.8,0.0,3.83,100.38,0.0,0.0,,-9.0,64.0,102.59,0.0
1992-03-04,-0.8,6.2,-6.7,0.0,5.21,100.31,0.0,0.0,,-10.0,80.3,102.51,0.0
1992-03-05,3.77,10.2,-1.6,2.3,4.08,100.29,2.3,0.0,,-3.0,72.0,102.46,0.0
1992-03-06,3.02,5.5,1.7,1.9,20.62,100.06,1.9,0.0,,,82.2,102.23,0.0
1992-03-07,5.8,8.8,3.6,0.0,4.88,99.02,0.0,0.0,,,90.9,101.14,0.0
1992-03-08,3.94,5.7,2.8,0.4,3.88,99.13,0.4,0.0,,,95.9,101.27,0.0
1992-03-09,6.48,11.7,2.6,0.0,8.71,99.1,0.0,0.0,,,85.8,101.22,0.0
1992-03-10,2.61,9.9,-11.1,6.8,16.75,97.63,6.8,0.0,,-20.0,86.8,99.74,0.0
1992-03-11,-11.1,-9.0,-14.4,0.0,36.88,98.03,0.0,0.0,,-26.0,75.5,100.26,0.0
1992-03-12,-8.63,-6.0,-10.8,0.0,32.96,98.27,0.0,0.0,,-21.0,69.5,100.49,0.0
1992-03-13,-8.93,-4.5,-14.5,0.0,21.08,98.89,0.0,0.0,,-21.0,73.0,101.12,0.0
1992-03-14,-7.28,-2.6,-10.7,0.0,19.38,98.95,0.0,0.0,,-17.0,75.5,101.17,0.0
1992-03-15,-9.82,-5.4,-13.4,0.0,17.67,99.63,0.0,0.0,,-21.0,68.1,101.89,0.0
1992-03-16,-5.03,1.7,-14.2,0.0,17.25,99.75,0.0,0.0,,-19.0,66.7,101.97,0.0
1992-03-17,0.57,6.0,-6.3,0.4,23.46,99.03,0.0,0.4,,-10.0,74.1,101.19,0.0
1992-03-18,-3.67,1.4,-9.0,0.0,8.33,99.95,0.0,0.0,,-16.0,71.0,102.17,0.0
1992-03-19,-1.36,4.5,-5.7,0.0,12.12,99.02,0.0,0.0,,-10.0,58.8,101.2,0.0
1992-03-20,-2.71,2.6,-6.7,0.0,16.67,99.18,0.0,0.0,,-12.0,72.6,101.36,0.0
1992-03-21,-5.5,0.6,-9.2,0.0,12.38,99.82,0.0,0.0,,-14.0,63.2,102.04,0.0
1992-03-22,-5.42,-2.3,-10.0,3.2,12.5,99.01,0.0,4.4,,-13.0,81.3,101.22,0.0
1992-03-23,-5.92,-0.4,-12.8,0.0,6.0,99.28,0.0,0.0,,-17.0,77.5,101.49,4.0
1992-03-24,-1.84,3.9,-6.2,0.0,9.29,100.04,0.0,0.0,,-10.0,75.0,102.24,1.0
1992-03-25,5.17,12.3,-1.2,2.4,15.46,99.58,2.4,0.0,,-3.0,71.7,101.71,0.0
1992-03-26,5.62,8.0,4.0,0.7,9.46,99.1,0.7,0.0,,,93.3,101.22,0.0
1992-03-27,2.3,4.2,-1.0,0.4,35.96,98.55,0.4,0.0,,-8.0,74.8,100.69,0.0
1992-03-28,-0.26,4.5,-6.6,0.0,28.71,99.74,0.0,0.0,,-12.0,59.9,101.92,0.0
1992-03-29,3.66,10.9,-4.2,0.0,15.04,99.86,0.0,0.0,,-9.0,50.2,102.01,0.0
1992-03-30,4.06,7.5,1.7,0.0,4.83,99.27,0.0,0.0,,,60.2,101.4,0.0
1992-03-31,3.07,8.8,-1.7,3.2,9.88,98.91,1.6,1.8,,-4.0,69.9,101.05,0.0
1992-04-01,0.5,5.0,-2.8,0.2,17.46,98.65,0.0,0.2,,-8.0,77.3,100.8,2.0
1992-04-02,-2.23,1.1,-4.2,0.2,21.17,98.64,0.0,0.4,,-10.0,77.1,100.81,0.0
1992-04-03,0.37,5.0,-4.1,0.0,14.75,98.51,0.0,0.0,,-10.0,66.2,100.66,0.0
1992-04-04,1.48,7.6,-4.5,0.0,11.33,98.61,0.0,0.0,,-7.0,60.6,100.75,0.0
1992-04-05,1.64,7.6,-2.9,0.0,23.17,99.78,0.0,0.0,,-9.0,59.1,101.95,0.0
1992-04-06,3.58,10.3,-4.0,0.0,7.79,100.11,0.0,0.0,,-5.0,53.8,102.26,0.0
1992-04-07,9.04,18.9,3.4,0.3,17.33,99.08,0.3,0.0,,,60.8,101.17,0.0
1992-04-08,5.18,10.8,0.7,0.0,10.54,99.64,0.0,0.0,,,55.0,101.78,0.0
1992-04-09,7.03,12.6,2.0,0.0,7.12,99.62,0.0,0.0,,,64.5,101.74,0.0
1992-04-10,4.55,10.5,-0.7,3.6,14.75,100.0,3.6,0.0,,,62.0,102.14,0.0
1992-04-11,1.12,2.7,0.1,55.8,15.21,99.19,55.8,0.0,,,95.5,101.34,0.0
1992-04-12,0.64,2.8,-4.5,0.0,29.67,100.46,0.0,0.0,,-10.0,72.8,102.65,0.0
1992-04-13,-1.54,2.1,-6.1,0.0,7.54,101.39,0.0,0.0,,-11.0,65.4,103.62,0.0
1992-04-14,1.6,7.8,-2.7,0.0,10.96,100.69,0.0,0.0,,-5.0,64.1,102.88,0.0
1992-04-15,2.74,7.0,-3.3,0.0,16.67,100.62,0.0,0.0,,-7.0,57.6,102.8,0.0
1992-04-16,3.3,4.7,1.7,38.8,21.42,99.54,38.8,0.0,,,85.5,101.69,0.0
1992-04-17,3.57,5.6,2.1,0.9,9.46,99.51,0.9,0.0,,,91.2,101.65,0.0
1992-04-18,4.62,6.7,3.0,0.0,13.71,99.97,0.0,0.0,,,86.2,102.11,0.0
1992-04-19,9.1,13.4,4.8,0.0,10.71,99.78,0.0,0.0,,,87.7,101.89,0.0
1992-04-20,12.13,17.7,7.6,0.0,4.5,99.22,0.0,0.0,,,85.3,101.29,0.0
1992-04-21,13.41,17.7,9.9,6.4,5.04,98.77,6.4,0.0,,,93.7,100.83,0.0
1992-04-22,12.8,18.0,7.5,0.0,13.04,99.09,0.0,0.0,,,78.4,101.15,0.0
1992-04-23,9.81,15.0,5.9,2.5,11.42,99.68,2.5,0.0,,,66.2,101.78,0.0
1992-04-24,8.47,11.6,6.2,8.8,11.58,98.94,8.8,0.0,,,80.8,101.03,0.0
1992-04-25,7.32,10.3,6.0,8.0,9.25,98.84,8.0,0.0,,,85.9,100.94,0.0
1992-04-26,7.82,10.4,5.1,0.8,6.67,99.22,0.8,0.0,,,77.2,101.32,0.0
1992-04-27,7.58,13.0,2.8,0.0,17.54,99.55,0.0,0.0,,,58.4,101.66,0.0
1992-04-28,7.09,13.5,0.8,0.0,11.04,99.83,0.0,0.0,,,49.2,101.96,0.0
1992-04-29,9.75,16.4,1.9,3.0,12.75,99.38,3.0,0.0,,,55.0,101.47,0.0
1992-04-30,8.7,12.0,3.4,4.5,12.75,99.17,4.5,0.0,,,87.8,101.27,0.0
1992-05-01,5.39,8.7,2.2,1.8,10.88,99.31,1.8,0.0,,,89.2,101.43,0.0
1992-05-02,11.22,17.7,5.2,42.6,11.04,98.22,42.6,0.0,,,88.3,100.28,0.0
1992-05-03,8.65,13.1,5.6,0.0,23.42,98.76,0.0,0.0,,,69.6,100.85,0.0
1992-05-04,7.78,13.2,3.4,0.0,11.46,99.23,0.0,0.0,,,58.0,101.34,0.0
1992-05-05,7.32,12.5,2.3,0.0,9.92,99.65,0.0,0.0,,,61.2,101.77,0.0
1992-05-06,8.0,13.0,1.1,0.0,6.29,100.56,0.0,0.0,,,57.2,102.69,0.0
1992-05-07,9.31,16.3,1.3,0.0,5.54,100.78,0.0,0.0,,,55.9,102.91,0.0
1992-05-08,12.23,19.1,4.1,0.2,13.67,100.08,0.2,0.0,,,58.4,102.17,0.0
1992-05-09,14.82,18.7,12.5,1.2,9.62,99.34,1.2,0.0,,,85.0,101.4,0.0
1992-05-10,16.7,23.3,10.2,0.0,9.21,99.93,0.0,0.0,25.0,,71.2,101.98,0.0
1992-05-11,17.44,24.0,11.4,0.0,7.96,100.03,0.0,0.0,25.0,,65.2,102.09,0.0
1992-05-12,17.1,24.2,10.2,0.0,8.75,99.3,0.0,0.0,26.0,,70.2,101.34,0.0
1992-05-13,15.39,20.9,8.0,1.0,17.46,98.97,1.0,0.0,,,75.5,101.02,0.0
1992-05-14,9.62,13.0,4.6,0.0,8.04,99.7,0.0,0.0,,,76.3,101.81,0.0
1992-05-15,11.33,17.7,2.4,0.0,6.17,100.1,0.0,0.0,,,58.1,102.2,0.0
1992-05-16,14.34,20.0,6.5,0.0,9.33,100.37,0.0,0.0,,,70.3,102.46,0.0
1992-05-17,18.48,29.8,10.3,10.8,18.08,99.78,10.8,0.0,34.0,,75.2,101.82,0.0
1992-05-18,13.38,17.7,6.4,0.0,16.29,100.43,0.0,0.0,,,67.7,102.52,0.0
1992-05-19,12.47,19.6,3.8,0.0,6.62,100.77,0.0,0.0,,,52.5,102.88,0.0
1992-05-20,16.51,23.8,8.4,0.0,5.88,100.7,0.0,0.0,26.0,,62.0,102.78,0.0
1992-05-21,19.14,26.0,10.4,0.0,4.54,100.73,0.0,0.0,,,44.9,102.78,0.0
1992-05-22,20.43,27.0,10.0,0.0,7.79,100.17,0.0,0.0,27.0,,46.1,102.2,0.0
1992-05-23,18.45,29.3,7.7,6.4,20.29,99.42,6.4,0.0,33.0,,72.0,101.45,0.0
1992-05-24,7.69,12.4,3.0,0.6,22.54,99.84,0.6,0.0,,,61.2,101.96,0.0
1992-05-25,7.25,10.9,0.6,0.0,11.5,99.81,0.0,0.0,,,59.6,101.94,0.0
1992-05-26,8.68,11.7,6.1,0.0,6.71,99.42,0.0,0.0,,,67.5,101.53,0.0
1992-05-27,11.57,18.0,6.3,0.0,10.04,99.4,0.0,0.0,,,61.4,101.48,0.0
1992-05-28,12.27,18.9,4.5,0.0,4.04,99.88,0.0,0.0,,,58.9,101.96,0.0
1992-05-29,13.71,20.5,4.4,0.0,5.58,100.16,0.0,0.0,,,53.1,102.24,0.0
1992-05-30,12.05,13.4,10.7,0.9,9.92,99.86,0.9,0.0,,,82.0,101.94,0.0
1992-05-31,12.15,14.4,10.4,4.2,12.42,99.49,4.2,0.0,,,93.3,101.57,0.0
1992-06-01,15.81,21.4,9.4,0.0,17.5,99.63,0.0,0.0,,,70.4,101.69,0.0
1992-06-02,16.72,24.5,7.6,0.0,8.29,99.55,0.0,0.0,25.0,,56.0,101.6,0.0
1992-06-03,19.86,26.6,10.7,0.0,10.88,99.38,0.0,0.0,28.0,,52.0,101.4,0.0
1992-06-04,18.7,25.4,11.4,1.0,9.75,99.12,1.0,0.0,27.0,,64.7,101.15,0.0
1992-06-05,15.69,17.9,13.5,6.8,17.96,98.91,6.8,0.0,,,90.8,100.95,0.0
1992-06-06,16.56,22.3,13.3,6.2,6.83,98.85,6.2,0.0,27.0,,92.6,100.89,0.0
1992-06-07,17.72,21.4,13.8,0.8,3.75,99.2,0.8,0.0,28.0,,93.0,101.23,0.0
1992-06-08,17.12,22.4,9.6,0.0,16.12,99.54,0.0,0.0,,,66.0,101.58,0.0
1992-06-09,15.16,22.0,7.9,0.0,13.58,99.64,0.0,0.0,,,54.6,101.7,0.0
1992-06-10,17.5,25.1,9.1,0.0,11.62,99.56,0.0,0.0,26.0,,49.2,101.6,0.0
1992-06-11,19.28,27.6,10.0,0.0,8.12,99.76,0.0,0.0,27.0,,48.5,101.79,0.0
1992-06-12,21.83,29.4,11.0,0.0,10.62,99.54,0.0,0.0,29.0,,44.8,101.56,0.0
1992-06-13,24.46,31.5,18.2,0.0,17.29,98.96,0.0,0.0,33.0,,40.5,100.94,0.0
1992-06-14,19.43,25.1,11.2,0.0,16.83,99.17,0.0,0.0,25.0,,45.2,101.19,0.0
1992-06-15,14.48,20.0,7.0,0.0,9.58,100.01,0.0,0.0,,,51.9,102.09,0.0
1992-06-16,15.73,21.7,8.6,0.0,11.0,100.25,0.0,0.0,,,46.3,102.32,0.0
1992-06-17,19.91,26.9,9.3,1.2,13.29,99.53,1.2,0.0,31.0,,60.7,101.56,0.0
1992-06-18,21.6,27.6,16.2,7.6,21.33,98.78,7.6,0.0,32.0,,73.1,100.78,0.0
1992-06-19,15.4,19.2,8.5,1.8,14.54,98.56,1.8,0.0,,,88.6,100.6,0.0
1992-06-20,8.4,10.0,6.8,0.0,17.92,98.99,0.0,0.0,,,84.4,101.09,0.0
1992-06-21,8.17,10.7,6.4,0.0,20.62,99.26,0.0,0.0,,,81.1,101.37,0.0
1992-06-22,12.11,19.7,5.2,0.0,14.79,99.53,0.0,0.0,,,56.0,101.61,0.0
1992-06-23,12.87,19.2,4.6,0.0,6.21,99.17,0.0,0.0,,,54.6,101.24,0.0
1992-06-24,13.0,15.2,10.0,10.8,8.46,98.47,10.8,0.0,,,83.0,100.52,0.0
1992-06-25,15.84,22.1,9.0,0.0,6.38,98.71,0.0,0.0,,,67.4,100.74,0.0
1992-06-26,16.14,22.0,9.9,1.0,4.17,98.88,1.0,0.0,,,74.8,100.91,0.0
1992-06-27,17.6,24.6,10.3,0.0,13.25,99.01,0.0,0.0,26.0,,64.7,101.04,0.0
1992-06-28,17.56,23.5,10.2,0.0,10.0,99.33,0.0,0.0,25.0,,65.0,101.37,0.0
1992-06-29,20.98,29.7,12.8,0.0,11.46,99.04,0.0,0.0,32.0,,57.8,101.05,0.0
1992-06-30,16.85,23.3,11.9,0.0,8.96,99.18,0.0,0.0,,,58.3,101.22,0.0
1992-07-01,17.37,24.3,9.4,0.0,10.21,99.35,0.0,0.0,,,56.5,101.39,0.0
1992-07-02,17.82,21.2,15.3,1.6,16.96,99.54,1.6,0.0,,,44.8,101.58,0.0
1992-07-03,17.38,21.0,13.9,10.4,11.79,98.89,10.4,0.0,26.0,,84.3,100.92,0.0
1992-07-04,19.58,25.7,13.0,0.0,17.17,99.11,0.0,0.0,26.0,,65.1,101.13,0.0
1992-07-05,17.55,24.0,11.3,0.0,13.83,98.83,0.0,0.0,25.0,,62.1,100.86,0.0
1992-07-06,16.77,23.0,11.0,0.0,10.42,99.16,0.0,0.0,,,67.0,101.2,0.0
1992-07-07,19.36,26.8,10.8,0.0,4.83,99.64,0.0,0.0,27.0,,59.7,101.67,0.0
1992-07-08,17.67,20.9,16.3,15.8,7.21,99.17,15.8,0.0,,,84.2,101.2,0.0
1992-07-09,22.05,26.3,17.4,0.0,20.21,98.76,0.0,0.0,31.0,,71.9,100.75,0.0
1992-07-10,18.06,22.9,14.5,11.2,5.38,99.0,11.2,0.0,26.0,,80.2,101.02,0.0
1992-07-11,19.05,25.1,14.9,0.0,8.08,99.31,0.0,0.0,28.0,,78.9,101.33,0.0
1992-07-12,18.8,21.8,14.8,8.6,7.0,98.97,8.6,0.0,29.0,,85.8,100.99,0.0
1992-07-13,19.79,24.0,15.7,0.0,12.17,98.9,0.0,0.0,30.0,,77.9,100.92,0.0
1992-07-14,16.32,19.0,14.7,26.7,6.54,98.83,26.7,0.0,,,93.5,100.87,0.0
1992-07-15,18.86,23.5,14.7,0.0,10.38,98.94,0.0,0.0,25.0,,73.9,100.96,0.0
1992-07-16,18.66,24.0,13.0,0.0,7.42,99.26,0.0,0.0,29.0,,80.8,101.29,0.0
1992-07-17,19.72,21.5,16.0,30.0,4.5,99.03,30.0,0.0,29.0,,94.0,101.05,0.0
1992-07-18,19.65,25.4,16.2,1.8,3.21,99.39,1.8,0.0,31.0,,85.4,101.42,0.0
1992-07-19,21.1,26.7,15.9,0.0,6.58,99.56,0.0,0.0,32.0,,76.9,101.58,0.0
1992-07-20,20.93,26.2,12.2,0.0,18.42,99.36,0.0,0.0,32.0,,72.8,101.37,0.0
1992-07-21,14.35,19.3,9.4,0.0,11.58,100.06,0.0,0.0,,,72.1,102.13,0.0
1992-07-22,14.6,19.5,7.9,0.0,7.29,100.29,0.0,0.0,,,63.8,102.36,0.0
1992-07-23,16.41,21.2,13.0,2.2,7.29,99.96,2.2,0.0,,,78.7,102.01,0.0
1992-07-24,17.35,22.5,11.1,0.0,8.88,100.15,0.0,0.0,26.0,,78.1,102.2,0.0
1992-07-25,19.84,25.7,12.9,0.0,6.25,99.85,0.0,0.0,31.0,,76.8,101.89,0.0
1992-07-26,19.35,23.4,15.8,6.8,3.62,98.88,6.8,0.0,30.0,,90.4,100.89,0.0
1992-07-27,16.87,22.0,11.8,0.0,20.58,98.89,0.0,0.0,,,69.9,100.93,0.0
1992-07-28,17.8,23.6,11.4,2.0,10.62,99.13,2.0,0.0,27.0,,72.9,101.16,0.0
1992-07-29,17.54,22.0,10.9,0.0,11.21,99.11,0.0,0.0,,,69.2,101.14,0.0
1992-07-30,16.05,21.6,10.0,1.2,5.83,99.6,1.2,0.0,,,61.0,101.66,0.0
1992-07-31,13.97,15.4,11.8,16.2,19.58,99.21,16.2,0.0,,,86.4,101.27,0.0
1992-08-01,18.67,25.5,10.8,0.0,14.17,99.53,0.0,0.0,29.0,,70.5,101.56,0.0
1992-08-02,19.71,25.3,16.2,8.8,18.29,99.31,8.8,0.0,29.0,,74.0,101.34,0.0
