date,avg_hourly_temperature,max_temperature,min_temperature,precipitation,avg_hourly_wind_speed,avg_hourly_pressure_station,rain,snow,max_humidex,min_windchill,avg_hourly_relative_humidity,avg_hourly_pressure_sea,snow_on_ground
2009-03-31,1.89,5.6,-3.1,0.0,16.54,99.86,0.0,0.0,,-5.0,66.6,102.02,0.0
2009-04-01,8.24,14.0,2.5,1.8,21.92,98.82,1.8,0.0,,,60.7,100.92,0.0
2009-04-02,9.09,15.1,1.3,0.2,13.21,99.05,0.2,0.0,,,50.2,101.14,0.0
2009-04-03,8.24,10.0,3.1,40.2,27.12,96.96,40.2,0.0,,,82.3,99.01,0.0
2009-04-04,3.55,5.6,2.5,0.0,49.71,98.2,0.0,0.0,,,64.8,100.32,0.0
2009-04-05,5.53,12.1,0.3,0.2,18.88,98.97,0.2,0.0,,,58.2,101.09,0.0
2009-04-06,0.97,4.8,-3.3,17.8,33.04,97.52,13.8,3.8,,-11.0,79.5,99.64,0.0
2009-04-07,-2.04,-0.1,-3.9,0.0,34.0,97.65,0.0,0.0,,-12.0,66.0,99.8,1.0
2009-04-08,2.88,8.3,-1.7,0.0,27.92,97.94,0.0,0.0,,-8.0,55.2,100.06,0.0
2009-04-09,5.68,11.7,-1.7,0.0,20.12,98.83,0.0,0.0,,-5.0,45.9,100.94,0.0
2009-04-10,4.58,10.7,-0.6,0.0,14.29,99.53,0.0,0.0,,-4.0,53.2,101.66,0.0
2009-04-11,3.15,8.9,-0.8,0.0,23.54,100.08,0.0,0.0,,-6.0,46.9,102.24,0.0
2009-04-12,1.54,6.7,-2.5,0.0,21.42,100.63,0.0,0.0,,-7.0,44.8,102.82,0.0
2009-04-13,2.68,6.8,-3.9,0.0,12.33,100.13,0.0,0.0,,-8.0,39.7,102.29,0.0
2009-04-14,7.65,11.8,3.9,0.0,22.88,99.46,0.0,0.0,,,29.4,101.58,0.0
2009-04-15,10.01,14.5,3.6,0.0,16.58,99.95,0.0,0.0,,,27.7,102.06,0.0
2009-04-16,8.62,14.5,2.5,0.0,12.46,100.76,0.0,0.0,,,37.1,102.89,0.0
2009-04-17,12.19,20.9,3.9,0.0,15.67,100.4,0.0,0.0,,,33.2,102.5,0.0
2009-04-18,14.35,21.2,8.0,0.0,13.62,99.57,0.0,0.0,,,41.2,101.63,0.0
2009-04-19,8.74,12.4,5.2,0.0,23.04,99.81,0.0,0.0,,,36.2,101.92,0.0
2009-04-20,6.0,9.3,4.3,25.8,29.17,98.72,25.8,0.0,,,74.2,100.83,0.0
2009-04-21,7.12,12.0,3.9,1.0,13.58,98.29,1.0,0.0,,,77.7,100.38,0.0
2009-04-22,5.56,8.0,3.5,0.0,24.75,98.36,0.0,0.0,,,68.4,100.46,0.0
2009-04-23,6.97,12.0,3.6,0.0,25.04,99.5,0.0,0.0,,,59.4,101.62,0.0
2009-04-24,11.85,19.8,4.8,0.0,11.29,99.56,0.0,0.0,,,55.9,101.64,0.0
2009-04-25,19.02,27.9,10.5,9.8,22.46,99.51,9.8,0.0,31.0,,62.0,101.54,0.0
2009-04-26,10.35,16.2,8.1,3.0,15.58,100.34,3.0,0.0,,,78.1,102.45,0.0
2009-04-27,16.73,27.5,7.0,0.0,19.79,100.04,0.0,0.0,30.0,,58.4,102.1,0.0
2009-04-28,11.15,17.3,4.4,10.4,23.42,100.46,10.4,0.0,,,80.8,102.57,0.0
2009-04-29,8.45,12.5,3.6,0.0,16.08,101.19,0.0,0.0,,,45.2,103.33,0.0
2009-04-30,11.55,17.5,7.3,23.4,12.79,99.7,23.4,0.0,,,65.3,101.78,0.0
2009-05-01,14.91,19.5,5.5,0.4,30.62,98.74,0.4,0.0,,,68.4,100.78,0.0
2009-05-02,9.32,14.6,2.5,0.6,18.25,99.2,0.6,0.0,,,59.2,101.3,0.0
2009-05-03,12.7,19.8,3.8,0.0,14.38,99.23,0.0,0.0,,,47.7,101.3,0.0
2009-05-04,11.97,17.3,5.4,0.0,11.71,99.83,0.0,0.0,,,41.9,101.92,0.0
2009-05-05,12.45,18.0,5.1,0.0,11.42,99.85,0.0,0.0,,,48.5,101.93,0.0
2009-05-06,12.88,17.6,7.4,2.6,9.58,99.29,2.6,0.0,,,72.0,101.36,0.0
2009-05-07,14.88,19.4,11.9,2.0,15.33,98.71,2.0,0.0,,,74.7,100.75,0.0
2009-05-08,17.96,24.9,12.2,0.0,16.42,98.52,0.0,0.0,26.0,,67.3,100.54,0.0
2009-05-09,12.73,19.8,8.0,10.8,21.67,98.23,10.8,0.0,,,76.4,100.28,0.0
2009-05-10,8.17,12.7,3.3,0.0,26.42,99.49,0.0,0.0,,,59.2,101.6,0.0
2009-05-11,8.67,13.9,1.4,0.0,9.96,99.9,0.0,0.0,,,47.0,102.02,0.0
2009-05-12,10.91,16.5,3.3,0.0,13.71,100.23,0.0,0.0,,,41.3,102.34,0.0
2009-05-13,13.53,20.1,5.6,0.0,10.88,100.03,0.0,0.0,,,50.5,102.11,0.0
2009-05-14,16.85,21.7,8.6,2.4,33.62,99.12,2.4,0.0,,,58.9,101.16,0.0
2009-05-15,12.85,16.9,7.4,0.0,12.29,100.29,0.0,0.0,,,56.9,102.38,0.0
2009-05-16,12.9,20.3,4.2,5.2,22.71,99.1,5.2,0.0,,,69.5,101.16,0.0
2009-05-17,7.41,12.5,1.5,0.0,31.0,100.07,0.0,0.0,,,44.8,102.19,0.0
2009-05-18,8.98,14.7,0.3,0.0,13.5,100.59,0.0,0.0,,,40.8,102.72,0.0
2009-05-19,14.98,22.6,5.7,0.0,20.67,100.47,0.0,0.0,,,42.1,102.55,0.0
2009-05-20,20.93,27.6,13.3,0.0,17.04,100.27,0.0,0.0,28.0,,36.7,102.3,0.0
2009-05-21,22.45,29.1,14.4,0.0,19.88,99.85,0.0,0.0,30.0,,41.0,101.86,0.0
2009-05-22,16.91,21.1,11.7,0.0,19.25,100.08,0.0,0.0,,,54.3,102.14,0.0
2009-05-23,15.1,20.1,9.1,0.0,8.58,99.9,0.0,0.0,,,51.3,101.96,0.0
2009-05-24,16.94,22.8,9.9,0.2,18.12,99.66,0.2,0.0,,,48.9,101.71,0.0
2009-05-25,13.64,18.8,8.2,0.0,17.75,100.02,0.0,0.0,,,50.1,102.1,0.0
2009-05-26,11.82,13.9,9.4,0.2,20.5,99.89,0.2,0.0,,,51.4,101.98,0.0
2009-05-27,13.15,16.0,10.5,16.6,6.71,98.99,16.6,0.0,,,89.9,101.05,0.0
2009-05-28,14.11,17.5,12.2,12.4,9.79,98.5,12.4,0.0,,,92.7,100.55,0.0
2009-05-29,16.72,23.4,10.4,3.0,21.29,98.49,3.0,0.0,25.0,,73.9,100.51,0.0
2009-05-30,13.49,20.3,7.5,4.4,18.29,98.67,4.4,0.0,,,70.0,100.73,0.0
2009-05-31,9.26,12.7,4.6,0.0,28.58,99.15,0.0,0.0,,,46.2,101.24,0.0
2009-06-01,11.95,17.5,8.3,0.0,11.71,99.41,0.0,0.0,,,66.8,101.49,0.0
2009-06-02,12.43,16.8,8.4,0.0,15.42,99.7,0.0,0.0,,,66.4,101.79,0.0
2009-06-03,13.02,19.5,7.5,0.0,12.67,99.74,0.0,0.0,,,58.3,101.81,0.0
2009-06-04,13.17,18.2,6.8,0.0,11.21,99.69,0.0,0.0,,,57.9,101.77,0.0
2009-06-05,14.67,21.0,6.9,0.0,8.33,99.26,0.0,0.0,,,52.1,101.31,0.0
2009-06-06,16.5,23.0,10.9,0.0,13.33,99.31,0.0,0.0,,,52.0,101.36,0.0
2009-06-07,13.88,17.8,9.9,0.0,11.29,99.62,0.0,0.0,,,61.1,101.69,0.0
2009-06-08,14.11,16.3,11.6,9.4,17.17,99.48,9.4,0.0,,,62.0,101.55,0.0
2009-06-09,14.04,18.8,10.3,0.0,17.21,99.03,0.0,0.0,,,79.0,101.09,0.0
2009-06-10,14.54,19.4,8.6,0.0,6.5,99.34,0.0,0.0,,,70.8,101.4,0.0
2009-06-11,15.53,20.4,10.5,2.8,10.29,99.01,2.8,0.0,,,77.4,101.05,0.0
2009-06-12,17.99,23.8,11.7,0.0,16.71,99.05,0.0,0.0,26.0,,62.2,101.08,0.0
2009-06-13,17.89,22.8,13.2,0.0,16.29,99.39,0.0,0.0,,,54.0,101.42,0.0
2009-06-14,18.24,24.3,11.3,0.0,10.17,99.5,0.0,0.0,,,53.2,101.53,0.0
2009-06-15,18.9,23.6,13.2,0.0,12.25,99.64,0.0,0.0,25.0,,57.5,101.67,0.0
2009-06-16,19.14,24.3,12.3,0.0,14.0,99.88,0.0,0.0,26.0,,56.3,101.92,0.0
2009-06-17,17.34,20.7,14.1,10.8,17.46,99.42,10.8,0.0,,,80.0,101.46,0.0
2009-06-18,15.28,17.8,13.3,1.4,12.96,98.98,1.4,0.0,,,86.0,101.03,0.0
2009-06-19,17.95,23.1,11.6,0.0,8.5,98.99,0.0,0.0,26.0,,73.4,101.01,0.0
2009-06-20,16.1,17.7,14.9,14.4,10.75,98.35,14.4,0.0,,,87.3,100.38,0.0
2009-06-21,20.6,26.5,14.4,0.0,22.5,98.82,0.0,0.0,31.0,,72.0,100.82,0.0
2009-06-22,21.77,26.1,16.6,0.0,11.29,99.03,0.0,0.0,31.0,,71.1,101.03,0.0
2009-06-23,22.96,27.2,17.0,0.0,9.04,99.19,0.0,0.0,31.0,,62.2,101.19,0.0
2009-06-24,25.71,31.4,18.4,0.0,10.88,99.09,0.0,0.0,36.0,,54.6,101.07,0.0
2009-06-25,23.53,28.9,20.4,1.2,10.88,98.77,1.2,0.0,37.0,,77.6,100.75,0.0
2009-06-26,22.53,27.2,18.2,0.0,21.5,98.65,0.0,0.0,31.0,,68.0,100.64,0.0
2009-06-27,21.75,27.9,16.3,0.0,19.17,99.03,0.0,0.0,30.0,,56.6,101.04,0.0
2009-06-28,18.88,21.5,14.7,9.0,8.38,98.36,9.0,0.0,27.0,,82.2,100.37,0.0
2009-06-29,17.8,24.0,14.0,4.8,9.54,97.79,4.8,0.0,27.0,,84.4,99.8,0.0
2009-06-30,17.46,20.8,14.9,16.4,7.96,97.75,16.4,0.0,26.0,,88.3,99.75,0.0
2009-07-01,18.67,23.3,14.1,0.0,8.5,98.4,0.0,0.0,27.0,,81.6,100.41,0.0
2009-07-02,18.3,21.9,15.3,0.4,14.71,98.8,0.4,0.0,27.0,,83.5,100.82,0.0
2009-07-03,18.33,23.3,13.9,0.0,21.96,99.16,0.0,0.0,26.0,,76.0,101.19,0.0
2009-07-04,17.52,22.4,12.0,0.0,23.04,99.34,0.0,0.0,,,61.1,101.38,0.0
2009-07-05,18.82,23.5,10.6,0.0,11.33,99.09,0.0,0.0,27.0,,60.0,101.12,0.0
2009-07-06,19.26,25.1,13.6,0.0,12.96,98.78,0.0,0.0,25.0,,59.7,100.79,0.0
2009-07-07,16.1,20.2,13.8,0.4,20.58,98.76,0.4,0.0,,,71.2,100.8,0.0
2009-07-08,18.01,24.1,12.6,0.0,12.96,99.33,0.0,0.0,27.0,,69.4,101.37,0.0
2009-07-09,19.17,24.1,13.5,0.0,10.92,100.11,0.0,0.0,26.0,,67.3,102.15,0.0
2009-07-10,20.89,26.5,14.8,0.0,10.0,100.08,0.0,0.0,32.0,,70.8,102.11,0.0
2009-07-11,22.0,28.3,14.6,7.4,21.0,99.28,7.4,0.0,33.0,,70.0,101.29,0.0
2009-07-12,17.93,23.4,9.4,0.0,17.33,99.46,0.0,0.0,,,47.4,101.49,0.0
2009-07-13,17.83,23.4,10.6,0.0,25.62,99.35,0.0,0.0,,,46.5,101.39,0.0
2009-07-14,18.77,25.4,11.6,0.0,18.46,99.78,0.0,0.0,26.0,,49.3,101.82,0.0
2009-07-15,18.52,23.9,11.7,0.4,9.25,99.58,0.4,0.0,27.0,,65.1,101.61,0.0
2009-07-16,22.27,27.8,15.3,0.0,15.46,98.74,0.0,0.0,30.0,,61.5,100.73,0.0
2009-07-17,18.32,21.2,14.3,0.2,12.79,98.66,0.2,0.0,25.0,,75.5,100.68,0.0
2009-07-18,17.95,23.2,14.2,0.0,19.33,98.92,0.0,0.0,,,64.8,100.94,0.0
2009-07-19,17.48,23.0,12.0,0.0,13.25,99.7,0.0,0.0,,,71.4,101.75,0.0
2009-07-20,19.11,24.8,12.5,0.0,8.08,100.09,0.0,0.0,26.0,,66.7,102.14,0.0
2009-07-21,18.51,24.2,14.4,4.6,7.42,100.08,4.6,0.0,25.0,,73.6,102.12,0.0
2009-07-22,19.4,22.7,16.0,2.4,12.5,99.86,2.4,0.0,27.0,,79.9,101.9,0.0
2009-07-23,19.54,23.4,17.4,31.4,10.92,99.08,31.4,0.0,30.0,,92.4,101.1,0.0
2009-07-24,20.36,24.4,16.9,0.0,10.38,98.97,0.0,0.0,29.0,,81.2,100.97,0.0
2009-07-25,19.98,22.7,17.9,18.0,9.92,98.66,18.0,0.0,28.0,,88.3,100.66,0.0
2009-07-26,18.73,22.9,16.1,9.0,8.42,98.65,9.0,0.0,28.0,,89.4,100.66,0.0
2009-07-27,20.91,27.2,16.1,0.0,16.79,99.01,0.0,0.0,31.0,,77.7,101.02,0.0
2009-07-28,23.98,27.8,20.1,0.0,19.0,98.9,0.0,0.0,34.0,,70.9,100.89,0.0
2009-07-29,20.44,23.3,14.2,10.6,10.83,98.75,10.6,0.0,30.0,,83.3,100.75,0.0
2009-07-30,20.1,25.3,13.4,0.0,9.83,99.04,0.0,0.0,31.0,,71.0,101.06,0.0
2009-07-31,21.74,27.7,16.3,0.0,12.38,99.08,0.0,0.0,31.0,,65.6,101.08,0.0
2009-08-01,21.55,27.1,14.6,0.0,12.92,99.41,0.0,0.0,32.0,,68.7,101.42,0.0
2009-08-02,21.32,25.5,15.4,0.0,15.79,98.97,0.0,0.0,28.0,,63.8,100.97,0.0
2009-08-03,20.43,26.1,12.6,0.0,16.25,99.28,0.0,0.0,29.0,,62.8,101.3,0.0
2009-08-04,22.18,26.4,15.0,18.0,18.71,98.93,18.0,0.0,35.0,,78.1,100.92,0.0
2009-08-05,18.13,24.4,10.9,0.0,17.5,99.44,0.0,0.0,26.0,,62.9,101.47,0.0
2009-08-06,19.39,24.4,15.0,0.0,17.04,99.57,0.0,0.0,25.0,,59.4,101.6,0.0
2009-08-07,18.22,22.9,14.1,0.0,13.46,99.94,0.0,0.0,,,63.5,101.99,0.0
2009-08-08,17.54,22.0,12.0,2.2,10.29,100.0,2.2,0.0,25.0,,77.4,102.05,0.0
2009-08-09,22.09,29.5,18.5,40.0,11.5,99.26,40.0,0.0,41.0,,92.0,101.26,0.0
2009-08-10,24.19,30.0,18.8,1.2,17.75,99.11,1.2,0.0,40.0,,84.3,101.09,0.0
2009-08-11,21.3,26.1,16.0,28.0,12.92,99.23,28.0,0.0,31.0,,78.2,101.24,0.0
2009-08-12,20.92,25.4,17.5,2.6,10.62,99.6,2.6,0.0,31.0,,83.6,101.62,0.0
2009-08-13,22.65,28.1,16.8,0.0,9.67,99.92,0.0,0.0,34.0,,69.7,101.93,0.0
2009-08-14,23.52,28.4,17.1,0.0,8.38,100.05,0.0,0.0,35.0,,72.2,102.06,0.0
2009-08-15,24.8,29.6,18.4,0.0,7.04,99.93,0.0,0.0,37.0,,69.9,101.93,0.0
2009-08-16,25.4,29.3,19.5,0.0,9.88,99.93,0.0,0.0,37.0,,70.0,101.92,0.0
2009-08-17,27.08,31.4,23.0,0.0,16.58,99.74,0.0,0.0,40.0,,70.2,101.72,0.0
2009-08-18,24.98,29.5,20.9,0.4,17.96,99.28,0.4,0.0,37.0,,76.0,101.27,0.0
2009-08-19,22.08,26.1,17.3,0.0,11.08,99.36,0.0,0.0,30.0,,64.7,101.37,0.0
2009-08-20,23.83,28.6,20.8,25.2,16.71,98.76,25.2,0.0,38.0,,82.2,100.74,0.0
2009-08-21,23.4,27.2,19.8,0.2,20.5,98.68,0.2,0.0,32.0,,71.0,100.66,0.0
2009-08-22,19.98,24.4,16.8,1.2,11.29,99.01,1.2,0.0,31.0,,81.9,101.02,0.0
2009-08-23,18.5,22.1,14.7,0.0,20.33,99.4,0.0,0.0,26.0,,83.3,101.44,0.0
2009-08-24,18.76,24.0,13.5,0.0,9.58,99.91,0.0,0.0,28.0,,74.6,101.95,0.0
2009-08-25,20.6,25.8,13.5,0.0,14.83,99.8,0.0,0.0,31.0,,74.6,101.82,0.0
2009-08-26,19.54,23.0,13.7,2.8,19.25,99.63,2.8,0.0,27.0,,73.2,101.66,0.0
2009-08-27,16.76,21.0,11.4,0.0,10.25,100.07,0.0,0.0,,,59.3,102.13,0.0
2009-08-28,17.22,19.7,13.4,10.8,17.38,99.72,10.8,0.0,,,69.0,101.77,0.0
2009-08-29,17.97,22.3,14.4,11.4,19.46,98.48,11.4,0.0,26.0,,84.1,100.5,0.0
2009-08-30,15.01,18.5,11.4,0.0,19.88,99.2,0.0,0.0,,,80.0,101.25,0.0
2009-08-31,15.9,20.9,10.5,0.0,7.38,100.23,0.0,0.0,,,67.3,102.3,0.0
2009-09-01,16.47,22.5,10.5,0.0,8.5,100.54,0.0,0.0,,,66.6,102.61,0.0
2009-09-02,18.01,23.6,12.2,0.0,7.71,100.44,0.0,0.0,25.0,,70.0,102.5,0.0
2009-09-03,19.03,24.4,12.9,0.0,7.42,100.05,0.0,0.0,28.0,,68.3,102.09,0.0
2009-09-04,19.33,24.8,14.1,0.0,10.04,99.93,0.0,0.0,26.0,,63.0,101.97,0.0
2009-09-05,19.19,23.9,14.8,0.0,9.08,100.27,0.0,0.0,29.0,,78.8,102.32,0.0
2009-09-06,19.11,23.2,13.9,0.0,11.96,100.53,0.0,0.0,25.0,,71.1,102.58,0.0
2009-09-07,19.75,24.2,15.3,0.0,8.83,100.08,0.0,0.0,29.0,,78.5,102.12,0.0
2009-09-08,20.55,25.2,16.7,0.0,9.58,99.95,0.0,0.0,30.0,,76.8,101.97,0.0
2009-09-09,19.8,24.5,15.3,0.0,10.08,100.23,0.0,0.0,29.0,,75.3,102.27,0.0
2009-09-10,18.85,24.3,12.7,0.0,13.25,100.61,0.0,0.0,27.0,,66.9,102.67,0.0
2009-09-11,16.72,20.4,12.8,0.0,10.0,100.38,0.0,0.0,,,69.4,102.44,0.0
2009-09-12,18.26,24.1,12.7,0.0,15.62,99.86,0.0,0.0,26.0,,64.9,101.9,0.0
2009-09-13,18.66,24.7,12.4,0.0,17.21,99.58,0.0,0.0,29.0,,73.2,101.62,0.0
2009-09-14,18.95,25.8,12.2,0.0,17.54,99.4,0.0,0.0,28.0,,74.3,101.43,0.0
2009-09-15,18.22,23.5,11.1,0.0,20.21,99.61,0.0,0.0,,,67.9,101.65,0.0
2009-09-16,13.93,18.7,8.8,0.0,14.62,100.46,0.0,0.0,,,68.2,102.54,0.0
2009-09-17,15.11,20.5,10.2,0.0,9.33,100.16,0.0,0.0,,,64.7,102.23,0.0
2009-09-18,14.89,20.8,8.2,0.0,21.25,99.85,0.0,0.0,,,69.1,101.92,0.0
2009-09-19,11.74,18.8,4.8,0.0,6.38,100.58,0.0,0.0,,,66.6,102.69,0.0
2009-09-20,14.42,21.2,5.5,0.0,8.46,100.34,0.0,0.0,,,72.1,102.42,0.0
2009-09-21,18.33,22.0,13.0,2.2,9.62,99.93,2.2,0.0,27.0,,87.3,101.98,0.0
2009-09-22,21.67,24.0,19.6,0.0,9.08,99.86,0.0,0.0,32.0,,89.5,101.88,0.0
2009-09-23,21.48,27.8,15.6,2.2,16.0,99.6,2.2,0.0,34.0,,84.1,101.61,0.0
2009-09-24,16.98,22.5,12.1,0.0,14.92,99.98,0.0,0.0,,,74.6,102.03,0.0
2009-09-25,12.77,15.8,10.9,0.0,14.83,100.54,0.0,0.0,,,70.0,102.64,0.0
2009-09-26,14.16,17.7,8.1,12.8,9.92,99.58,12.8,0.0,,,84.2,101.64,0.0
2009-09-27,17.1,21.2,13.7,0.0,11.38,98.15,0.0,0.0,,,86.2,100.17,0.0
2009-09-28,14.7,18.0,11.1,20.4,27.38,97.14,20.4,0.0,,,82.4,99.15,0.0
2009-09-29,12.15,16.2,7.2,2.4,34.38,97.84,2.4,0.0,,,82.4,99.88,0.0
2009-09-30,8.03,11.8,5.6,0.2,22.5,99.35,0.2,0.0,,,75.7,101.46,0.0
2009-10-01,7.78,12.0,2.4,0.0,12.25,99.53,0.0,0.0,,,75.0,101.64,0.0
2009-10-02,8.86,12.5,4.3,10.2,13.75,98.8,10.2,0.0,,,94.2,100.89,0.0
2009-10-03,11.48,17.2,8.1,2.6,10.88,98.69,2.6,0.0,,,85.6,100.76,0.0
2009-10-04,10.6,14.0,7.2,1.0,9.08,99.08,1.0,0.0,,,88.6,101.17,0.0
2009-10-05,10.96,17.0,5.9,0.0,19.08,99.29,0.0,0.0,,,78.9,101.38,0.0
2009-10-06,10.48,15.0,5.9,8.6,11.17,98.87,8.6,0.0,,,87.4,100.95,0.0
2009-10-07,11.18,13.4,6.7,0.6,32.92,98.15,0.6,0.0,,,77.9,100.21,0.0
2009-10-08,11.8,17.6,5.5,0.2,15.38,99.5,0.2,0.0,,,74.8,101.58,0.0
2009-10-09,10.36,11.4,7.3,20.0,10.17,98.89,20.0,0.0,,,97.5,100.96,0.0
2009-10-10,9.46,14.2,6.4,0.0,15.21,99.51,0.0,0.0,,,72.3,101.61,0.0
2009-10-11,4.7,10.2,-0.2,0.0,22.0,100.3,0.0,0.0,,,62.7,102.45,0.0
2009-10-12,4.08,6.7,-0.6,0.0,6.5,100.45,0.0,0.0,,,71.8,102.61,0.0
2009-10-13,6.32,10.7,2.4,0.2,19.71,100.08,0.2,0.0,,,73.6,102.21,0.0
2009-10-14,2.93,7.3,-1.2,0.0,13.17,100.47,0.0,0.0,,-3.0,67.0,102.64,0.0
2009-10-15,2.6,4.5,-0.7,0.0,19.38,99.8,0.0,0.0,,-4.0,55.5,101.96,0.0
2009-10-16,3.11,7.1,-0.7,0.0,12.62,99.71,0.0,0.0,,-4.0,58.2,101.86,0.0
2009-10-17,3.93,8.6,0.3,0.0,15.12,100.12,0.0,0.0,,,55.3,102.27,0.0
2009-10-18,4.02,9.8,-0.7,0.0,10.79,100.31,0.0,0.0,,-4.0,56.5,102.47,0.0
2009-10-19,8.27,15.2,0.3,0.0,14.88,99.8,0.0,0.0,,,61.7,101.92,0.0
2009-10-20,13.25,16.4,10.9,0.0,11.79,99.74,0.0,0.0,,,64.9,101.81,0.0
2009-10-21,11.89,14.4,9.5,2.8,6.12,99.83,2.8,0.0,,,89.9,101.92,0.0
2009-10-22,9.64,16.5,3.8,0.6,20.58,99.39,0.6,0.0,,,85.3,101.48,0.0
2009-10-23,5.57,11.0,2.9,14.8,25.79,99.3,14.8,0.0,,,91.7,101.42,0.0
2009-10-24,10.7,13.5,6.2,0.0,21.75,98.14,0.0,0.0,,,83.4,100.2,0.0
2009-10-25,8.28,13.2,4.0,0.0,13.54,99.74,0.0,0.0,,,74.4,101.85,0.0
2009-10-26,9.01,11.8,5.8,0.0,15.83,100.22,0.0,0.0,,,80.1,102.34,0.0
2009-10-27,11.3,16.3,8.2,1.2,7.0,99.45,1.2,0.0,,,81.6,101.54,0.0
2009-10-28,10.62,13.0,9.6,2.2,12.33,99.39,2.2,0.0,,,92.4,101.48,0.0
2009-10-29,9.96,11.0,9.2,0.0,6.83,100.32,0.0,0.0,,,91.7,102.43,0.0
2009-10-30,11.9,15.0,9.7,2.6,11.54,99.15,2.6,0.0,,,91.6,101.22,0.0
2009-10-31,11.57,16.7,6.9,3.4,32.96,98.35,3.4,0.0,,,72.2,100.41,0.0
2009-11-01,7.48,10.7,4.1,0.0,9.2,100.08,0.0,0.0,,,65.4,102.2,0.0
2009-11-02,6.91,10.4,1.1,1.6,8.29,99.98,1.6,0.0,,,81.1,102.1,0.0
2009-11-03,5.17,8.9,0.9,0.0,21.08,99.93,0.0,0.0,,,73.5,102.07,0.0
2009-11-04,3.18,6.2,-1.2,1.8,6.92,100.36,1.8,0.0,,-4.0,83.5,102.53,0.0
2009-11-05,3.84,7.5,1.3,1.6,20.62,99.86,1.6,0.0,,,80.7,102.01,0.0
2009-11-06,2.2,4.9,-1.1,0.0,11.08,100.47,0.0,0.0,,-5.0,67.4,102.65,0.0
2009-11-07,10.79,16.1,4.5,0.0,15.62,99.28,0.0,0.0,,,67.8,101.36,0.0
2009-11-08,11.06,18.1,4.7,0.0,7.38,100.15,0.0,0.0,,,70.1,102.25,0.0
2009-11-09,12.18,19.1,3.9,0.0,13.62,100.18,0.0,0.0,,,76.8,102.27,0.0
2009-11-10,8.37,13.5,3.3,0.0,16.46,100.9,0.0,0.0,,,70.3,103.04,0.0
2009-11-11,4.31,9.0,-0.5,0.0,10.42,101.09,0.0,0.0,,-4.0,70.5,103.26,0.0
2009-11-12,3.95,9.6,-1.8,0.0,7.96,100.49,0.0,0.0,,-4.0,74.4,102.66,0.0
2009-11-13,5.33,11.1,-1.5,0.0,9.38,99.87,0.0,0.0,,-3.0,74.0,102.01,0.0
2009-11-14,8.62,15.8,3.6,0.0,7.04,99.39,0.0,0.0,,,79.9,101.5,0.0
2009-11-15,7.87,13.5,2.0,0.0,11.83,99.47,0.0,0.0,,,86.9,101.58,0.0
2009-11-16,4.53,8.8,-0.2,0.0,13.71,100.31,0.0,0.0,,,67.8,102.46,0.0
2009-11-17,2.79,7.5,-2.3,0.0,11.46,100.64,0.0,0.0,,-7.0,77.9,102.81,0.0
2009-11-18,5.96,11.3,0.1,0.0,12.5,100.51,0.0,0.0,,,79.6,102.66,0.0
2009-11-19,7.81,10.2,2.0,12.6,8.79,99.9,12.6,0.0,,,98.2,102.02,0.0
2009-11-20,6.68,10.4,3.7,1.2,20.42,99.6,1.2,0.0,,,86.9,101.72,0.0
2009-11-21,7.53,11.7,3.0,0.0,8.67,100.05,0.0,0.0,,,85.4,102.18,0.0
2009-11-22,7.01,11.0,2.8,0.0,8.58,100.61,0.0,0.0,,,84.2,102.76,0.0
2009-11-23,6.67,9.8,2.4,0.0,12.12,100.5,0.0,0.0,,,87.9,102.64,0.0
2009-11-24,7.11,7.8,6.2,1.2,7.96,100.02,1.2,0.0,,,98.8,102.15,0.0
2009-11-25,8.64,10.6,7.5,6.2,11.0,98.97,6.2,0.0,,,95.0,101.06,0.0
2009-11-26,6.58,9.5,1.3,0.4,13.17,98.7,0.4,0.0,,,82.9,100.8,0.0
2009-11-27,3.75,7.1,1.4,0.4,16.67,98.44,0.4,0.0,,,83.7,100.56,0.0
2009-11-28,3.5,6.5,0.2,0.0,17.75,98.97,0.0,0.0,,,78.8,101.1,0.0
2009-11-29,3.26,6.9,-3.0,4.6,6.96,98.57,4.6,0.0,,-5.0,92.1,100.69,0.0
2009-11-30,2.73,5.5,-0.7,0.6,16.96,98.74,0.6,0.0,,,74.2,100.87,0.0
2009-12-01,3.38,7.0,0.3,0.2,19.54,98.97,0.0,0.2,,,76.8,101.1,0.0
2009-12-02,5.9,10.2,0.2,15.6,11.67,98.78,15.6,0.0,,,86.0,100.89,0.0
2009-12-03,5.38,7.6,-0.6,5.0,24.67,98.03,5.0,0.0,,,86.8,100.12,0.0
2009-12-04,0.01,3.3,-3.8,0.0,19.33,99.65,0.0,0.0,,-9.0,68.8,101.82,0.0
2009-12-05,-2.75,0.9,-5.7,0.0,8.71,99.91,0.0,0.0,,-11.0,66.8,102.12,0.0
2009-12-06,-0.69,2.7,-3.8,0.0,22.04,100.14,0.0,0.0,,-10.0,66.2,102.33,0.0
2009-12-07,-0.34,1.6,-2.7,0.0,8.58,99.98,0.0,0.0,,-7.0,79.2,102.17,0.0
2009-12-08,-0.62,2.1,-4.5,0.0,16.75,100.24,0.0,0.0,,-8.0,66.8,102.43,0.0
2009-12-09,1.77,6.1,-0.9,26.2,30.96,96.89,10.2,9.6,,-8.0,90.1,98.99,5.0
