date,max_temperature_normal,max_temperature_observed,min_temperature_normal,min_temperature_observed,max_relative_humidity_normal,max_relative_humidity_observed,min_relative_humidity_normal,min_relative_humidity_observed,max_wind_speed_normal,max_wind_speed_observed,min_wind_speed_normal,min_wind_speed_observed,precipitation_normal,precipitation_observed,rain_normal,rain_observed,snow_normal,snow_observed,snow_on_ground_normal,snow_on_ground_observed
1990-01-01,-2.66,2.7516129032258063,-11.24,-4.3451612903225785,90.02,90.61290322580645,66.99,66.58064516129032,31.01,32.96774193548387,6.0,6.03225806451613,46.68,1.1838709677419357,18.86,0.7451612903225806,33.02,0.4129032258064516,7.9,1.6129032258064515
1990-02-01,-1.7,0.9607142857142852,-10.63,-8.007142857142858,89.94,89.42857142857143,65.35,59.464285714285715,29.38,30.535714285714285,5.61,4.714285714285714,45.14,2.7464285714285714,20.16,1.6785714285714286,26.33,0.9285714285714286,7.7,5.678571428571429
1990-03-01,3.47,5.051612903225808,-5.54,-3.8451612903225807,90.15,88.16129032258064,60.27,58.225806451612904,29.64,26.548387096774192,5.18,4.354838709677419,57.22,0.9258064516129029,34.52,0.7967741935483872,20.81,0.14193548387096774,3.1,1.3548387096774193
1990-04-01,11.42,13.723333333333334,0.56,2.76,88.57,86.93333333333334,49.5,50.7,30.5,30.36666666666667,4.5,6.366666666666666,64.38,1.7666666666666666,56.35,1.6933333333333331,7.3,0.08666666666666667,0.3,0.0
1990-05-01,18.48,17.30645161290322,6.19,5.893548387096776,88.5,87.58064516129032,46.83,43.612903225806456,26.68,28.096774193548388,3.16,2.4516129032258065,67.0,2.7935483870967746,66.78,2.7935483870967746,0.14,0.0,0.0,0.0
1990-06-01,23.62,24.57333333333333,11.1,12.726666666666668,89.99,88.53333333333332,48.63,45.4,24.88,27.86666666666667,2.4,3.7666666666666666,68.42,2.313333333333333,68.42,2.313333333333333,0.0,0.0,0.0,0.0
1990-07-01,26.74,26.612903225806452,14.18,15.093548387096776,90.4,86.35483870967742,47.33,45.451612903225815,23.46,26.193548387096772,2.18,3.0967741935483866,77.8,2.206451612903225,77.8,2.206451612903225,0.0,0.0,0.0,0.0
1990-08-01,25.52,25.709677419354836,13.37,14.86451612903226,93.25,92.67741935483869,50.39,53.70967741935484,22.6,21.451612903225808,2.08,2.806451612903226,81.74,3.6322580645161286,81.74,3.6322580645161286,0.0,0.0,0.0,0.0
1990-09-01,21.04,20.763333333333332,9.44,9.806666666666667,94.06,93.93333333333334,54.31,56.6,23.88,23.7,2.37,2.933333333333333,73.02,1.4266666666666663,73.02,1.4266666666666663,0.0,0.0,0.0,0.0
1990-10-01,14.16,14.55483870967742,3.63,4.261290322580645,93.45,91.45161290322581,57.57,56.451612903225815,25.09,27.548387096774192,3.16,4.193548387096774,62.12,2.832258064516129,60.97,2.832258064516129,1.12,0.0,0.0,0.0
1990-11-01,7.16,9.32333333333333,-0.75,-0.23666666666666664,93.22,91.16666666666669,65.91,59.26666666666666,27.85,30.3,4.71,5.7666666666666675,70.91,1.3200000000000005,64.79,1.2866666666666668,6.73,0.05333333333333333,0.3,0.03333333333333333
1990-12-01,0.24,3.270967741935484,-7.55,-5.167741935483869,91.87,91.0,69.74,66.16129032258064,29.11,28.225806451612907,5.31,4.225806451612904,62.33,3.6387096774193552,35.6,2.629032258064516,30.68,0.929032258064516,4.1,1.935483870967742
1991-01-01,-2.5,-1.6709677419354836,-11.11,-9.693548387096774,89.99,89.45161290322581,66.77,64.58064516129032,31.08,30.87096774193548,6.03,7.451612903225807,45.62,1.0838709677419354,18.51,0.3645161290322581,32.28,0.7935483870967742,7.6,4.935483870967742
1991-02-01,-1.64,1.882142857142856,-10.64,-6.717857142857143,89.93,90.39285714285714,65.03,62.39285714285714,29.35,28.107142857142854,5.51,4.857142857142857,45.53,0.8392857142857143,20.83,0.10357142857142856,25.91,0.8571428571428571,7.6,2.7857142857142856
1991-03-01,3.68,6.058064516129031,-5.31,-2.8096774193548395,90.22,87.41935483870968,60.2,54.612903225806456,29.63,28.838709677419356,5.12,6.612903225806452,56.88,3.1645161290322585,35.11,2.838709677419355,19.9,0.30322580645161284,2.8,0.5483870967741935
1991-04-01,11.47,13.436666666666667,0.57,3.8733333333333326,88.39,87.2,49.34,50.6,30.47,26.9,4.65,4.933333333333334,63.99,3.8466666666666662,55.98,3.823333333333333,7.29,0.013333333333333334,0.3,0.0
