date,max_temperature_normal,max_temperature_observed,min_temperature_normal,min_temperature_observed,max_relative_humidity_normal,max_relative_humidity_observed,min_relative_humidity_normal,min_relative_humidity_observed,max_wind_speed_normal,max_wind_speed_observed,min_wind_speed_normal,min_wind_speed_observed,precipitation_normal,precipitation_observed,rain_normal,rain_observed,snow_normal,snow_observed,snow_on_ground_normal,snow_on_ground_observed
1990-01-01,-1.72,-0.4,-9.76,-5.2,90.83,82,69.17,62,29.5,37,5.4,15,1.57,0.0,0.72,0.0,0.94,0.0,6.1,7.0
1990-01-02,-1.97,0.7,-10.02,-4.5,90.53,82,68.83,63,29.64,41,5.56,0,1.39,0.0,0.57,0.0,0.93,0.0,6.2,7.0
1990-01-03,-2.13,4.7,-10.23,-4.5,90.38,91,68.54,63,29.67,24,5.62,9,1.42,0.0,0.56,0.0,0.97,0.0,6.3,7.0
1990-01-04,-2.27,5.3,-10.46,-0.8,90.16,95,67.97,71,30.04,31,5.78,9,1.36,3.8,0.52,3.8,0.94,0.0,6.3,4.0
1990-01-05,-2.44,0.0,-10.75,-5.5,90.04,87,67.54,60,30.26,22,5.84,7,1.28,0.0,0.54,0.0,0.87,0.0,6.4,0.0
1990-01-06,-2.49,0.0,-10.91,-8.7,89.95,93,67.36,62,30.34,37,5.82,0,1.34,0.0,0.54,0.0,0.98,0.0,6.4,0.0
1990-01-07,-2.57,3.3,-11.02,-7.7,90.02,92,67.1,69,30.5,33,5.88,6,1.43,0.0,0.6,0.0,1.01,0.0,6.5,0.0
1990-01-08,-2.8,3.9,-11.31,-4.2,89.86,94,66.76,72,30.88,20,5.98,0,1.4,0.0,0.56,0.0,1.03,0.0,6.7,0.0
1990-01-09,-2.96,3.9,-11.6,0.7,89.64,96,66.54,73,31.07,24,5.94,9,1.3,4.6,0.52,4.6,0.98,0.0,6.9,0.0
1990-01-10,-3.1,2.2,-11.72,-2.3,89.54,95,66.2,76,31.26,26,6.05,7,1.3,4.8,0.54,4.6,0.96,0.2,7.1,0.0
1990-01-11,-3.2,4.5,-11.91,-2.6,89.64,98,66.2,71,31.19,37,6.15,17,1.33,2.2,0.55,0.0,0.97,2.2,7.2,0.0
1990-01-12,-3.26,-1.7,-12.0,-9.2,89.65,81,66.29,64,31.06,41,6.08,19,1.38,0.2,0.56,0.0,1.01,0.2,7.3,2.0
1990-01-13,-3.3,-4.4,-12.13,-13.1,89.77,86,66.4,63,31.34,35,6.19,4,1.48,0.0,0.58,0.0,1.09,0.0,7.5,1.0
1990-01-14,-3.39,-1.3,-12.31,-6.1,89.61,89,66.29,68,31.38,37,6.23,4,1.46,0.2,0.57,0.0,1.08,0.2,7.7,1.0
1990-01-15,-3.31,5.6,-12.27,-4.3,89.53,95,66.36,63,31.21,19,6.13,0,1.41,0.0,0.58,0.0,1.03,0.0,7.9,1.0
1990-01-16,-3.09,5.1,-12.08,-0.8,89.67,100,66.34,77,31.25,15,6.2,0,1.46,0.0,0.53,0.0,1.15,0.0,8.1,0.0
1990-01-17,-2.97,9.4,-11.85,1.4,89.83,100,66.65,91,31.0,28,6.11,0,1.54,4.2,0.59,4.2,1.15,0.0,8.3,0.0
1990-01-18,-2.77,8.7,-11.69,-1.9,90.07,91,66.69,67,31.17,33,6.1,15,1.57,0.3,0.64,0.3,1.13,0.0,8.5,0.0
1990-01-19,-2.6,-0.5,-11.49,-7.1,90.33,76,66.92,60,31.05,31,6.08,0,1.71,0.0,0.72,0.0,1.19,0.0,8.6,0.0
1990-01-20,-2.56,0.6,-11.35,-5.0,90.44,83,67.12,68,31.05,20,6.02,0,1.73,0.0,0.69,0.0,1.23,0.0,8.8,0.0
1990-01-21,-2.62,-0.2,-11.38,-7.0,90.46,94,67.08,77,31.06,28,6.0,4,1.67,1.8,0.7,0.2,1.13,1.6,8.9,0.0
1990-01-22,-2.61,1.1,-11.36,-4.3,90.31,96,67.17,70,31.06,35,5.92,9,1.63,1.4,0.68,0.0,1.11,1.4,9.0,3.0
1990-01-23,-2.5,2.1,-11.16,-6.1,90.32,96,67.36,68,31.0,31,5.91,9,1.64,3.0,0.69,0.4,1.11,1.8,9.0,3.0
1990-01-24,-2.43,6.2,-10.96,-0.8,90.29,98,67.39,65,31.14,54,6.09,0,1.68,1.0,0.7,1.0,1.14,0.0,8.9,2.0
1990-01-25,-2.32,7.1,-10.91,-1.2,90.28,96,67.34,69,31.0,69,6.1,0,1.73,4.0,0.73,4.0,1.15,0.0,9.0,0.0
1990-01-26,-2.33,1.3,-10.97,-1.9,90.21,90,67.25,67,31.01,48,6.08,17,1.8,0.0,0.8,0.0,1.16,0.0,9.1,0.0
1990-01-27,-2.4,9.6,-11.0,-2.6,90.19,82,67.23,42,31.03,44,6.11,11,1.85,0.0,0.79,0.0,1.23,0.0,9.2,0.0
1990-01-28,-2.45,5.0,-11.04,-3.5,90.07,71,66.97,53,30.96,59,6.13,6,1.8,0.0,0.79,0.0,1.17,0.0,9.3,0.0
1990-01-29,-2.45,0.6,-11.05,-2.5,90.05,96,66.96,66,31.0,26,6.09,4,1.85,5.2,0.83,0.0,1.19,5.2,9.3,0.0
1990-01-30,-2.64,1.7,-11.18,-8.5,89.93,93,66.82,61,30.8,20,6.11,6,1.85,0.0,0.8,0.0,1.23,0.0,9.4,6.0
1990-01-31,-2.82,1.2,-11.39,-4.9,89.94,91,66.72,63,30.67,17,6.16,0,1.76,0.0,0.78,0.0,1.13,0.0,9.4,6.0
1990-02-01,-2.92,5.1,-11.69,-4.2,89.72,98,66.3,67,30.67,30,6.15,4,1.64,0.2,0.68,0.2,1.1,0.0,9.4,5.0
1990-02-02,-3.12,0.9,-11.93,-8.2,89.43,92,65.93,60,30.22,31,5.98,9,1.52,3.0,0.62,0.0,1.06,3.4,9.4,0.0
1990-02-03,-3.21,-7.9,-12.13,-10.8,89.25,93,65.66,55,29.91,20,5.89,9,1.43,2.9,0.56,0.0,0.99,3.2,9.4,4.0
1990-02-04,-3.16,-4.9,-12.21,-11.9,89.27,92,65.61,63,29.64,28,5.93,7,1.4,1.0,0.56,0.0,0.97,1.0,9.3,5.0
1990-02-05,-3.11,1.5,-12.2,-13.9,89.28,85,65.43,74,29.61,33,5.82,0,1.48,0.0,0.58,0.0,1.01,0.0,9.2,5.0
1990-02-06,-3.09,5.6,-12.25,-0.7,89.34,96,65.26,61,29.7,17,5.89,0,1.52,0.0,0.57,0.0,1.03,0.0,9.1,5.0
1990-02-07,-3.03,5.7,-12.22,-2.1,89.33,100,64.95,66,29.54,15,5.92,0,1.52,0.0,0.57,0.0,1.02,0.0,9.1,1.0
1990-02-08,-2.95,9.0,-12.1,0.8,89.37,97,65.01,66,29.11,33,5.75,7,1.54,0.0,0.62,0.0,1.0,0.0,9.0,0.0
1990-02-09,-2.94,10.4,-12.1,1.1,89.35,93,64.95,68,28.97,28,5.66,6,1.46,1.6,0.56,1.6,0.98,0.0,8.9,0.0
1990-02-10,-2.81,1.5,-11.98,-5.2,89.27,91,64.84,43,28.95,52,5.6,4,1.34,0.0,0.48,0.0,0.93,0.0,8.7,0.0
1990-02-11,-2.52,1.0,-11.72,-6.7,89.38,85,64.82,57,28.7,17,5.45,0,1.3,0.0,0.51,0.0,0.85,0.0,8.5,0.0
1990-02-12,-2.29,1.4,-11.37,-3.2,89.62,85,65.23,57,28.61,20,5.31,0,1.34,0.0,0.5,0.0,0.88,0.0,8.3,0.0
1990-02-13,-2.13,11.6,-11.09,-0.9,89.78,96,65.39,54,28.61,39,5.26,11,1.3,7.4,0.5,6.2,0.83,1.2,8.1,0.0
1990-02-14,-1.87,-0.6,-10.88,-6.6,89.88,79,65.45,49,28.78,35,5.24,13,1.34,0.4,0.55,0.0,0.81,0.4,7.8,1.0
1990-02-15,-1.56,-4.2,-10.54,-7.7,89.9,100,65.48,85,29.06,30,5.24,11,1.42,21.2,0.67,2.8,0.76,14.0,7.5,6.0
1990-02-16,-1.3,2.0,-10.16,-5.5,90.06,98,65.65,64,29.02,43,5.23,0,1.55,4.4,0.8,4.4,0.76,0.0,7.2,13.0
1990-02-17,-1.04,-1.3,-9.8,-16.2,90.33,90,65.87,61,29.04,35,5.29,0,1.69,0.0,0.9,0.0,0.81,0.0,6.9,12.0
1990-02-18,-0.92,2.8,-9.63,-19.3,90.39,83,66.04,57,29.36,37,5.39,0,1.78,0.0,0.84,0.0,0.94,0.0,6.6,12.0
1990-02-19,-0.85,1.8,-9.46,-8.1,90.32,79,65.84,58,29.43,46,5.45,7,1.79,0.2,0.84,0.0,0.94,0.2,6.6,10.0
1990-02-20,-0.68,-1.7,-9.28,-12.0,90.3,77,65.64,50,29.42,20,5.54,0,1.72,0.0,0.83,0.0,0.89,0.0,6.4,10.0
1990-02-21,-0.47,6.0,-9.07,-7.6,90.36,75,65.54,34,29.32,22,5.46,9,1.64,0.0,0.81,0.0,0.83,0.0,6.3,10.0
1990-02-22,-0.35,3.8,-8.95,-1.0,90.4,98,65.56,51,29.57,28,5.45,0,1.62,31.0,0.83,31.0,0.81,0.0,6.1,9.0
1990-02-23,-0.23,1.6,-8.84,-7.0,90.48,96,65.35,72,29.71,31,5.4,11,1.6,2.0,0.78,0.8,0.8,1.0,6.0,7.0
1990-02-24,-0.07,-4.1,-8.66,-12.5,90.49,92,65.25,71,29.76,35,5.39,0,1.66,1.0,0.78,0.0,0.8,1.0,5.8,8.0
1990-02-25,0.04,-12.2,-8.43,-19.5,90.7,83,65.26,53,29.76,43,5.35,7,1.95,0.0,0.97,0.0,0.88,0.0,5.7,9.0
1990-02-26,0.15,-5.6,-8.26,-18.3,90.75,88,65.13,51,29.99,26,5.41,0,1.91,0.0,0.98,0.0,0.84,0.0,5.6,9.0
1990-02-27,0.33,1.7,-8.13,-7.0,90.72,90,64.61,59,30.09,39,5.46,13,2.0,0.6,1.07,0.0,0.83,0.6,5.5,9.0
1990-02-28,0.44,-4.0,-8.06,-10.0,90.57,73,64.12,59,30.16,22,5.65,4,2.0,0.0,1.05,0.0,0.86,0.0,5.4,9.0
1990-03-01,0.53,2.4,-7.99,-10.9,90.37,84,63.44,62,30.03,52,5.62,7,2.02,0.0,1.01,0.0,0.89,0.0,5.3,9.0
1990-03-02,0.54,5.0,-7.98,-3.7,90.26,79,63.17,54,29.64,35,5.49,13,1.95,0.0,0.94,0.0,0.89,0.0,5.3,6.0
1990-03-03,0.67,-3.0,-7.96,-12.5,90.24,73,62.87,56,29.53,33,5.33,11,1.89,0.0,0.83,0.0,0.95,0.0,5.3,4.0
1990-03-04,0.75,-4.8,-7.93,-12.5,90.09,77,62.69,57,29.58,22,5.35,0,1.76,0.0,0.79,0.0,0.87,0.0,5.4,4.0
1990-03-05,0.97,-5.2,-7.74,-13.5,90.13,73,62.54,44,29.48,17,5.19,6,1.74,0.0,0.88,0.0,0.81,0.0,5.3,3.0
1990-03-06,1.24,-5.6,-7.47,-12.8,90.23,67,62.46,37,29.32,22,5.07,4,1.85,0.0,0.93,0.0,0.82,0.0,5.1,3.0
1990-03-07,1.46,-3.6,-7.21,-10.9,90.39,77,62.65,51,29.31,19,5.08,6,1.95,0.0,1.02,0.0,0.82,0.0,5.0,3.0
1990-03-08,1.68,3.3,-6.95,-11.6,90.29,87,62.38,55,29.3,15,5.19,0,1.92,0.0,0.98,0.0,0.83,0.0,4.8,3.0
1990-03-09,1.89,2.9,-6.78,-3.1,90.41,96,62.27,77,29.38,11,5.29,0,1.97,1.0,1.05,1.0,0.84,0.0,4.5,2.0
1990-03-10,2.05,5.1,-6.61,0.8,90.3,100,61.95,84,29.62,19,5.43,0,2.08,1.2,1.16,1.2,0.88,0.0,4.3,1.0
1990-03-11,2.25,6.6,-6.53,1.7,90.4,100,61.68,60,29.75,26,5.48,4,2.13,11.2,1.21,11.2,0.89,0.0,4.2,0.0
1990-03-12,2.45,7.3,-6.46,0.7,90.27,100,61.14,88,29.74,13,5.51,0,1.92,5.5,1.06,5.5,0.83,0.0,4.0,0.0
1990-03-13,2.54,21.4,-6.41,0.9,90.21,100,61.02,67,29.41,20,5.36,0,1.86,0.0,1.0,0.0,0.82,0.0,3.8,0.0
1990-03-14,2.62,16.0,-6.32,7.1,90.24,100,61.2,76,29.52,13,5.42,0,1.99,0.0,1.11,0.0,0.85,0.0,3.6,0.0
1990-03-15,2.73,16.8,-6.13,6.2,90.39,100,61.26,66,29.28,13,5.31,0,2.05,0.0,1.17,0.0,0.85,0.0,3.4,0.0
1990-03-16,3.04,12.5,-5.87,6.0,90.56,97,61.14,84,29.25,19,5.24,2,1.98,1.4,1.16,1.4,0.81,0.0,3.2,0.0
1990-03-17,3.28,13.0,-5.66,2.9,90.66,97,60.84,53,29.71,48,5.37,6,2.0,0.0,1.19,0.0,0.8,0.0,3.0,0.0
1990-03-18,3.49,4.9,-5.49,-2.0,90.54,81,60.56,62,29.71,39,5.47,4,2.01,0.0,1.24,0.0,0.74,0.0,2.7,0.0
1990-03-19,3.78,0.3,-5.24,-5.7,90.5,96,60.13,59,29.89,35,5.56,0,1.98,2.4,1.22,0.0,0.72,3.0,2.5,0.0
1990-03-20,4.05,4.6,-5.04,-4.9,90.35,89,59.62,55,29.84,35,5.52,9,1.85,0.0,1.14,0.0,0.65,0.0,2.3,3.0
1990-03-21,4.34,10.4,-4.85,-2.9,90.2,84,59.26,36,29.92,24,5.37,6,1.74,0.2,1.13,0.2,0.58,0.0,2.1,0.0
1990-03-22,4.7,12.5,-4.6,2.4,89.99,89,58.62,45,30.07,31,5.4,6,1.62,2.8,1.07,2.8,0.53,0.0,1.8,0.0
1990-03-23,5.03,4.0,-4.35,-6.5,90.0,96,58.46,59,30.11,46,5.33,11,1.72,1.2,1.17,0.2,0.53,1.0,1.6,1.0
1990-03-24,5.32,-1.1,-4.12,-7.8,89.96,86,58.14,43,29.81,17,5.09,6,1.72,0.0,1.2,0.0,0.5,0.0,1.5,0.0
1990-03-25,5.63,5.6,-3.83,-5.0,90.09,79,57.95,37,29.74,33,4.85,11,1.69,0.0,1.18,0.0,0.49,0.0,1.4,0.0
1990-03-26,5.95,0.9,-3.46,-7.4,90.29,86,58.06,51,29.9,43,4.77,9,1.84,0.4,1.32,0.0,0.49,0.4,1.3,0.0
1990-03-27,6.2,1.4,-3.2,-7.7,90.35,82,57.99,53,30.17,26,4.82,7,1.97,0.0,1.43,0.0,0.52,0.0,1.2,0.0
1990-03-28,6.47,7.5,-2.93,-4.1,90.34,88,57.77,36,30.8,22,4.97,0,2.09,0.0,1.56,0.0,0.51,0.0,1.2,0.0
1990-03-29,6.77,3.9,-2.66,-4.5,90.21,73,57.44,41,31.04,30,5.02,7,1.97,0.0,1.51,0.0,0.43,0.0,1.1,0.0
1990-03-30,7.04,5.0,-2.47,0.8,90.07,98,56.9,74,31.38,28,5.06,0,2.02,1.4,1.58,1.2,0.41,0.0,1.0,0.0
1990-03-31,7.24,6.6,-2.27,1.3,90.01,99,56.7,83,31.53,17,5.23,0,2.05,0.0,1.61,0.0,0.41,0.0,0.9,0.0
1990-04-01,7.41,7.0,-2.1,3.9,89.6,96,56.18,81,31.51,13,5.35,0,2.04,0.0,1.58,0.0,0.43,0.0,0.8,0.0
1990-04-02,7.6,5.5,-1.95,2.4,89.52,99,55.37,88,31.86,26,5.38,7,2.02,6.8,1.56,6.8,0.43,0.0,0.7,0.0
1990-04-03,7.81,7.5,-1.78,1.0,89.36,95,54.89,67,31.93,28,5.25,0,2.01,1.4,1.57,1.4,0.41,0.0,0.7,0.0
1990-04-04,8.07,6.0,-1.63,0.8,89.34,96,54.29,53,31.94,44,5.27,22,2.04,1.8,1.6,1.6,0.41,0.2,0.6,0.0
1990-04-05,8.33,5.7,-1.48,-1.9,89.16,77,53.35,55,31.96,41,5.3,19,2.06,0.0,1.63,0.0,0.41,0.0,0.6,0.0
1990-04-06,8.5,4.2,-1.33,-5.1,89.19,76,53.08,43,31.96,28,5.23,0,2.17,0.0,1.71,0.0,0.42,0.0,0.5,0.0
1990-04-07,8.77,3.0,-1.19,-5.2,89.2,85,52.44,53,32.07,37,5.15,7,2.32,0.0,1.88,0.0,0.41,0.0,0.5,0.0
1990-04-08,9.05,10.0,-0.95,-3.5,89.08,85,52.01,38,32.2,37,5.25,9,2.26,0.0,1.84,0.0,0.38,0.0,0.5,0.0
1990-04-09,9.39,16.5,-0.81,3.6,88.96,63,51.61,26,32.06,41,5.27,4,2.25,0.0,1.91,0.0,0.33,0.0,0.4,0.0
1990-04-10,9.8,9.6,-0.64,0.7,88.78,98,50.83,62,31.88,35,5.17,6,2.12,20.8,1.8,19.0,0.31,1.8,0.4,0.0
1990-04-11,10.13,7.6,-0.47,-3.7,88.58,91,50.31,42,31.68,41,5.02,19,2.0,0.0,1.75,0.0,0.25,0.0,0.3,0.0
1990-04-12,10.48,1.4,-0.31,-14.3,88.36,91,49.46,54,31.0,30,4.84,11,1.94,0.2,1.72,0.0,0.22,0.6,0.3,0.0
1990-04-13,10.85,8.6,-0.12,-2.8,88.33,89,48.64,53,30.66,30,4.66,9,2.0,0.0,1.78,0.0,0.22,0.0,0.2,0.0
1990-04-14,11.29,8.9,0.08,1.1,88.14,97,48.2,73,30.6,28,4.48,0,1.95,6.2,1.75,6.2,0.19,0.0,0.2,0.0
1990-04-15,11.63,12.9,0.37,0.0,88.03,90,47.64,62,30.54,41,4.36,13,1.96,0.0,1.82,0.0,0.15,0.0,0.1,0.0
1990-04-16,11.98,9.7,0.68,-2.3,88.34,93,47.56,51,30.45,24,4.12,4,2.06,4.8,1.93,4.8,0.13,0.0,0.1,0.0
1990-04-17,12.29,7.4,0.99,-0.7,88.4,89,47.6,57,30.24,46,4.07,22,2.06,0.2,1.97,0.2,0.1,0.0,0.1,0.0
1990-04-18,12.61,10.5,1.25,-1.9,88.35,73,47.32,38,29.87,43,4.03,11,2.11,0.0,2.0,0.0,0.11,0.0,0.0,0.0
1990-04-19,12.9,16.8,1.51,1.0,88.16,89,47.14,25,29.65,31,3.96,6,2.14,0.0,2.0,0.0,0.12,0.0,0.0,0.0
1990-04-20,13.17,15.1,1.68,9.3,88.24,100,47.22,51,29.56,37,3.92,0,2.16,10.8,2.02,10.8,0.13,0.0,0.0,0.0
1990-04-21,13.38,13.1,1.82,4.3,88.14,96,47.05,69,29.33,24,3.89,11,2.18,0.0,2.06,0.0,0.1,0.0,0.0,0.0
1990-04-22,13.51,21.9,1.94,4.5,88.03,100,47.03,38,28.9,22,3.88,0,1.98,0.0,1.86,0.0,0.1,0.0,0.0,0.0
1990-04-23,13.8,17.6,2.07,6.0,88.05,92,47.0,48,28.8,19,3.76,0,2.03,0.0,1.91,0.0,0.1,0.0,0.0,0.0
1990-04-24,13.9,18.2,2.26,3.8,88.0,86,46.8,49,28.83,20,3.77,0,1.96,0.0,1.85,0.0,0.09,0.0,0.0,0.0
1990-04-25,13.96,31.1,2.36,11.6,87.92,74,46.69,46,28.71,33,3.76,0,1.99,0.0,1.9,0.0,0.07,0.0,0.0,0.0
1990-04-26,14.08,30.4,2.49,17.5,87.84,70,46.25,37,28.8,28,3.9,7,1.92,0.0,1.83,0.0,0.07,0.0,0.0,0.0
1990-04-27,14.25,30.3,2.56,16.5,87.65,75,45.88,34,28.77,22,3.86,4,1.91,0.0,1.82,0.0,0.07,0.0,0.0,0.0
1990-04-28,14.49,28.1,2.68,12.9,87.49,78,45.6,35,28.8,28,3.78,0,1.79,0.0,1.71,0.0,0.06,0.0,0.0,0.0
1990-04-29,14.66,25.6,2.83,11.3,87.56,81,45.23,40,28.52,15,3.77,0,1.89,0.0,1.81,0.0,0.06,0.0,0.0,0.0
1990-04-30,14.81,21.5,2.88,12.0,87.48,84,45.06,53,28.49,19,3.72,0,1.93,0.0,1.84,0.0,0.07,0.0,0.0,0.0
1990-05-01,15.0,18.2,2.99,2.0,87.64,82,45.31,31,28.39,41,3.66,0,2.03,0.0,1.95,0.0,0.05,0.0,0.0,0.0
1990-05-02,15.27,13.8,3.2,-0.1,87.57,73,45.48,27,28.56,28,3.67,6,2.07,0.0,2.0,0.0,0.05,0.0,0.0,0.0
1990-05-03,15.56,13.4,3.36,-0.2,87.5,85,45.2,25,28.69,15,3.65,0,2.09,0.0,2.05,0.0,0.03,0.0,0.0,0.0
1990-05-04,15.74,13.2,3.54,2.3,87.51,94,45.37,32,28.76,26,3.65,0,2.16,8.2,2.15,8.2,0.01,0.0,0.0,0.0
1990-05-05,15.83,17.5,3.69,6.3,87.66,96,45.84,34,28.6,33,3.59,0,2.29,4.8,2.27,4.8,0.01,0.0,0.0,0.0
1990-05-06,15.98,15.1,3.81,4.6,87.74,83,45.69,42,28.42,30,3.53,0,2.24,0.0,2.22,0.0,0.01,0.0,0.0,0.0
1990-05-07,16.21,13.6,4.01,4.9,87.91,90,45.69,55,28.4,17,3.45,0,2.26,0.0,2.24,0.0,0.01,0.0,0.0,0.0
1990-05-08,16.37,24.6,4.19,5.4,87.97,96,45.75,37,28.19,48,3.48,7,2.3,0.0,2.28,0.0,0.01,0.0,0.0,0.0
1990-05-09,16.74,25.2,4.45,13.2,88.03,71,45.84,42,28.08,41,3.43,7,2.49,0.0,2.48,0.0,0.01,0.0,0.0,0.0
1990-05-10,17.05,15.3,4.74,3.4,87.97,93,45.88,48,27.87,48,3.39,9,2.42,6.1,2.41,6.1,0.01,0.0,0.0,0.0
1990-05-11,17.36,12.2,5.01,2.4,88.16,82,46.29,36,27.48,46,3.19,7,2.64,0.0,2.62,0.0,0.01,0.0,0.0,0.0
1990-05-12,17.75,12.5,5.4,4.3,88.48,93,46.75,38,27.63,22,3.2,0,2.69,2.2,2.67,2.2,0.01,0.0,0.0,0.0
1990-05-13,17.94,15.1,5.71,5.4,88.7,96,47.27,54,27.52,20,3.15,0,2.76,10.0,2.75,10.0,0.01,0.0,0.0,0.0
1990-05-14,18.15,19.4,5.94,3.2,88.84,95,47.68,31,27.21,15,3.07,0,2.55,0.0,2.54,0.0,0.01,0.0,0.0,0.0
1990-05-15,18.48,23.7,6.23,9.6,88.89,82,47.94,51,26.82,17,2.96,0,2.48,0.0,2.47,0.0,0.0,0.0,0.0,0.0
1990-05-16,18.8,16.1,6.46,10.9,88.75,100,47.45,67,26.43,41,2.92,4,2.28,16.9,2.28,16.9,0.0,0.0,0.0,0.0
1990-05-17,19.06,18.1,6.65,9.2,88.67,100,47.14,53,25.96,48,2.79,0,2.2,7.7,2.2,7.7,0.0,0.0,0.0,0.0
1990-05-18,19.22,12.8,6.9,6.4,88.97,82,47.52,60,25.86,43,2.78,15,2.24,0.8,2.23,0.8,0.0,0.0,0.0,0.0
1990-05-19,19.42,15.3,7.09,4.3,89.22,96,47.7,49,25.65,30,2.86,0,2.19,9.0,2.19,9.0,0.0,0.0,0.0,0.0
1990-05-20,19.64,9.2,7.27,7.2,89.1,97,47.44,84,25.59,31,2.9,11,2.04,19.7,2.04,19.7,0.0,0.0,0.0,0.0
1990-05-21,19.92,12.9,7.5,7.8,89.02,93,47.44,66,25.5,24,2.84,0,2.14,0.0,2.14,0.0,0.0,0.0,0.0,0.0
1990-05-22,20.08,17.6,7.73,3.7,88.93,96,47.6,41,25.35,22,2.84,0,2.14,0.0,2.13,0.0,0.0,0.0,0.0,0.0
1990-05-23,20.34,18.9,7.94,9.0,88.89,84,47.65,43,25.26,19,2.82,0,2.02,0.0,2.02,0.0,0.0,0.0,0.0,0.0
1990-05-24,20.49,16.2,8.12,8.0,88.95,92,47.84,53,25.13,13,2.84,0,1.89,0.0,1.88,0.0,0.0,0.0,0.0,0.0
1990-05-25,20.58,21.0,8.22,6.4,89.22,89,48.28,42,25.08,15,2.82,0,1.97,0.0,1.97,0.0,0.0,0.0,0.0,0.0
1990-05-26,20.71,22.2,8.29,8.1,89.32,87,48.06,30,25.02,20,2.77,0,1.8,0.0,1.8,0.0,0.0,0.0,0.0,0.0
1990-05-27,20.73,24.0,8.3,8.6,89.33,81,47.99,38,24.59,17,2.68,0,1.72,0.4,1.72,0.4,0.0,0.0,0.0,0.0
1990-05-28,20.95,23.9,8.32,8.4,89.21,81,47.48,30,24.43,19,2.71,0,1.62,0.0,1.62,0.0,0.0,0.0,0.0,0.0
1990-05-29,21.14,15.5,8.55,7.1,89.1,86,47.43,55,24.44,24,2.69,4,1.71,0.8,1.71,0.8,0.0,0.0,0.0,0.0
1990-05-30,21.28,16.7,8.73,5.0,89.29,69,47.6,33,24.55,30,2.68,6,1.79,0.0,1.79,0.0,0.0,0.0,0.0,0.0
1990-05-31,21.45,23.3,8.99,5.9,89.43,71,48.0,25,24.61,28,2.71,0,1.97,0.0,1.97,0.0,0.0,0.0,0.0,0.0
1990-06-01,21.63,24.8,9.19,10.5,89.63,68,48.33,28,24.63,28,2.64,6,1.97,0.0,1.97,0.0,0.0,0.0,0.0,0.0
1990-06-02,21.83,28.4,9.3,15.0,89.6,81,48.34,52,24.59,31,2.62,4,1.89,0.0,1.89,0.0,0.0,0.0,0.0,0.0
1990-06-03,22.04,25.1,9.44,10.6,89.49,95,48.06,40,24.75,44,2.55,0,1.98,9.8,1.98,9.8,0.0,0.0,0.0,0.0
1990-06-04,22.23,15.1,9.57,6.0,89.46,93,47.86,37,24.7,31,2.5,9,1.98,0.0,1.98,0.0,0.0,0.0,0.0,0.0
1990-06-05,22.39,19.9,9.74,4.3,89.56,82,48.11,34,24.83,22,2.5,0,1.87,1.6,1.87,1.6,0.0,0.0,0.0,0.0
1990-06-06,22.56,24.5,9.89,10.9,89.54,84,48.18,41,24.86,28,2.52,7,1.93,0.4,1.93,0.4,0.0,0.0,0.0,0.0
1990-06-07,22.7,24.8,10.01,12.5,89.65,80,48.03,35,24.96,30,2.54,4,1.94,0.0,1.94,0.0,0.0,0.0,0.0,0.0
1990-06-08,22.78,17.1,10.15,11.5,89.58,99,48.23,61,24.96,20,2.44,0,1.96,7.6,1.96,7.6,0.0,0.0,0.0,0.0
1990-06-09,22.93,26.6,10.33,11.6,89.48,100,48.08,42,24.89,37,2.52,0,1.91,0.0,1.91,0.0,0.0,0.0,0.0,0.0
1990-06-10,23.03,21.2,10.52,12.0,89.46,86,48.39,59,24.85,31,2.54,13,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1990-06-11,23.17,24.5,10.68,12.2,89.5,86,48.52,41,25.01,26,2.5,7,2.02,0.0,2.02,0.0,0.0,0.0,0.0,0.0
1990-06-12,23.24,24.5,10.85,9.9,89.63,89,49.17,32,25.18,30,2.46,0,2.31,7.2,2.31,7.2,0.0,0.0,0.0,0.0
1990-06-13,23.33,29.6,10.89,14.1,89.65,93,49.17,45,25.28,30,2.48,9,2.26,0.0,2.26,0.0,0.0,0.0,0.0,0.0
1990-06-14,23.36,28.2,10.93,17.8,89.61,94,49.21,57,25.07,28,2.44,0,2.29,0.0,2.29,0.0,0.0,0.0,0.0,0.0
1990-06-15,23.45,29.6,10.97,14.1,89.53,94,49.24,43,25.13,22,2.46,0,2.35,0.0,2.35,0.0,0.0,0.0,0.0,0.0
1990-06-16,23.58,30.2,11.05,16.4,89.64,87,49.13,33,25.02,15,2.5,0,2.45,0.0,2.45,0.0,0.0,0.0,0.0,0.0
1990-06-17,23.62,29.4,11.19,20.2,89.79,79,49.19,61,24.91,28,2.46,0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0
1990-06-18,23.68,29.0,11.34,18.0,89.94,89,49.38,44,24.82,33,2.36,13,2.51,0.5,2.51,0.5,0.0,0.0,0.0,0.0
1990-06-19,23.87,22.7,11.53,11.0,90.01,81,49.38,29,24.63,31,2.41,7,2.53,0.0,2.53,0.0,0.0,0.0,0.0,0.0
1990-06-20,24.02,23.6,11.67,8.5,90.04,73,49.18,36,24.58,17,2.4,0,2.59,0.0,2.59,0.0,0.0,0.0,0.0,0.0
